,date,open,high,low,close,adj_close,volume,Stockname,Open_USD,High_USD,Low_USD,Close_USD,Adj_Close_USD
879,11/9/2018,44450,44850,43900,44300,43891.07422,7318500,samsungtech15-19,39.4386559,39.79355944,38.95066353,39.30556707,38.94274405
880,11/12/2018,43850,45250,43700,45200,44782.76953,8552566,samsungtech15-19,38.58780817,39.81980205,38.45580883,39.77580227,39.40864128
881,11/13/2018,43900,44500,43400,44500,44089.23047,9311126,samsungtech15-19,38.70607809,39.23509055,38.26523438,39.23509055,38.87292022
882,11/14/2018,44500,44500,43800,44100,43692.92188,6783344,samsungtech15-19,39.30564244,39.30564244,38.68735143,38.95233329,38.59277223
883,11/15/2018,44050,44350,43500,44250,43841.53906,5864067,samsungtech15-19,38.9662869,39.23166457,38.47976119,39.14320535,38.78188398
884,11/16/2018,44600,44750,43700,44000,43593.84375,7777124,samsungtech15-19,39.41670042,39.5492678,38.62129615,38.88643091,38.52747711
885,11/19/2018,44050,44250,43450,43650,43247.07422,7538720,samsungtech15-19,39.0919247,39.26941357,38.55945807,38.73694695,38.37937273
886,11/20/2018,42450,43000,42100,42800,42404.92188,9420664,samsungtech15-19,37.64258595,38.13029908,37.33222305,37.95294885,37.60261288
887,11/21/2018,41800,42300,41800,42100,41711.38281,10769589,samsungtech15-19,37.05314438,37.49636381,37.05314438,37.31907603,36.97459065
888,11/22/2018,42000,42650,42000,42450,42058.15234,5970796,samsungtech15-19,37.19784701,37.77352797,37.19784701,37.59639537,37.24935038
889,11/23/2018,42450,42600,41900,42400,42008.61328,5192638,samsungtech15-19,37.49697701,37.62947516,37.01115045,37.45281096,37.10709084
890,11/26/2018,42150,42800,42100,42600,42206.76953,6613009,samsungtech15-19,37.36370977,37.93989983,37.31938745,37.76261058,37.4140329
891,11/27/2018,42900,43100,42500,43050,42652.61328,8367091,samsungtech15-19,37.99113488,38.16824972,37.63690518,38.12397101,37.77205557
892,11/28/2018,42800,43200,42750,43150,42751.69141,6943099,samsungtech15-19,37.93447645,38.28900427,37.89016047,38.24468829,37.8916596
893,11/29/2018,43850,43850,42900,43150,42751.69141,8473511,samsungtech15-19,39.14484897,39.14484897,38.29678497,38.5199597,38.16439004
894,11/30/2018,43450,44000,41750,41850,41463.69141,19775519,samsungtech15-19,38.73885828,39.22922357,37.22318373,37.31234106,36.96791865
895,12/3/2018,42750,43400,42400,43250,42850.76953,12110702,samsungtech15-19,38.43443559,39.01881883,38.1197677,38.88396116,38.52503255
896,12/4/2018,42650,42900,41900,42150,41760.92188,14347746,samsungtech15-19,38.58671018,38.81289253,37.9081631,38.13434546,37.78233504
897,12/5/2018,40900,41750,40850,41450,41067.38281,12631983,samsungtech15-19,36.72748124,37.4907663,36.68258211,37.22137157,36.87778806
898,12/6/2018,40600,41100,40450,40500,40126.15234,14251826,samsungtech15-19,36.20107931,36.64690541,36.06733148,36.11191409,35.77857201
899,12/7/2018,40900,41400,40850,40950,40572,11433083,samsungtech15-19,36.3716909,36.8163326,36.32722673,36.41615507,36.08000594
900,12/10/2018,40450,40650,40000,40200,39828.92188,14892263,samsungtech15-19,35.89669649,36.07418325,35.49735129,35.67483805,35.34553079
901,12/11/2018,40600,40700,40200,40250,39878.46094,10638766,samsungtech15-19,35.97556398,36.06417375,35.62112493,35.66542981,35.33620993
902,12/12/2018,40250,40700,40150,40450,40076.61328,12024279,samsungtech15-19,35.66057847,36.05926817,35.57198076,35.83777389,35.50696181
903,12/13/2018,40650,40750,40000,40000,39630.76953,26254646,samsungtech15-19,36.15248013,36.24141612,35.5743962,35.5743962,35.24601742
904,12/14/2018,40200,40200,38700,38950,38590.46094,19671783,samsungtech15-19,35.43724662,35.43724662,34.11496129,34.33534218,34.01840003
905,12/17/2018,38650,39600,38650,39150,38788.61328,11532968,samsungtech15-19,34.18548054,35.02574461,34.18548054,34.62772479,34.30808239
906,12/18/2018,38300,39200,38300,38900,38540.92188,11042101,samsungtech15-19,33.92681901,34.72405497,33.92681901,34.45830965,34.14023189
907,12/19/2018,38900,39350,38850,39100,38739.07422,9942037,samsungtech15-19,34.54714998,34.94679567,34.5027449,34.72477029,34.40423154
908,12/20/2018,38600,39100,38500,38650,38293.23047,11937617,samsungtech15-19,34.40585667,34.85152838,34.31672232,34.45042384,34.13241966
909,12/21/2018,38200,38650,38100,38650,38293.23047,14947080,samsungtech15-19,33.99168947,34.39211513,33.90270599,34.39211513,34.07464919
910,12/24/2018,38500,39050,38300,38800,38441.84375,9729530,samsungtech15-19,34.21662343,34.70543234,34.03887474,34.48324647,34.16493744
911,12/26/2018,38400,38750,38300,38350,37996,12707675,samsungtech15-19,34.18612615,34.49771844,34.09709978,34.14161296,33.82645961
912,12/27/2018,38700,38800,38100,38250,38250,10510643,samsungtech15-19,34.4827778,34.57188058,33.94816109,34.08181526,34.08181526
913,12/28/2018,38250,38900,38200,38700,38700,9900267,samsungtech15-19,34.24516356,34.82710752,34.20039864,34.64804784,34.64804784
914,1/2/2019,39400,39400,38550,38750,38750,7847664,samsungtech15-19,35.12200044,35.12200044,34.36429231,34.54257657,34.54257657
915,1/3/2019,38300,38550,37450,37600,37600,12471493,samsungtech15-19,33.97737595,34.19916039,33.22330886,33.35637953,33.35637953
916,1/4/2019,37450,37600,36850,37450,37450,14108958,samsungtech15-19,33.38537522,33.51909501,32.85049604,33.38537522,33.38537522
917,1/7/2019,38000,38900,37800,38750,38750,12748997,samsungtech15-19,33.94684463,34.75084885,33.76817703,34.61684814,34.61684814
918,1/8/2019,38000,39200,37950,38100,38100,12756554,samsungtech15-19,33.73531375,34.80063944,33.69092518,33.82409089,33.82409089
919,1/9/2019,38650,39600,38300,39600,39600,17452708,samsungtech15-19,34.47668125,35.32410292,34.16447327,35.32410292,35.32410292
920,1/10/2019,40000,40150,39600,39800,39800,14731699,samsungtech15-19,35.79407931,35.92830711,35.43613852,35.61510892,35.61510892
921,1/11/2019,40350,40550,39950,40500,40500,11661063,samsungtech15-19,36.09765661,36.27657932,35.73981119,36.23184865,36.23184865
922,1/14/2019,40450,40700,39850,40050,40050,11984996,samsungtech15-19,36.0174675,36.24007237,35.48321582,35.66129972,35.66129972
923,1/15/2019,40050,41100,39850,41100,41100,11492756,samsungtech15-19,35.65381918,36.5885635,35.47577264,36.5885635,36.5885635
924,1/16/2019,41150,41450,40700,41450,41450,8491595,samsungtech15-19,36.66082715,36.92809928,36.25991896,36.92809928,36.92809928
925,1/17/2019,41700,42100,41450,41950,41950,11736903,samsungtech15-19,37.10631852,37.46225443,36.88385858,37.32877846,37.32877846
926,1/18/2019,42000,42400,41950,42300,42300,11029256,samsungtech15-19,37.44996989,37.80663627,37.40538659,37.71746968,37.71746968
927,1/21/2019,42700,42750,41900,42750,42750,11355701,samsungtech15-19,37.74427796,37.788475,37.03712521,37.788475,37.788475
928,1/22/2019,42750,42850,41850,42150,42150,9964356,samsungtech15-19,37.77979716,37.86817096,36.98443301,37.24955439,37.24955439
929,1/23/2019,41350,42250,41350,42000,42000,11071079,samsungtech15-19,36.66345164,37.46144696,36.66345164,37.23978159,37.23978159
930,1/24/2019,43050,43100,42350,43050,43050,14747623,samsungtech15-19,38.10784199,38.15210197,37.48820228,38.10784199,38.10784199
931,1/25/2019,44300,44750,43750,44750,44750,22789395,samsungtech15-19,39.54989889,39.9516473,39.05887306,39.9516473,39.9516473
932,1/28/2019,45000,45500,44600,45050,45050,17998914,samsungtech15-19,40.22877813,40.67576455,39.87118899,40.27347677,40.27347677
933,1/29/2019,45050,45500,44350,45500,45500,16215017,samsungtech15-19,40.28443147,40.68682867,39.65848026,40.68682867,40.68682867
934,1/30/2019,44800,46400,44800,46400,46400,17505980,samsungtech15-19,40.06472715,41.49561026,40.06472715,41.49561026,41.49561026
935,1/31/2019,46650,47050,46150,46150,46150,21621145,samsungtech15-19,41.94768234,42.30736236,41.49808231,41.49808231,41.49808231
936,2/1/2019,46650,46950,46250,46350,46350,13832454,samsungtech15-19,41.76302358,42.03159608,41.40492691,41.49445108,41.49445108
937,2/7/2019,46800,47100,46200,46200,46200,15872001,samsungtech15-19,41.60008148,41.86674867,41.06674711,41.06674711,41.06674711
938,2/8/2019,45700,45700,44650,44800,44800,12689196,samsungtech15-19,40.70082263,40.70082263,39.76568338,39.8992747,39.8992747
939,2/11/2019,44500,45000,44250,45000,45000,11125044,samsungtech15-19,39.54506522,39.9893918,39.32290193,39.9893918,39.9893918
940,2/12/2019,44650,46250,44650,46050,46050,13184367,samsungtech15-19,39.73798287,41.16196434,39.73798287,40.98396666,40.98396666
941,2/13/2019,46400,46700,46000,46200,46200,11299738,samsungtech15-19,41.30330709,41.57035433,40.94724409,41.12527559,41.12527559
942,2/14/2019,46600,47500,46150,47500,47500,17259341,samsungtech15-19,41.33288203,42.13115657,40.93374476,42.13115657,42.13115657
943,2/15/2019,46750,46850,45650,46050,46050,10554643,samsungtech15-19,41.47141777,41.56012668,40.4956197,40.85045536,40.85045536
944,2/18/2019,46500,46850,45850,46200,46200,8183728,samsungtech15-19,41.30383985,41.61472897,40.72647435,41.03736346,41.03736346
945,2/19/2019,45850,46150,45450,45950,45950,6741395,samsungtech15-19,40.66194739,40.92800157,40.30720848,40.75063212,40.75063212
946,2/20/2019,46750,47100,46500,46900,46900,11506720,samsungtech15-19,41.63729809,41.94902118,41.41463874,41.7708937,41.7708937
947,2/21/2019,46500,47200,46200,46950,46950,8694009,samsungtech15-19,41.32411299,41.94619641,41.05750581,41.72402376,41.72402376
948,2/22/2019,46500,47150,46450,47150,47150,6895772,samsungtech15-19,41.36133365,41.93950283,41.3168591,41.93950283,41.93950283
949,2/25/2019,47400,47550,47050,47350,47350,7484716,samsungtech15-19,42.4071258,42.54132557,42.09399302,42.36239255,42.36239255
950,2/26/2019,47350,47450,46500,46750,46750,7985547,samsungtech15-19,42.35774409,42.44720079,41.5973622,41.82100394,41.82100394
951,2/27/2019,47000,47250,46750,46750,46750,8045211,samsungtech15-19,42.02234839,42.24587152,41.79882526,41.79882526,41.79882526
952,2/28/2019,46400,46500,45100,45100,45100,23569321,samsungtech15-19,41.34843529,41.4375483,40.1899662,40.1899662,40.1899662
953,3/4/2019,46000,46100,44800,44850,44850,12926539,samsungtech15-19,40.84829401,40.93709465,39.78268634,39.82708666,39.82708666
954,3/5/2019,44600,45100,44150,44250,44250,10612405,samsungtech15-19,39.5793077,40.02302191,39.17996491,39.26870775,39.26870775
955,3/6/2019,44000,44300,43700,44000,44000,10202544,samsungtech15-19,39.01180346,39.27779303,38.74581389,39.01180346,39.01180346
956,3/7/2019,43400,44950,43400,44450,44450,11049749,samsungtech15-19,38.42134862,39.79353965,38.42134862,39.35089738,39.35089738
957,3/8/2019,44450,44800,43800,43800,43800,7729069,samsungtech15-19,39.1045704,39.4124804,38.53273754,38.53273754,38.53273754
958,3/11/2019,44400,44450,43650,43650,43650,10717408,samsungtech15-19,39.14697949,39.19106392,38.48571294,38.48571294,38.48571294
959,3/12/2019,44300,44950,44150,44650,44650,11431977,samsungtech15-19,39.20954093,39.78485022,39.07677725,39.51932286,39.51932286
960,3/13/2019,44250,44450,43700,43850,43850,8108343,samsungtech15-19,39.10170664,39.27843752,38.61569673,38.74824489,38.74824489
961,3/14/2019,43700,44300,43550,43850,43850,18039161,samsungtech15-19,38.4530858,38.98104579,38.32109581,38.5850758,38.5850758
962,3/15/2019,43800,44250,43700,44200,44200,16814163,samsungtech15-19,38.55450123,38.95060912,38.46647725,38.90659713,38.90659713
963,3/18/2019,43950,44150,43450,43700,43700,8188876,samsungtech15-19,38.82650273,39.00318761,38.38479053,38.60564663,38.60564663
964,3/19/2019,43750,43900,43550,43900,43900,7609563,samsungtech15-19,38.72598683,38.85876164,38.54895375,38.85876164,38.85876164
965,3/20/2019,43800,44200,43100,44050,44050,9846242,samsungtech15-19,38.79256763,39.14683765,38.17259509,39.0139864,39.0139864
966,3/21/2019,44600,46250,44050,45850,45850,21138016,samsungtech15-19,39.51112529,40.97285974,39.02388047,40.61849988,40.61849988
967,3/22/2019,46850,47000,46250,46550,46550,12535911,samsungtech15-19,41.27647118,41.40862637,40.74785042,41.0121608,41.0121608
968,3/25/2019,45300,45650,44800,45500,45500,8699728,samsungtech15-19,39.98398373,40.29291075,39.5426594,40.16051346,40.16051346
969,3/26/2019,45500,45700,44900,45250,45250,9729811,samsungtech15-19,40.10746266,40.2837592,39.57857305,39.88709199,39.88709199
970,3/27/2019,44750,45600,44250,45350,45350,9568081,samsungtech15-19,39.3387783,40.08599532,38.89923888,39.8662256,39.8662256
971,3/28/2019,44950,45200,44300,44850,44850,6821306,samsungtech15-19,39.45888991,39.67834981,38.88829417,39.37110595,39.37110595
972,3/29/2019,44500,44900,44200,44650,44650,11491713,samsungtech15-19,39.16750231,39.51956975,38.90345173,39.2995276,39.2995276
973,4/1/2019,45200,45450,44850,45050,45050,7362129,samsungtech15-19,39.82522506,40.04549732,39.51684389,39.6930617,39.6930617
974,4/2/2019,45550,46100,45350,45750,45750,9480688,samsungtech15-19,40.08328423,40.56727558,39.90728737,40.25928108,40.25928108
975,4/3/2019,46750,46750,45800,46600,46600,12436570,samsungtech15-19,41.21301996,41.21301996,40.37553613,41.08078567,41.08078567
976,4/4/2019,46150,47100,46150,46950,46950,12650168,samsungtech15-19,40.57432978,41.40955433,40.57432978,41.27767677,41.27767677
977,4/5/2019,46950,47550,46600,46850,46850,8546339,samsungtech15-19,41.27840002,41.80591951,40.97068032,41.1904801,41.1904801
978,4/8/2019,47250,47250,46150,46650,46650,8507909,samsungtech15-19,41.25218343,41.25218343,40.29181514,40.72834618,40.72834618
979,4/9/2019,46700,46950,46200,46650,46650,6878761,samsungtech15-19,40.98461431,41.20401802,40.54580687,40.94073356,40.94073356
980,4/10/2019,46400,46700,46050,46700,46700,11883995,samsungtech15-19,40.78791043,41.05162537,40.48024301,41.05162537,41.05162537
981,4/11/2019,46700,46800,46150,46250,46250,13697399,samsungtech15-19,40.93067843,41.01832442,40.44862547,40.53627147,40.53627147
982,4/12/2019,46050,46900,46000,46850,46850,7668936,samsungtech15-19,40.63383087,41.38385814,40.58971161,41.33973889,41.33973889
983,4/15/2019,47150,47500,47000,47050,47050,8733019,samsungtech15-19,41.62794119,41.9369503,41.49550871,41.53965287,41.53965287
984,4/16/2019,47400,47400,46800,47250,47250,7730881,samsungtech15-19,41.76040587,41.76040587,41.23179314,41.62825269,41.62825269
985,4/17/2019,47300,47600,47000,47050,47050,5513658,samsungtech15-19,41.73953071,42.00426346,41.47479795,41.51892008,41.51892008
986,4/18/2019,47200,47250,45500,45600,45600,12808747,samsungtech15-19,41.51843309,41.56241448,40.0230658,40.11102858,40.11102858
987,4/19/2019,45750,46000,45250,45300,45300,8479710,samsungtech15-19,40.20600979,40.42571476,39.76659984,39.81054084,39.81054084
988,4/22/2019,45400,45900,45100,45350,45350,6006957,samsungtech15-19,39.78874655,40.22694861,39.52582532,39.74492635,39.74492635
989,4/23/2019,45050,45500,45000,45200,45200,6920566,samsungtech15-19,39.44584819,39.83986887,39.40206812,39.57718842,39.57718842
990,4/24/2019,45400,45650,44150,44750,44750,13299267,samsungtech15-19,39.44169644,39.6588864,38.35574665,38.87700255,38.87700255
991,4/25/2019,44250,45000,44100,44650,44650,10868965,samsungtech15-19,38.04329595,38.68809758,37.91433562,38.38719015,38.38719015
992,4/26/2019,44200,45000,43800,44850,44850,9739982,samsungtech15-19,38.07302354,38.76212803,37.72847129,38.63292094,38.63292094
