date,volume,Open_USD,High_USD,Low_USD,Close_USD,Adj_Close_USD
9/4/2015,9107550,26.94897864,27.29729877,26.94897864,27.18730294,0.263653782
10/4/2015,9960100,27.02017411,27.27577035,26.98366036,27.20274285,0.263803505
13/4/2015,10293300,26.83126966,27.04896759,26.63171323,26.83126966,0.260201055
14/4/2015,9429750,27.11902087,27.11902087,26.75378153,26.91813923,0.261043498
15/4/2015,13551050,26.64137991,26.82385511,26.03921173,26.38591462,0.255882215
16/4/2015,10762350,26.89338806,27.16931201,26.61746411,27.16931201,0.263479307
17/4/2015,10172300,27.37064715,27.3891784,26.81470984,26.87030357,0.260579612
20/4/2015,12394900,26.72778798,26.76475587,26.30265719,26.43204482,0.256329531
21/4/2015,11852650,26.24169414,26.68490361,26.22322708,26.66643655,0.258602598
22/4/2015,12655550,26.79649344,27.33465016,26.64803641,27.11196462,0.262923186
23/4/2015,9245150,27.12281183,27.12281183,26.56928505,26.77224487,0.259628685
24/4/2015,19089900,26.87683318,26.98812441,25.96795476,26.15344015,0.253627724
27/4/2015,16517150,26.25478759,26.27340801,25.60307301,25.97548134,0.251901939
28/4/2015,15697300,26.02602855,26.21326616,25.44559194,25.57665827,0.248034271
29/4/2015,10895650,25.50966637,26.01351493,25.45368319,25.84556541,0.250642019
30/4/2015,18352850,25.8345669,26.45011975,25.72264819,26.30089482,0.255057692
4/5/2015,8283700,26.00666954,26.30240992,25.8218318,25.87728312,0.250949605
6/5/2015,13270500,25.67722727,25.69570009,25.0491512,25.15998816,0.243993534
7/5/2015,10257400,24.95467695,25.19286403,24.80810029,25.10125362,0.243423952
8/5/2015,9488100,24.98270039,25.05585618,24.4706099,24.4706099,0.237308145
11/5/2015,9640450,24.84851268,24.84851268,24.41000951,24.41000951,0.236720489
12/5/2015,10633200,24.55464772,24.70069766,24.1712666,24.2990603,0.235644521
13/5/2015,9877250,24.63264363,24.63264363,24.21266527,24.34048477,0.236046244
14/5/2015,8488500,24.5918915,24.62856845,24.35349136,24.57355303,0.238306456
15/5/2015,8922350,24.86786339,24.88621606,24.24387272,24.33563606,0.235999231
18/5/2015,9626850,24.58375507,24.58375507,24.10497033,24.30753311,0.235726692
19/5/2015,8680900,24.22521303,24.84872344,23.96847346,24.53696824,0.237951667
20/5/2015,10291450,24.62250277,25.00580341,24.47648348,24.93279376,0.241790279
21/5/2015,7210600,25.06028585,25.07856469,24.56675724,24.71298794,0.239658662
22/5/2015,8195800,24.79972417,24.79972417,24.46979436,24.74473587,0.239966541
26/5/2015,10034150,24.7301884,24.78450067,24.18706567,24.65777203,0.239123202
27/5/2015,17265450,24.51818906,24.62635754,23.67086929,23.68889737,0.229727397
28/5/2015,15048150,23.75243234,23.82457337,23.46386824,23.60815029,0.228944321
29/5/2015,17380750,23.73233031,23.75030935,23.31881243,23.49860281,0.227881976
1/6/2015,10921950,23.37827512,23.39625841,23.16247566,23.21642553,0.225145485
2/6/2015,8757550,23.33553055,23.38938177,23.12012565,23.38938177,0.226822755
3/6/2015,11769400,23.52380659,23.75850305,22.83777079,22.98219938,0.222874021
4/6/2015,19411950,23.67987621,24.14807148,23.4998011,24.07604143,0.233481788
5/6/2015,9828150,23.78710772,24.32568374,23.69734505,24.07434826,0.23346537
8/6/2015,10118950,23.98072008,24.01637915,23.41017507,23.4280046,0.227197342
9/6/2015,13735250,23.23656529,23.4153081,22.6645883,22.91482823,0.222220711
10/6/2015,12501700,23.04331155,23.25900558,22.68382151,22.68382151,0.21998048
11/6/2015,15314050,22.65720515,22.85453631,22.47781318,22.54956997,0.218678534
12/6/2015,11741500,22.91552402,23.07690095,22.66449324,22.89759325,0.222053581
15/6/2015,8067800,22.46284803,22.80292302,22.46284803,22.73132828,0.220441191
16/6/2015,12767600,22.67911309,22.75054337,22.23267386,22.41124955,0.217337172
17/6/2015,9452300,22.31980306,22.60549654,22.14124464,22.39122643,0.217142926
18/6/2015,8247600,22.82213921,23.18468312,22.67712165,22.93090239,0.222376594
19/6/2015,7094750,22.89146643,23.10844715,22.78297607,22.89146643,0.221994157
22/6/2015,6370900,23.45261885,23.54345006,23.18012522,23.27095643,0.225674301
23/6/2015,10159000,23.67494411,24.01858348,23.34939102,23.8919795,0.231696774
24/6/2015,10198000,23.42950366,23.62775331,23.26729941,23.46554905,0.2275614
25/6/2015,10695800,23.2161051,23.45006585,22.8381685,22.8381685,0.221477252
26/6/2015,10347500,22.28846316,22.96495006,22.28846316,22.75132262,0.220635055
29/6/2015,11519950,22.61023142,22.8953092,22.37860572,22.82403975,0.230352495
30/6/2015,9870350,22.820277,22.98123507,22.6414347,22.67720316,0.22887052
1/7/2015,8324900,22.57621083,23.18156664,22.41596959,23.05693456,0.232702984
2/7/2015,8223000,22.8595597,23.17952244,22.841784,23.0906439,0.233043224
3/7/2015,7130200,22.90734274,23.0319359,22.55136228,22.5691613,0.227780103
6/7/2015,10099950,22.21188293,22.33597166,21.68007408,21.80416281,0.220059363
7/7/2015,12478250,21.53682919,22.22530159,21.53682919,21.88989196,0.220924535
8/7/2015,11780950,21.88054326,22.07464486,21.73937847,21.86289766,0.220652114
9/7/2015,14030500,21.76663545,22.38601125,21.69584964,22.38601125,0.225931661
10/7/2015,9573400,22.31000968,22.46974722,22.15027214,22.34550691,0.225522868
13/7/2015,7672050,22.05653372,22.44472871,21.96830758,22.33885735,0.225455779
14/7/2015,19989700,22.16133182,22.24892602,21.39050289,21.46057824,0.216591729
15/7/2015,8370650,21.42407225,21.65142975,21.40658321,21.59896264,0.217988326
16/7/2015,11173450,21.2945283,22.4088781,21.2945283,22.32181952,0.225283785
17/7/2015,14861650,22.66689084,22.85868761,22.28329731,22.75407119,0.229646338
20/7/2015,6446400,22.3356615,22.56057521,22.02424252,22.05884463,0.222629721
21/7/2015,9702750,22.11630858,22.15100083,21.6306171,21.90815509,0.221108879
22/7/2015,13416150,21.56992127,21.84734791,21.41386879,21.72597376,0.219270219
23/7/2015,10448250,21.46819801,21.62351455,21.29562407,21.29562407,0.214926916
24/7/2015,9829200,20.90075757,21.08813192,20.84965547,20.93482563,0.211285537
27/7/2015,12152000,21.01497924,21.32276576,20.99787999,21.03207849,0.212267072
28/7/2015,13381350,21.02240951,21.48613913,20.93653365,21.12546054,0.213209534
29/7/2015,13734450,21.59138067,22.02320829,21.26319169,21.81593103,0.220178104
30/7/2015,15419600,21.44612943,21.48022502,20.71307413,20.71307413,0.2090475
31/7/2015,19579450,20.7855151,20.81958972,20.01883627,20.18920934,0.203760332
3/8/2015,9844550,20.22821751,20.22821751,19.92069393,20.07445572,0.202602176
4/8/2015,12844350,20.22823546,20.43482169,20.14215786,20.3487441,0.205370449
5/8/2015,12802500,20.20625491,20.20625491,19.79597562,19.81307059,0.199964161
6/8/2015,20199050,19.79215535,19.80929142,19.10671274,19.10671274,0.192835199
7/8/2015,13787100,19.26020464,19.55254703,19.17422159,19.53535042,0.19716125
10/8/2015,5722500,19.59767546,19.63205734,19.42576602,19.6148664,0.197963789
11/8/2015,11664300,19.50982061,19.98442962,19.45896964,19.61152254,0.197930042
12/8/2015,11154000,19.58018209,19.81854953,19.40991964,19.64828707,0.198301057
13/8/2015,7520550,19.56807828,19.56807828,19.31350658,19.34744947,0.195264853
14/8/2015,0,19.37197098,19.37197098,19.37197098,19.37197098,0.195512338
17/8/2015,11360850,19.23041853,19.24728732,18.62314215,18.62314215,0.187954763
18/8/2015,11583600,18.90771748,19.29669557,18.89080539,19.12757466,0.193045777
19/8/2015,20070750,19.72345296,19.84155747,19.25103493,19.47037187,0.196505441
20/8/2015,10805950,19.5205046,19.65478151,18.96661238,19.1176739,0.192945829
21/8/2015,20442550,18.41611248,18.90206995,18.36584101,18.44962679,0.186203559
24/8/2015,22429600,18.00789779,18.45478496,17.09757207,17.8589354,0.180241994
25/8/2015,19625950,18.29835145,18.77319282,18.094848,18.29835145,0.184676817
26/8/2015,27947600,17.99291651,18.09400031,17.68966511,17.97606921,0.181424157
27/8/2015,24769400,18.34782962,18.41565893,18.02564037,18.09346969,0.182609026
28/8/2015,23111150,18.44039783,18.44039783,18.21965642,18.35549729,0.185253538
31/8/2015,20415450,18.1034319,18.40769126,17.78226925,18.40769126,0.185780321
1/9/2015,12018600,18.51863668,18.67168326,18.38259527,18.45061598,0.186213541
2/9/2015,15634150,18.05515622,18.49429004,17.98759717,18.40984123,0.18580204
3/9/2015,15200350,18.49638349,18.88242416,18.3453241,18.83207103,0.190063375
4/9/2015,12570650,18.87839387,19.24855846,18.81109122,18.99617351,0.191719593
7/9/2015,9590250,18.78674878,18.78674878,18.38738476,18.50386594,0.186750964
8/9/2015,9116500,18.62466887,19.00954523,18.50753259,18.92587645,0.19101013
9/9/2015,12968800,19.26153591,19.27834353,19.09345968,19.27834353,0.194567394
10/9/2015,18128400,19.04762264,19.19932936,18.845347,19.11504785,0.192919344
11/9/2015,10208350,19.03284155,19.15116295,18.84690793,18.84690793,0.19021311
14/9/2015,8353650,18.95789663,19.0256034,18.78862969,19.0256034,0.192016608
15/9/2015,11647800,18.88446621,19.12179343,18.86751426,19.03703371,0.192131976
16/9/2015,17188150,19.08388877,19.69675228,19.08388877,19.61163235,0.197931143
17/9/2015,13698000,19.82962265,19.89841579,19.67483808,19.89841579,0.200825523
18/9/2015,21813500,19.67607976,20.48374417,19.50423627,20.44937547,0.206386115
21/9/2015,10267950,19.74220271,19.91195509,19.5215246,19.5215246,0.19702174
22/9/2015,12533750,19.28701736,19.40513557,19.06765496,19.32076542,0.194995563
23/9/2015,9882450,19.20676986,19.20676986,18.88777631,18.98851111,0.191642273
24/9/2015,6636050,18.83186312,18.98238423,18.81513855,18.83186312,0.190061278
25/9/2015,10458000,18.82422452,18.90826124,18.63934374,18.68976577,0.188627165
30/9/2015,22946800,18.55541419,19.12894517,18.3867286,19.12894517,0.193059603
1/10/2015,12052050,19.34693691,19.4317919,19.02448796,19.24511093,0.19423201
2/10/2015,13715100,18.819162,19.17455985,18.819162,18.93762795,0.191128731
5/10/2015,12096750,19.27116166,19.47782291,19.20227457,19.20227457,0.193799661
6/10/2015,19149350,19.34419779,19.77216676,19.29284151,19.70369173,0.198860249
7/10/2015,39975100,20.76873764,21.70489109,20.56070354,21.68755492,0.218882449
8/10/2015,28533850,21.55129492,22.05128496,21.55129492,21.89611563,0.220987404
12/10/2015,18948700,22.07533044,22.12789075,21.84756909,22.07533044,0.222796096
13/10/2015,9900000,21.89764159,22.10619055,21.68909262,21.75860894,0.219599624
14/10/2015,8752550,21.75724239,21.96644664,21.56547182,21.86184452,0.220641507
15/10/2015,12425150,22.18446788,22.86212848,22.16663471,22.63029722,0.22839714
16/10/2015,7198400,22.36986301,22.44059776,22.2637609,22.36986301,0.225768684
19/10/2015,5853500,22.24881264,22.39041208,22.10721319,22.23111271,0.22436832
20/10/2015,7517350,22.32205806,22.552365,22.25119438,22.42835357,0.226359023
21/10/2015,6978350,22.22227208,22.52091131,22.11687,22.31010714,0.225165629
22/10/2015,11533650,22.53918891,22.80332003,22.34549275,22.53918891,0.227477607
23/10/2015,13153550,23.06708396,23.06708396,22.67671792,22.87190094,0.230835537
26/10/2015,7608250,22.91567606,22.91567606,22.45665635,22.80974843,0.230208241
27/10/2015,6612050,22.55408131,22.85316039,22.53648842,22.8355675,0.230468835
28/10/2015,13565150,22.86259165,23.10994581,22.80958719,23.10994581,0.233238023
29/10/2015,31523550,23.22633732,24.30906883,23.12155685,23.13902026,0.233531453
30/10/2015,25469250,23.63333546,24.42404185,23.56305045,24.10775929,0.243308447
2/11/2015,19327300,24.35688894,24.49757855,24.16344072,24.32171654,0.245467854
3/11/2015,15092000,24.34038973,24.34038973,23.79400878,23.82925917,0.240497725
4/11/2015,14053500,23.90550417,24.06463845,23.44578294,23.51650928,0.237341296
5/11/2015,8652100,23.33337095,23.75442426,23.33337095,23.5438976,0.237617662
6/11/2015,8216100,23.47093069,23.55831316,23.24373628,23.38354822,0.235999355
9/11/2015,9283050,23.04566204,23.14900582,22.75285468,23.14900582,0.233632189
10/11/2015,9877550,23.04219764,23.12843341,22.66276025,22.78349033,0.229943279
11/11/2015,7022450,22.85946177,23.27477372,22.85946177,23.06711775,0.232805723
12/11/2015,7870850,22.95224702,22.96946551,22.67675119,22.67675119,0.228865958
13/11/2015,8883850,22.55433349,22.55433349,22.26319934,22.26319934,0.224692201
16/11/2015,13785250,22.01592424,22.01592424,21.53842936,21.53842936,0.217377408
17/11/2015,9309200,21.81794125,22.07462292,21.7323807,21.7323807,0.219334903
18/11/2015,8386750,21.74397307,22.05167081,21.74397307,21.89782194,0.221004606
