date,volume,Open_USD,High_USD,Low_USD,Close_USD,Adj_Close_USD
19/11/2015,9642500,22.2082736,22.2082736,21.88117499,22.19105788,0.223964102
20/11/2015,8436000,22.32041864,22.44163116,22.12994184,22.25115435,0.224570628
23/11/2015,9941000,22.17632019,22.46970341,22.10728884,22.12454668,0.223292802
24/11/2015,7978000,22.21232411,22.61082914,22.21232411,22.50687131,0.227151476
25/11/2015,7131350,22.71148959,22.88619335,22.69401921,22.69401921,0.229040274
26/11/2015,9290000,22.61112925,23.32479845,22.61112925,23.23776562,0.234528006
27/11/2015,8492700,23.29442771,23.36370482,22.98268072,22.98268072,0.231953577
30/11/2015,26700300,22.89995181,22.89995181,22.19134952,22.19134952,0.223967052
1/12/2015,12605650,22.32123678,22.80423108,22.217738,22.78698129,0.229978512
2/12/2015,11481400,22.70268187,22.71986785,22.23866036,22.34177625,0.225485241
3/12/2015,8334750,22.28430788,22.3187238,22.12943624,22.19826808,0.224036865
4/12/2015,9635550,21.91935598,22.00531424,21.78182277,21.81620607,0.220180894
7/12/2015,9805350,21.70351424,21.80613133,21.5837943,21.5837943,0.217835262
8/12/2015,6916100,21.3271744,21.49616945,21.3271744,21.3271744,0.215245316
9/12/2015,9090600,21.35473105,21.57470847,21.35473105,21.37165239,0.215694205
10/12/2015,15193350,21.47169656,21.98171311,21.47169656,21.81170759,0.220135482
11/12/2015,10336450,21.59816439,21.80017372,21.41298917,21.6149985,0.218150207
14/12/2015,11140050,21.43196854,21.43196854,21.12892421,21.22993899,0.214263957
15/12/2015,8774700,21.44697216,21.77012241,21.42996425,21.71909869,0.219200835
16/12/2015,10398100,21.74536258,22.2898474,21.74536258,22.10268075,0.223072167
17/12/2015,8733850,21.93745927,22.05549325,21.49904732,21.75197729,0.219532659
18/12/2015,8418450,21.41535433,21.80472441,21.3984252,21.63543307,0.21835643
21/12/2015,8023300,21.70518339,21.82406937,21.41646029,21.73915081,0.219403193
22/12/2015,10309600,21.84767397,22.05249591,21.62578353,22.05249591,0.222565641
23/12/2015,10357400,22.00469942,22.12391993,21.83438441,22.05579392,0.222598934
24/12/2015,7807550,22.16095826,22.24652181,21.98983117,21.98983117,0.221933214
28/12/2015,11361500,21.995378,22.0638461,21.67015451,21.67015451,0.21870687
29/12/2015,11647200,21.61067565,21.62775919,21.20067074,21.42275673,1.029029376
30/12/2015,10197900,21.43036605,21.63446478,21.32831669,21.43036605,1.029394808
4/1/2016,15346950,21.16002373,21.16002373,20.2363719,20.2363719,0.972042075
5/1/2016,10800100,20.22942789,20.4987048,19.96015098,20.33040673,0.976558995
6/1/2016,18337600,20.13083463,20.13083463,19.4642507,19.58090289,0.94055688
7/1/2016,14119400,19.39303527,19.67578106,19.14355368,19.34313895,0.929136181
8/1/2016,12888150,19.36164411,19.74454851,19.36164411,19.49482825,0.93642242
11/1/2016,12063850,19.22899047,19.39533121,19.06264972,19.16245417,0.920457047
12/1/2016,10314150,19.00834766,19.30638795,18.94211648,18.97523207,0.91146402
13/1/2016,7165800,19.16852088,19.26827034,19.08539633,19.08539633,0.916755501
14/1/2016,10451100,18.65575838,18.83720254,18.65575838,18.77122285,0.901664524
15/1/2016,10473200,18.72421499,18.92131199,18.46141899,18.59281699,0.893094778
18/1/2016,16010700,17.99018703,18.73426646,17.99018703,18.61852077,0.894329518
19/1/2016,10362100,18.76072814,19.47589774,18.76072814,19.47589774,0.935513104
20/1/2016,8352600,19.07651946,19.07651946,18.61605175,18.7147234,0.898950607
21/1/2016,9517600,18.67644593,19.03909537,18.54457341,18.6434778,0.895528437
22/1/2016,7376400,19.14429585,19.52885375,19.14429585,19.52885375,0.938056903
25/1/2016,7995650,19.59781373,19.66470047,19.33026679,19.43059689,0.933337167
26/1/2016,7619950,19.20009664,19.23334356,18.88425089,18.90087435,0.907892252
27/1/2016,13811850,18.73254389,19.54772564,18.73254389,19.54772564,0.938963231
28/1/2016,15795600,19.28209912,19.34836063,18.86796469,18.96735695,0.911085638
29/1/2016,21849150,18.88184438,19.04747459,18.48433187,19.04747459,0.914934164
1/2/2016,12998950,19.1362652,19.31898995,19.11965385,19.31898995,0.927976198
2/2/2016,8317400,19.17004491,19.25260325,18.93888158,19.08748658,0.916856041
3/2/2016,8725350,18.90853993,18.94142435,18.69479122,18.8427711,0.905101336
4/2/2016,12397950,19.28094258,19.46536899,19.24741051,19.38153881,0.930980665
5/2/2016,9404700,19.41616175,19.63450959,19.41616175,19.55052965,0.939097973
11/2/2016,15263100,18.61706302,18.93345318,18.61706302,18.81688839,0.903858006
12/2/2016,12811600,18.7366726,19.08487625,18.60402359,18.7366726,0.900004888
15/2/2016,9157300,19.08326739,19.18248715,18.91790112,19.08326739,0.916653265
16/2/2016,9020050,19.03323471,19.378397,19.01679841,19.1975977,0.922145215
17/2/2016,12303100,19.19158042,19.54969304,19.02880196,19.2892475,0.926547433
18/2/2016,11124050,19.57723095,19.57723095,19.17038908,19.31685215,0.927873414
19/2/2016,8842600,19.24607033,19.37578268,19.03528776,19.29471246,0.92681006
22/2/2016,8744950,19.4213101,19.45395096,19.02961982,19.17650367,0.921131807
23/2/2016,7383700,19.16770056,19.33027648,19.07015501,19.20021574,0.922270928
24/2/2016,7024200,19.0288442,19.04499772,18.7542344,18.93192309,0.90938371
25/2/2016,6681750,18.91163499,19.1536781,18.91163499,19.02458844,0.913834766
26/2/2016,8867200,19.09387359,19.20714233,18.9644236,18.9644236,0.910944853
29/2/2016,14434000,19.05242442,19.29482168,19.00394497,19.0362646,0.914395521
2/3/2016,11818600,19.52678953,19.6406958,19.46170023,19.47797255,0.93561278
3/3/2016,10949550,19.99518074,20.11056925,19.81385594,20.11056925,0.965999185
4/3/2016,10074500,20.281259,20.41425086,19.98202731,20.19813908,0.970205628
7/3/2016,6568800,20.26195801,20.4446478,20.1789172,20.3117825,0.975664457
8/3/2016,10810100,20.28355253,20.30013761,19.66990458,19.76941506,0.949612025
9/3/2016,9169000,19.60834819,19.78990697,19.42678941,19.70738025,0.946632228
10/3/2016,14177000,20.13256069,20.59920945,20.0158985,20.41588315,0.980664879
11/3/2016,13361250,20.58542757,21.05595163,20.4341877,20.98873391,1.008181428
14/3/2016,10857700,21.36501892,21.46619502,21.06149063,21.16266673,1.016536214
15/3/2016,8640400,21.01566928,21.16637926,20.8649593,20.98217817,1.007866443
16/3/2016,7342800,21.02359188,21.14076158,20.9733763,21.02359188,1.009855637
17/3/2016,12343450,21.79748638,22.33165404,21.65963667,21.76302396,1.045373845
18/3/2016,11265700,22.07250844,22.07250844,21.81344144,21.98615277,1.056091751
21/3/2016,9058500,21.95520661,22.04137304,21.67947403,21.8345736,1.048810814
22/3/2016,10143600,21.82036635,22.02703122,21.73425598,21.85481049,1.049782784
23/3/2016,9870900,21.7995033,21.97128819,21.67925387,21.97128819,1.055377662
24/3/2016,10939750,21.91039233,22.09883199,21.68769093,21.96178497,1.054921298
25/3/2016,7172300,21.979624,22.09954401,21.89396686,22.06528115,1.059892703
28/3/2016,6060900,22.06740809,22.27300506,22.06740809,22.17020657,1.06493276
29/3/2016,8622700,22.17091691,22.27371869,22.01671424,22.10238239,1.061674848
30/3/2016,13380250,22.93388577,23.12646038,22.7938315,22.8988722,1.099933632
31/3/2016,19130750,22.96554121,23.10621834,22.82486408,23.07104905,1.108204063
1/4/2016,13557800,22.57241788,22.74618553,22.08586846,22.22488258,1.067558916
4/4/2016,9402300,22.25214992,22.70450011,22.25214992,22.70450011,1.090597178
5/4/2016,11815950,22.42039069,22.42039069,21.74726117,21.74726117,1.044616676
6/4/2016,9211700,21.82331551,22.2016551,21.80611825,22.09847157,1.061486972
7/4/2016,12939750,22.41590168,22.41590168,21.69169562,21.88136864,1.051058489
8/4/2016,12593400,22.00750441,22.00750441,21.50457483,21.60862923,1.037957509
11/4/2016,6034650,21.72429681,22.16017757,21.72429681,22.07300142,1.060263547
12/4/2016,6702700,22.21681199,22.40924107,22.14683777,22.30427975,1.071372799
14/4/2016,16766350,22.52947564,22.56413637,22.33884161,22.52947564,1.082189958
15/4/2016,6829950,22.80986472,22.82729014,22.47878189,22.65303601,1.088125107
18/4/2016,6423700,22.53161693,22.70560625,22.47942014,22.60121266,1.085635799
19/4/2016,7238300,22.98296693,23.01848929,22.78759395,22.87639985,1.098854309
20/4/2016,8598600,22.70416174,23.02294092,22.70416174,23.00523097,1.105042578
21/4/2016,7254450,22.95080693,22.96846139,22.73895333,22.84488013,1.097340305
22/4/2016,5741500,22.64130619,22.64130619,22.34385472,22.39634615,1.075795177
25/4/2016,4597850,22.4153129,22.4153129,22.17109938,22.34553761,1.073354731
26/4/2016,8345050,22.3283018,22.67582401,22.29354958,22.51943901,1.081707837
27/4/2016,8297300,22.50980277,22.61417589,22.37063862,22.61417589,1.086258485
28/4/2016,14653450,22.79420165,22.79420165,22.1103756,22.1805116,1.065427624
29/4/2016,16253900,22.07829247,22.20094965,21.76288829,21.81545566,1.047892501
2/5/2016,7027600,21.9165363,22.18016745,21.88138548,21.96926253,1.055280438
3/5/2016,7903300,22.1460593,22.19849669,21.95378886,22.04118451,1.058735112
4/5/2016,14702750,21.87268896,22.18220814,21.70073385,22.18220814,1.065509231
9/5/2016,13718100,21.98293653,22.15334689,21.89773135,22.13630586,1.063304277
10/5/2016,8559550,22.13668267,22.153724,21.94922808,22.08555869,1.060866654
11/5/2016,8834400,22.18813767,22.2394991,22.03405338,22.11965576,1.062504468
12/5/2016,7615100,22.10111072,22.10111072,21.81030663,21.91294337,1.052575321
13/5/2016,12284900,21.84488508,21.84488508,21.33329526,21.36740125,1.026370404
16/5/2016,11720150,21.24256606,21.41209971,21.14084587,21.15779924,1.016302377
17/5/2016,9183550,21.2309178,21.50289113,21.2309178,21.4858928,1.032062124
18/5/2016,9169600,21.27366952,21.39148257,21.12219561,21.34099126,1.025101677
19/5/2016,10012450,21.29403225,21.44517285,21.26044544,21.32761905,1.024459565
20/5/2016,7960550,21.39326737,21.56171829,21.37642228,21.37642228,1.026803691
23/5/2016,8112550,21.40479628,21.69154296,21.40479628,21.69154296,1.041940401
24/5/2016,10434600,21.60811242,21.65852015,21.30566605,21.35607378,1.025826375
25/5/2016,11862750,21.7138662,21.96773057,21.56154757,21.9169577,1.052768001
26/5/2016,12653650,22.01618066,22.0839749,21.94838641,21.96533497,1.055091779
27/5/2016,13744550,22.04801895,22.06497897,21.59009856,21.74273869,1.04439954
30/5/2016,10315350,21.78108232,21.78108232,21.39483337,21.49559397,1.032528081
31/5/2016,62527700,21.53233141,21.86877408,21.3304658,21.73419701,1.043989187
1/6/2016,23504000,21.78524254,22.50694164,21.73489144,22.37267204,1.074657829
2/6/2016,23806950,22.72358672,23.09389702,22.65625757,22.97607101,1.103642087
3/6/2016,17066200,23.11080527,23.26262808,23.00959007,23.22888968,1.115785723
7/6/2016,23142150,23.98195901,24.25880703,23.87814101,24.18959502,1.161932829
8/6/2016,18808100,24.62349891,24.62349891,24.10291754,24.39791365,1.171939221
9/6/2016,25768750,24.26162727,24.6407152,24.22716473,24.6407152,1.183602053
10/6/2016,14484050,24.46076557,24.47794308,24.11721549,24.1515705,1.160106275
13/6/2016,15248300,23.7861352,23.7861352,23.20681672,23.36016573,1.122091669
14/6/2016,12273050,23.24237687,23.49666984,23.20847115,23.39495265,1.123762678
15/6/2016,15334450,23.63617713,24.16521792,23.60204547,24.11402042,1.158302819
16/6/2016,14621550,23.99906064,24.06699853,23.69334012,23.93112275,1.149517212
17/6/2016,16419700,24.07510127,24.50196477,24.07510127,24.34829391,1.169555856
20/6/2016,13515800,24.64510741,25.00778944,24.62783683,24.7141897,1.187131466
21/6/2016,10020550,24.84820061,25.14318623,24.74408803,25.12583413,1.206904216
22/6/2016,8948250,25.14637259,25.21593379,24.8855181,25.12898229,1.207055634
23/6/2016,11256300,25.21440278,25.23186428,24.91755732,24.96994182,1.199416257
24/6/2016,20552600,24.65956249,24.65956249,23.20899999,23.89161764,1.147619567
27/6/2016,11839000,23.63509375,23.7195048,23.3818606,23.60132933,1.133675835
28/6/2016,10718950,23.78548745,24.02505351,23.59725697,23.9394942,1.149919284
29/6/2016,10527050,24.33810544,24.40724779,24.04425048,24.13067841,1.202064292
30/6/2016,13671700,24.45343846,25.09603592,24.26239597,24.74868594,1.232850417
1/7/2016,14393600,24.91008497,25.81781056,24.91008497,25.59087916,1.274803791
4/7/2016,7995000,25.50148495,25.67567542,25.27503734,25.53632305,1.27208609
5/7/2016,7870350,25.33574596,25.49128601,25.26661705,25.38759264,1.264677123
6/7/2016,16749150,24.84965169,24.9355178,24.24858894,24.40314793,1.215637372
7/7/2016,11495200,24.58896012,25.09077563,24.50244021,25.09077563,1.249891293
8/7/2016,13498150,25.06265077,25.49476544,25.04536618,25.23549664,1.257100483
11/7/2016,14056800,25.42842731,26.12509655,25.42842731,25.93351251,1.291871993
12/7/2016,11024700,26.15733187,26.26203099,25.47678754,25.54658696,1.272597736
13/7/2016,10009900,26.17568546,26.17568546,25.59828063,25.91322872,1.290861583
14/7/2016,12430250,26.18105288,26.51693405,26.0926631,26.51693405,1.320935092
15/7/2016,11623150,26.49397648,26.8825548,26.24669936,26.8119042,1.335628991
18/7/2016,11567200,26.68329198,26.94696088,26.36688931,26.94696088,1.342356724
19/7/2016,10122250,26.81533079,27.02592239,26.71003499,26.90307729,1.340170673
20/7/2016,7773150,26.86097561,27.01867214,26.70327908,26.98362847,1.344183465
21/7/2016,8544700,27.06345028,27.18646596,27.01072927,27.11617129,1.350786168
22/7/2016,8585150,26.51409298,26.90141705,26.51409298,26.69014938,1.329563727
25/7/2016,7732500,26.34710427,26.7510932,26.25928058,26.38223374,1.314225101
26/7/2016,7228500,26.40927939,26.95507116,26.37406702,26.93746498,1.341883683
27/7/2016,6335050,26.64976226,26.94939583,26.64976226,26.91414482,1.340721991
28/7/2016,9503700,27.17611516,27.22929738,26.55565591,26.71520257,1.33081184
29/7/2016,14985600,27.09553026,27.75509251,26.9350962,27.43422439,1.366629763
1/8/2016,11515400,28.33873856,28.53741678,28.17618366,28.32067691,1.410788204
2/8/2016,8315800,28.32984778,28.32984778,27.93236267,27.96849768,1.393244371
3/8/2016,7504900,27.71045439,27.71045439,27.15552927,27.15552927,1.352746668
4/8/2016,7009950,27.24189777,27.49297517,27.20602957,27.20602957,1.355262329
5/8/2016,6958850,27.56259281,28.19352201,27.49048662,28.13944237,1.401760109
8/8/2016,11125150,28.24552539,28.40785599,28.06515805,28.29963559,1.409740074
9/8/2016,9023200,28.47610276,28.56656051,28.16854637,28.34946189,1.412222305
10/8/2016,12340350,28.647157,28.70200159,28.04386652,28.17183723,1.403373748
11/8/2016,10533600,28.01498488,28.34222027,27.74228873,28.34222027,1.411861368
12/8/2016,10474850,28.18905031,28.38794675,27.91782789,27.93590938,1.391621208
16/8/2016,10843100,28.3197556,28.88798371,28.3197556,28.7413442,1.431743651
17/8/2016,7446450,28.24062253,28.25862165,27.91663833,28.18662516,1.40411059
18/8/2016,18327050,28.22437414,29.61127702,28.20636241,29.53923011,1.471490159
19/8/2016,16805150,29.23529606,29.89567821,29.19959973,29.89567821,1.489246447
22/8/2016,12612200,29.79947726,30.11990175,29.53245686,29.63926502,1.476473339
