,User,Date,Tweets
0,BBCTech,24-10-19 12:44,RBS pulls Samsung Galaxy S10 app over security flaw 
1,BBCTech,17-10-19 8:55,Any fingerprint unlocks Galaxy S10 Samsung warns 
2,BBCTech,05-09-19 13:03,Samsung Galaxy Fold UK launch date revealed 
3,BBCTech,07-08-19 20:03,Galaxy Note 10 Samsung hopes to strike the right Note 
4,BBCTech,25-07-19 14:34,RT  Samsung says the Galaxy Fold will go on sale in September after faulty screens delayed the launch 
5,BBCTech,04-07-19 10:44,Samsung sued over waterresistant phone claims 
6,BBCTech,17-06-19 14:57,Samsung TVs should be regularly viruschecked the company says 
7,BBCTech,30-04-19 12:08,Samsung unveils TV that can switch to vertical mode 
8,BBCTech,22-04-19 11:09,Samsung Galaxy Fold launch events delayed in China 
9,BBCTech,17-04-19 21:14,Samsungs folding phone breaks for reviewers 
10,BBCTech,16-04-19 6:56,RT  Heres my first handson with the Samsung Galaxy Fold GalaxyFold 
11,BBCTech,24-02-19 13:53,RT  Our folding phone is bigger and better than Samsungs says Huawei 
12,BBCTech,21-02-19 9:26,Samsung on whether you can end calls on the GalaxyFold by snapping it shut like the old flip phones 
13,BBCTech,21-02-19 9:24,RT  Important can I answer calls with the phone unfolded and then hang up by snapping it shut   Samsung
14,BBCTech,20-02-19 22:50,Samsung Galaxy Fold The internet reacts 
15,BBCTech,20-02-19 19:31,Samsung reveals Galaxy Fold and S10 5G 
16,BBCTech,08-01-19 0:29,CES 2019 Samsung adds rival Apples iTunes to smart TVs 
17,BBCTech,07-01-19 18:29,RT  Samsung has revealed a 75in 190cm television made of modular panels you can rearrange  CES2019 
18,BBCTech,10-12-18 14:21,Huawei Honor View20 and Samsung A8s have holepunch cameras 
19,BBCTech,03-12-18 14:21,Samsung Nigeria tweets update using Apple iPhone 
20,BBCTech,23-11-18 12:45,Samsung apologises to sick factory workers 
21,BBCTech,07-11-18 21:55,RT  After 5 years of talking about folding devices Samsung unveiled theirs at SDC18 
22,BBCTech,01-11-18 13:52,Samsung agrees to payouts after worker deaths 
23,BBCTech,24-10-18 12:01,Apple and Samsung fined by Italian authorities over slow phones 
24,BBCTech,05-09-18 10:54,Samsung Time for folding smartphones 
25,BBCTech,09-08-18 15:33,Samsung Galaxy Note 9 warns of wonky photos 
26,BBCTech,31-07-18 14:18,Why is Samsungs Galaxy S9 flagship struggling 
27,BBCTech,31-05-18 11:49,Samsung wont be forced to update old phones 
28,BBCTech,25-05-18 4:33,Apple awarded 539m in US patent case against Samsung 
29,BBCTech,14-05-18 14:41,AppleSamsung patent battle revived in California court 
30,BBCTech,25-02-18 19:32,Samsung Galaxy S9 gets super slowmo and AR emojis 
31,BBCTech,25-02-18 17:39,Samsung Galaxy S9 focuses on the camera 
32,BBCTech,21-02-18 15:17,Samsung Galaxy S9 smartphone images leaked by MWC app 
33,BBCTech,21-02-18 0:30,Guardians of the Galaxy Vol 2 Visual effects revealed 
34,droid_life,30-10-19 21:07,Samsung One UI 2 Gets an Official Reveal With Smarter Dark Mode More
35,droid_life,29-10-19 21:15,Samsung Unveils Another Smart Speaker That May Never Launch
36,droid_life,29-10-19 19:44,Samsung Showcases Foldable Phone Concept With Clamshell Design
37,droid_life,24-10-19 15:43,Pixel 4 XL Teardown Reveals Samsung Display Almost Decent Repairability Score
38,droid_life,18-10-19 15:53,Samsung Issues Statement on Fingerprint Vulnerability Software Update is Coming
39,droid_life,14-10-19 17:37,Samsung Galaxy S10 owners any luck enrolling in the Android 10One UI 20 beta yet The Samsung Members app appears to be having issues
40,droid_life,14-10-19 15:21,Samsung One UI Beta for Android 10 Arrives Today in US on Galaxy S10 Line
41,droid_life,11-10-19 19:46,DEAL Samsung Offers 500 Off Galaxy Note 10 With Select TradeIn Throwing in Free 200 Credit or Wearable Bundle 
42,droid_life,09-10-19 15:51,Samsung confirms Unlocked ATampT and TMobile Galaxy S10 S10 and S10e models will have first dibs at the Android 
43,droid_life,08-10-19 15:26,Samsung Confirms One UI 20 Coming Soon to Galaxy S10 Lineup
44,droid_life,03-10-19 15:42,Samsung Pay Gets International Money Transfers
45,droid_life,27-09-19 22:24,Lets unbox Samsungs 1980 Galaxy Fold galaxyfold 
46,droid_life,17-09-19 20:54,Report Samsung Launching Android 10 Beta Next Month
47,droid_life,09-09-19 20:34,Samsung Says Hundreds of Apps Now Optimized for Galaxy Fold galaxyfold 
48,droid_life,06-09-19 22:48,  what are the samsung issues as for iphone vs p4 we wont have any good idea until next m 
49,droid_life,05-09-19 14:49,Samsung Finally Cancels Original Galaxy Fold PreOrders Offers 250 Credit galaxyfold 
50,droid_life,05-09-19 2:02,Samsungs Galaxy Fold is Back Available for Purchase This Month galaxyfold 
51,droid_life,04-09-19 16:17,Discord Integration Arrives for Samsungs Game Launcher App
52,droid_life,28-08-19 17:27,Samsung Galaxy Note 10 Review It Doesnt Get Much Better Than This
53,droid_life,28-08-19 1:55,Samsung still offering 600 off Galaxy Note 10 purchases with eligible tradeins 
54,droid_life,27-08-19 20:25,Samsung Keeps Note 10s 600Off Trade Deal Alive Adds 4 Months Free YouTube Premium GalaxyNote10 
55,droid_life,24-08-19 2:15,Windows and Mac apps for Samsungs DeX arrive 
56,droid_life,24-08-19 1:25,If you own a Samsung Galaxy phone on Verizon youre likely getting the August patch right now
57,droid_life,23-08-19 20:17,Windows and Mac Apps for Samsungs DeX are Live 
58,droid_life,23-08-19 18:06,Video Appears to Show Off Samsungs One UI 20 Running Atop Android 10
59,droid_life,22-08-19 1:40,Samsung is so weird sometimes
60,droid_life,21-08-19 20:18,Samsung Wins Today With Their Green Bubble GIFs
61,droid_life,13-08-19 16:22,Samsung Said to be Readying Graphene Batteries Capable of Insanely Fast Charge Times
62,droid_life,12-08-19 15:09,Samsung Still Cutting 600 Off Note 10 With Select TradeIns Ups Galaxy S9 Value to 350 galaxynote10 
63,droid_life,09-08-19 2:25,Samsungs Galaxy Home smart speaker is still in development a year after being announced 
64,droid_life,08-08-19 19:15,Samsung Still Working to Refine and Enhance BixbyPowered Galaxy Home Speaker
65,droid_life,07-08-19 20:30,Samsung Galaxy Note 10 and Note 10 Official PreOrders Start Tomorrow for 949
66,droid_life,07-08-19 20:13,Samsung Galaxy Note 10 Galaxy Note 10 Specs Official galaxynote10 
67,droid_life,06-08-19 1:45,Samsungs Galaxy Watch Active 2 is now official launches next month 
68,droid_life,05-08-19 15:48,Samsung Galaxy Watch Active 2 Official Priced Starting at 279 With PreOrders in September
69,droid_life,03-08-19 1:15,Samsung is watering down the Note line with the Galaxy Note 10
70,droid_life,02-08-19 19:11,Samsung is Watering Down the Note Line for No Good Reason
71,droid_life,01-08-19 1:05,Samsung has a new 650 tablet for those interested in Android tablets
72,droid_life,31-07-19 16:42,Samsungs Galaxy Tab S6 is a 649 Tablet in a World Without Many Android Tablets
73,droid_life,30-07-19 15:08,Samsung to Announce Galaxy Tab S6 Watch Active 2 Prior to Note 10 Event
74,droid_life,26-07-19 15:09,Samsung offers upto 600 off Note 10 with specific trades 
75,droid_life,25-07-19 1:21,Official Samsungs Galaxy Fold is ReLaunching in September galaxyfold 
76,droid_life,23-07-19 19:09,Samsungs Galaxy Watch Active Gets a Big Ol Update
77,droid_life,23-07-19 17:10, nothing is confirmed samsung hasnt yet announced if the phone will indeed feature a battery 
78,droid_life,18-07-19 21:21, the 12GB packages combining eight of the 12Gb chips arent yet in mass production Samsung says later t 
79,droid_life,18-07-19 21:12,Samsung Readying 12Gb LPDDR5 Mobile DRAM for Galaxy Note 10
80,droid_life,10-07-19 18:41,Pujie Black Available for Samsung Galaxy Wearables
81,droid_life,02-07-19 3:45,Samsungs Galaxy Fold was pushed out too early guys galaxyfold 
82,droid_life,01-07-19 23:50,Samsung is offering really solid tradein values for older phones like 350 for the Galaxy S8
83,droid_life,01-07-19 20:09,This Might Shock You but the Samsung Galaxy Fold was Rushed galaxyfold 
84,droid_life,01-07-19 17:23,DEAL Samsung Goes Wild With Trades Toward Galaxy S10 350Off for a Galaxy S8 galaxys10 
85,droid_life,24-06-19 15:40,Verizon TMobile Samsung and LG Devices Getting Security Patches
86,droid_life,19-06-19 23:55,Samsung irons out most Galaxy Fold issues is ready to release it to market 
87,droid_life,19-06-19 16:13,Samsung Most Galaxy Fold Display Issues Ironed Out Ready for Launch
88,droid_life,15-06-19 17:22,DEAL Samsung Galaxy Buds are 9999 at Verizon 30 Off
89,droid_life,14-06-19 19:34,Samsung Galaxy Fit Activity Tracker Now Available for 99
90,droid_life,05-06-19 0:40,Samsung celebrates 10th anniversary of Galaxy with deals and promos 
91,droid_life,04-06-19 16:43,Samsung Galaxy Home Launch Still Happening Scheduled for Q3
92,droid_life,04-06-19 15:48,Today is Galaxy Day MonthLong Celebration With Deals and Promos From Samsung
93,droid_life,29-05-19 0:10,Samsung has plans for 100W USBC chargers 
94,droid_life,28-05-19 16:20,Samsung has Plans for 100W USBC Chargers
95,droid_life,27-05-19 17:15,Samsung Loves Its Hole Punches Shares Free DisneyPixar Wallpapers for Galaxy S10 galaxys10 
96,droid_life,24-05-19 20:25,DEAL Samsungs Fast Wireless Charger is 50 Off Down to 1499
97,droid_life,24-05-19 15:53,With Still No Word From Samsung Best Buy Cancels All Galaxy Fold PreOrders
98,droid_life,21-05-19 19:41,We Hope Samsungs New 5x Optical Zoom Lens Ships With the Galaxy Note 10
99,droid_life,20-05-19 23:37,One UI update rolling out to Samsungs wearable lineup starting this week 
100,droid_life,20-05-19 15:25,Samsung Announces One UI for Wearable Lineup Highlights Better Battery and Cleaner UI
101,droid_life,13-05-19 16:49,Upcoming Phone Designs From OPPO Samsung and Huawei Might Get Weird
102,droid_life,10-05-19 2:40,Samsung ups its tradein offer to 400 off a Galaxy S10 
103,droid_life,09-05-19 23:55,Samsung Galaxy Fold supposedly ready to make a comeback 
104,droid_life,09-05-19 17:12,DEAL Samsung Ups Tradein Offer to 400 Off Galaxy S10 galaxys10 
105,droid_life,09-05-19 14:36,Samsungs Galaxy Fold is Ready to Return galaxyfold 
106,droid_life,07-05-19 3:28,Samsung is Still Trying to Fix the Galaxy Fold Asks if People Want to Keep PreOrders galaxyfold 
107,droid_life,06-05-19 13:36,DEAL Samsung Gear S3 Frontier Drops to 109 With 90 Discount
108,droid_life,03-05-19 1:25,Samsung Pay support comes to Simple Bank 
109,droid_life,02-05-19 17:41,Simple Bank Finally Finally Adds Support for Samsung Pay
110,droid_life,30-04-19 15:34,DEAL Samsung Will Still Give You 200 Off the Galaxy S10 for Trading in Any Smartphone galaxys10 
111,droid_life,23-04-19 2:35,Samsungs Galaxy View 2 looks pretty good when compared to the original 
112,droid_life,23-04-19 0:20,Samsung officially delays launch of the Galaxy Fold 
113,droid_life,22-04-19 21:12,Samsung Galaxy View 2 Looks Way Better Than the Original
114,droid_life,22-04-19 17:34,Samsung confirms Galaxy Fold delay as it investigates and runs internal tests 
115,droid_life,22-04-19 14:45,Samsung Might Have Delayed the Galaxy Fold galaxyfold 
116,droid_life,19-04-19 18:40,DEAL Samsung Offering Instant 300 Off Galaxy S10 With Trade galaxys10 
117,droid_life,18-04-19 16:28,Samsung Spins Bright Night Camera Feature Into Standalone Mode
118,droid_life,16-04-19 23:23,Samsung Quickly Sold Out of the 2000 Galaxy Fold galaxyfold 
119,droid_life,16-04-19 1:10,Samsungs Galaxy Fold has support for all major US carrier bands 
120,droid_life,15-04-19 17:21,Samsungs Galaxy Fold has Support for All Major US Carriers Bands galaxyfold 
121,droid_life,13-04-19 3:10,How has your experience been with Samsungs tradein program 
122,droid_life,12-04-19 21:22,Hows Your Experience Been With Samsungs TradeIn Program galaxys10 
123,droid_life,11-04-19 23:15,Invitations to purchase Samsungs 1980 Galaxy Fold apparently roll out tomorrow 
124,droid_life,11-04-19 15:26,Samsung Says You Should SignUp Today to be First in Line to Purchase Galaxy Fold galaxyfold 
125,droid_life,10-04-19 15:57,Samsung Galaxy A80 Trades Notches and Cutouts for PopUp Flippy Camera
126,droid_life,09-04-19 21:39,DEAL Need More Storage Get a Samsung 128GB MicroSD for 20
127,droid_life,02-04-19 21:31,DEAL Samsung Will Give You 200 TradeIn Value Towards Galaxy S10 for Any Android Device Even If Its Cracked
128,droid_life,28-03-19 0:45,Samsung shows the Galaxy Fold can fold a lot of times 
129,droid_life,22-03-19 20:43,Samsungs 550 Off TradeIn Galaxy S10 Deal is Still Live Plus BOGO ATampT and Verizon galaxys10 
130,droid_life,22-03-19 17:01,DEAL Samsung Wireless Charging Pad is 15 10000mAh Fast Battery Pack is 16 galaxys10 
131,droid_life,20-03-19 21:19,Poll Do Your Own a Google Samsung or OnePlus Phone
132,droid_life,19-03-19 15:16,Heres the 2000 ATampT Samsung Galaxy Fold Being Fondled galaxyfold 
133,droid_life,16-03-19 2:05,Samsung still offering up to 550 in tradein credit towards the purchase of a Galaxy S10 
134,droid_life,15-03-19 21:25,You Still Have Time to Take Advantage of Samsungs 550 Tradein Offer for the Galaxy S10
135,droid_life,15-03-19 15:46,Samsung Galaxy S10e Review Yo This is the Phone galaxys10e 
136,droid_life,14-03-19 21:49,Samsung Galaxy S10 Review Mostly Excellence Slight Disappointment
137,droid_life,08-03-19 16:06,DEAL Samsungs Excellent Galaxy Buds 25 Off at ATampT
138,droid_life,08-03-19 1:05,Time probably running out to take advantage of Samsungs really good tradein offer 
139,droid_life,08-03-19 0:15,Samsungs Good Lock app gets updated to work with Android Pie 
140,droid_life,07-03-19 16:19,Samsungs Good Lock App Updated to Work With Android Pie
141,droid_life,06-03-19 17:33,Report Your Samsung Galaxy Depreciates at Alarming Rate 42 in Month One
142,droid_life,06-03-19 16:18,Samsung is Folding Sht in All the Directions
143,droid_life,05-03-19 16:21, samsung tho lol
144,droid_life,28-02-19 16:39,Samsung Now Lets You Remap Bixby Button Just Not to Google Assistant
145,droid_life,27-02-19 1:20,Buying the Galaxy Fold will be unlike most Samsung products 
146,droid_life,25-02-19 17:31,Everyone see Samsungs new Galaxy Fold video It shows a lot of the device in action
147,droid_life,25-02-19 0:50,Samsung Releases the Galaxy Fold HandsOn Video You Wanted galaxyfold 
148,droid_life,20-02-19 20:28,Samsung Announces Galaxy S10 Family Starting at 900 galaxys10 
149,droid_life,20-02-19 20:11,Samsung Announces New Galaxy Watch Active Galaxy Fit and Galaxy Buds
150,droid_life,20-02-19 20:10,Official Specs Samsung Galaxy S10 S10 S10 5G and S10e galaxys10 
151,droid_life,20-02-19 19:14,Here is the Samsung Galaxy Fold galaxyfold 
152,droid_life,20-02-19 16:21,Watch Samsungs Galaxy S10 Galaxy Fold Event Live at 11AM Pacific
153,droid_life,19-02-19 21:17,Samsung Galaxy Fold Samsung Galaxy Fold
154,droid_life,19-02-19 16:09,And Heres a Samsung Galaxy S10 Promo Video Leak 
155,droid_life,19-02-19 2:45,Samsungs Internet browser gets a big One UI update
156,droid_life,18-02-19 19:59,Samsung Internet Gets One UI Makeover Complete With Dark Mode Support
