Tweets,Date
0,0
If nobody wins trade wars why has China been waging trade war on America for 20 years20180929 23595000000,2018-09-29
Trade war why US and China remain so far apart on IP rights  23564200000,2018-09-29
Products but he has actually harmed them with the trade war The economy would be even better short and long term without the tariffs Also he said its a policy to bring people to the table which has not happened In fact his stance has actually hurt talks with Canada20180929 235439000010,2018-09-29
During his speech at the investor day event Ma emphasized the theme of this years event  Empower Digital China  when he evoked the USChina Trade War He suggested Chinese manufacturers could survive the mle by boosting i  23532400000,2018-09-29
Yes heres my POV He has alienated our allies He gave Kim JongUn the grand stage he wanted and weve got nothing Played right into the hands of North Korea The trade war hasnt had macro economic effects yet but it will He claimed to want to increase exports of American20180929 235315000019,2018-09-29
Ill say it againtheyre basically a cult who are going to get a rude awakening in November when normal people ditch Trump due to corruption his trade war with China and tax cuts that are bankrupting the country20180929 23503700000,2018-09-29
Land OLakes CEO Trade war has resulted in some real pain in the country   via Yahoo20180929 23503000000,2018-09-29
Does it need a moron who runs your country into trade war with its nato allies with its neighnours with china  Does the country need tax cuts for the big corporations at the expense of small working people  How much do you have to hate your own country to not want change 20180929 23501800000,2018-09-29
Good to see an economics kingpin like Feldstein express a pragmatic view on China tariffs utility But how could a PRC promise to halt IntellectualProperty crimes be verified   tradewar20180929 23481300002,2018-09-29
Why US would try to spur relations more with China  Russia You mean US will try to end tradewar by retrieving troops from NK20180929 23473000000,2018-09-29
Land OLakes CEO Trade war has resulted in some real pain in the country  20180929 23441100000,2018-09-29
Trumps trade war threatens WTO  20180929 23430600000,2018-09-29
USChina trade war could last 20 years Chinese billionaire says Its going to be a mess  20180929 23412800000,2018-09-29
Land OLakes CEO Trade war has resulted in some real pain in the country   GOOD go VEGAN20180929 23381300000,2018-09-29
America and China are in a proper trade war  20180929 23371600000,2018-09-29
thriving the countrys economy is going down the drain because of Trumps shitty policies Just look at his awful trade war And all the tax revenue is going to the rich and corporations Youre nuts if you think the economy is thriving and if you think Stefanowskis20180929 23331400000,2018-09-29
The USChina Trade War is Steering the World into the Unknown Everything is unknown aint no crystal balls or time machines in the White House   via defenseone20180929 23310000000,2018-09-29
in the air Trade war China should tax US companies within its borders if Washington wont be reasonable20180929 23282000000,2018-09-29
Trump has done nothing to help the economy He has instituted socialist payments to farmers and others to try to offset his trade war damage20180929 23281600000,2018-09-29
Land OLakes CEO Trade war has resulted in some real pain in the country  20180929 23280400000,2018-09-29
Al Jazeera English Chinas dinosaur replica makers worry about trade war with US l Al Jazeera English   via GoogleNews20180929 23263700000,2018-09-29
Trump Tweet China is actually placing propaganda ads in the Des Moines Register and other papers made to look like news Thats because we are beating them on Trade opening markets and the farmers will make a fortune when this is over China tradewar  20180929 23253600000,2018-09-29
Trade war why US and China remain so far apart on IP rights  23253600000,2018-09-29
Possible for Chinese yuan to fall another 10 percent if trade war escalates economist says  20180929 23250900001,2018-09-29
If Trump can lower tariffs in the long run that is good for our economy If it becomes a trade war and they dont budge it is bad20180929 23213300000,2018-09-29
Land OLakes CEO Trade war has resulted in some real pain in the country   via Yahoo20180929 23204300000,2018-09-29
Trumps TradeWar is shrinking American workers paychecks VoteBlueToSaveAmerica BlueWave201820180929 23203100000,2018-09-29
Trade War GUTA Accuses ECOWAS Of Taking Sides The Ghana Union of Traders Association GUTA has accused the Economic Community of West African States ECOWAS of bias towards Nigerian  23194200001,2018-09-29
Trade war China should tax US companies within its borders if Washington wont be reasonable20180929 23182900000,2018-09-29
Trumps trade war torpedoed a 44 billion deal  and bankers say theres more to come  20180929 23163900000,2018-09-29
Trumps trade war is turning the midwest againt him His policies are wrecking their lives TradeWars BlueWaveComing20180929 23161200000,2018-09-29
On BBC World Service radio Sept 20 talking about the China trade war trade trumptrade chinatrade  23160100000,2018-09-29
LOL Thank God were not in a trade war with China20180929 23151300001,2018-09-29
Land OLakes CEO Trade war has resulted in some real pain in the country  20180929 23143900000,2018-09-29
Land OLakes CEO Trade war has resulted in some real pain in the country  20180929 23125600000,2018-09-29
Land OLakes CEO Trade war has resulted in some real pain in the country   Thank the DUMBASS who thinks he is running this country20180929 23123000000,2018-09-29
Oh and the orange elephant in the room Trumps trade war with China might increase prices of all electronics with components from China ie the vast majority of computer parts So while some parts are expensive right now RAM prices might jump a lot in the next few months20180929 23114600000,2018-09-29
El trade war no es por acero o leche es por el big data  20180929 23094900000,2018-09-29
Land OLakes CEO Trade war has resulted in some real pain in the country   via Yahoo then maybe more will go plantbased Yeah20180929 23092100000,2018-09-29
Land OLakes CEO Trade war has resulted in some real pain in the country   via Yahoo20180929 23084600001,2018-09-29
See Trade Wars are sooo easy trump building the Chinese Century one trade war at a time  23070400000,2018-09-29
Taiwans silly folly in aiding trade war  Global Times  20180929 23070000000,2018-09-29
Trumps understanding of global trade is no doubt questionable in this lose lose situation who is losing more tradewar DonaldTrump trump XiJinping 20180929 23011200000,2018-09-29
Check this out China uses Iowa newspaper supplement to bring trade war to the heartland    via gazettedotcom20180929 22580200000,2018-09-29
The Chinese seem to be betting heavily on the turning tides in the Congress to moderate the World Trade War Trump is launching against almost everyone particularly China and Canada but leaving almost no  20180929 22575200000,2018-09-29
China places ad in Iowa warning trade war will hurt economy  via upi20180929 22571900000,2018-09-29
which dairy farmers they are talking to in rural Alabama they are just fine grateful president Trump is negotiating on their behalf  doing better than they have in a long time Land OLakes CEO Trade war has resulted in some real pain in the country  20180929 22545600001,2018-09-29
It may be concerning given Trumps alienating US allies and engaging in a trade war with China20180929 22541800000,2018-09-29
How the USChina trade war may be good for Beijing  20180929 22535200000,2018-09-29
China not to devalue currency as trade war with US builds up   via StandardKenya XHNews SCMPNews Li is exactly right Devaluing yuan only makes China poorer By devaluing yuan 10 will see Chinas per capita GDP changed from 8000 to 7200 nytimes ft20180929 22490200000,2018-09-29
India is the biggest victim of the sanctions and trade war Ironically Govt has no alternative solutions 20180929 22483500000,2018-09-29
Land OLakes CEO Trade war has resulted in some real pain in the country  20180929 22472300000,2018-09-29
Chinas dinosaur replica makers worry about trade war with US AJENews 20180929 22460400000,2018-09-29
As The Trade War Rages  China Wont Be Held Hostage By The US Dollar by Palisade Research Sep 28 China is hedged and protected from the devaluation because of their massive gold reserves20180929 22450500000,2018-09-29
Trumps Trade War with China Imagine What Would Happen if China Decided to Impose Economic Sanctions on the USA  via grtvnews20180929 22444200000,2018-09-29
too busy borrowing 12 billion USD to help farmers not go under because of a trade war with China sorry military youre always last on the list to get stuff20180929 22361900000,2018-09-29
