,0,neg,neu,pos
182,['I dont approve of the trade war but this shows a pathetic inability to accept responsibility for being wrong The tax cuts didnt produce an investment boom because taxes are not a major factor determining business investment  which we knew beforehand  20190130 21510400001068'],0.319,0.621,0.06
183,['HarleyDavidson is losing speed hurt by the Trump administrations trade war and the aging of its core babyboomer customer base  20190130 21471000000'],0.343,0.657,0.0
184,['High stakes trade negotiations between China and United States underway Highstakes meetings between the United States and China began Wednesday at the White House as negotiators attempt to beat the clock in a 90day trade war truce  Politicspictwittercombvy4iCi0HJ20190130 21450600000'],0.088,0.787,0.126
185,['Or how CCP talking points end up as headline frames Is Huawei a Pawn in the Trade War   via ForeignAffairs Huawei MengWanzhou Tradewar20190130 21440600001'],0.151,0.849,0.0
186,['From the Korean War to todays trade war explore the defining moments of the USChina relationship since 1949  21430600006'],0.315,0.685,0.0
187,['Stridently challenging China for its blatant IP theft and unfair trade practices although a trade war is a very stupid way to do this and staying in the TPP would have been huge to this end I think this is all I gotWoke Twitter please note my profile pic20190130 21405000000'],0.188,0.703,0.109
188,['ScottWalker realDonaldTrump how is that Fox Conn deal working out for us Wisconsinites Fox Conn notes trade war main issue  u working wus prez or against American Workers I mean shutdowns and the embarrassment of you Go away already Walkerscrewedusagin Trumpgotchumped20190130 21393700000'],0.152,0.848,0.0
189,['They changed cource in response to Trumps idiotic trade war20190130 21384400000'],0.265,0.735,0.0
190,['Leave with No common external tarriff No security justice or military partnership No joint Culture Technology or Immigration policy Its a TradeWar EU will loose20190130 21382300000'],0.204,0.617,0.179
191,['Just stop please There is zero proof that any jobs created in Arizona were a direct result of the GOP tax bill There is however lots of evidence that your tax bill exploded the debt and deficit and will probably lead to another recession The trade war didnt help either20190130 21372500003'],0.261,0.67,0.069
192,['USChina trade war talks begin with protesters rushing Beijing delegation  South China Morning Post  21370600000'],0.309,0.691,0.0
193,['SPY since the opex high Jan 18 SPY is up 058 26698  26758 A lot of good things have happened since then  gov reopened good  trade war wins always good  tech monopolies EPS OK good  Fed complete aboutface from raise  QT to pause everything winning20190130 21361700000'],0.062,0.59,0.347
194,['What about the China trade war your going to bring it up non stop to bring down todays news If anyone can bring down the evening news you can  I have faith20190130 21361300000'],0.169,0.831,0.0
195,['ICYMI Trade war fears and low demand sees profit growth at Chinas industrial giants cut in half  pictwittercomy8n6KwO9gR20190130 21301600000'],0.415,0.401,0.184
196,['3 News  Jan 30 PM  Bye Bye Trade War China Plans 1 TRILLION BUYING SPREE to Reduce US Trade Deficit   News Trump Qanon realDonaldTrump WWG1WGA20190130 21291000001'],0.223,0.777,0.0
197,['dailykos HarleyDavidson says Trumps trade war wiped away all of their profits this year  21270000000'],0.197,0.657,0.146
198,['nah  this isnt what we voted for Theres no need for any of this Just look at China in their trade war talking tough at the start but then having to give in straight away The buyers control the sellers20190130 21263300001'],0.119,0.829,0.053
199,['HarleyDavidson says Trumps trade war wiped away all of their profits this year  20190130 21260600000'],0.197,0.657,0.146
200,['Wall is stupid there are walls and fences and electronic monitoring Trump creates crisis then howls and flops with zero cogent plan for fix See wall see healthcare see trade war Hes a fraud and a felon always has been You probs think shutting down gov was good move20190130 21230900000'],0.277,0.645,0.079
201,['The standoff illustrates well the brewing battle underway globally as trade policy makers attempt to transition the postwar trading framework to address traditionally nontrade areas Read AtlanticCouncil s Barbara Matthews piece here   tradewar chinapictwittercomwswBbQYAej20190130 21210100000'],0.071,0.872,0.057
