Date,Close_USD,Stock_Difference
2018-07-02,40.66022303,0.007701918235294132
2018-07-03,41.47232044,0.8120974099999998
2018-07-04,41.3804565,-0.09186393999999609
2018-07-05,41.09974562,-0.2807108800000009
2018-07-06,40.15558539,-0.9441602300000014
2018-07-09,41.0402785,0.8846931100000006
2018-07-10,41.44119423,0.40091573000000125
2018-07-11,40.93594303,-0.5052512000000036
2018-07-12,40.41378417,-0.5221588599999976
2018-07-13,41.02443737,0.6106532000000016
2018-07-16,40.85803184,-0.1664055299999987
2018-07-17,40.67240648,-0.18562536000000307
2018-07-18,41.0415091,0.3691026199999996
2018-07-19,41.15131599,0.10980689000000154
2018-07-20,41.86416524,0.7128492499999979
2018-07-23,40.99431882,-0.8698464200000018
2018-07-24,40.90032176,-0.09399705999999952
2018-07-25,41.10520621,0.20488445000000155
2018-07-26,41.88687472,0.7816685100000029
2018-07-27,41.93361688,0.046742160000000865
2018-07-30,41.60108423,-0.33253265000000454
2018-07-31,41.34629301,-0.2547912200000013
2018-08-01,41.64362858,0.2973355700000013
2018-08-02,40.30976522,-1.3338633599999952
2018-08-03,40.68320646,0.37344123999999823
2018-08-06,40.68972577,0.00651931000000161
2018-08-07,41.69816142,1.0084356499999956
2018-08-08,41.76602135,0.06785993000000445
2018-08-09,41.88745252,0.12143116999999393
2018-08-10,40.20767815,-1.679774369999997
2018-08-13,39.68459292,-0.5230852299999995
2018-08-14,40.02649619,0.3419032700000031
2018-08-16,39.16691318,-0.8595830100000015
2018-08-17,39.17271792,0.005804739999994979
2018-08-20,39.07083616,-0.10188175999999771
2018-08-21,40.01348046,0.9426442999999978
2018-08-22,41.22542053,1.2119400700000043
2018-08-23,41.15789960000001,-0.06752092999999348
2018-08-24,41.37898964,0.22109003999999288
2018-08-27,41.61030122,0.2313115799999963
2018-08-28,42.10343176,0.4931305400000028
2018-08-29,41.99958438,-0.10384737999999771
2018-08-30,42.93725771,0.9376733299999955
2018-08-31,43.35867687,0.42141915999999924
2018-09-03,42.66692357,-0.6917532999999949
2018-09-04,42.63729656,-0.029627009999998677
2018-09-05,41.52500096,-1.112295600000003
2018-09-06,41.10544468,-0.4195562800000019
2018-09-07,39.991219799999996,-1.1142248800000019
2018-09-10,40.29732336,0.30610356000000394
