,date,open,high,low,close,adj_close,volume,Stockname,Open_USD,High_USD,Low_USD,Close_USD,Adj_Close_USD
0,2015-04-09,29400.0,29780.0,29400.0,29660.0,287.633209,9107550.0,samsungtech15-19,26.948978636877968,27.297298768919248,26.948978636877968,27.187302937748317,0.26365378246930804
1,2015-04-10,29600.0,29880.0,29560.0,29800.0,288.990875,9960100.0,samsungtech15-19,27.020174105292245,27.275770346828793,26.98366035650131,27.20274284924692,0.26380350531556584
2,2015-04-13,29580.0,29820.0,29360.0,29580.0,286.857361,10293300.0,samsungtech15-19,26.831269663887216,27.048967592194614,26.63171322960543,26.831269663887216,0.2602010550392848
3,2015-04-14,29700.0,29700.0,29300.0,29480.0,285.887604,9429750.0,samsungtech15-19,27.11902086538628,27.11902086538628,26.753781527131913,26.91813922934638,0.2610434982502118
4,2015-04-15,29200.0,29400.0,28540.0,28920.0,280.45697,13551050.0,samsungtech15-19,26.641379905131526,26.82385510996119,26.03921172919362,26.385914618369988,0.25588221523329024
5,2015-04-16,29240.0,29540.0,28940.0,29540.0,286.469482,10762350.0,samsungtech15-19,26.8933880607268,27.169312014838223,26.617464106615376,27.169312014838223,0.26347930735230474
6,2015-04-17,29540.0,29560.0,28940.0,29000.0,281.232727,10172300.0,samsungtech15-19,27.37064715408145,27.389178397923075,26.814709838832673,26.870303570357553,0.26057961201412033
7,2015-04-20,28920.0,28960.0,28460.0,28600.0,277.353668,12394900.0,samsungtech15-19,26.727787976729154,26.764755871579403,26.302657185951308,26.432044817927174,0.2563295308738634
8,2015-04-21,28420.0,28900.0,28400.0,28880.0,280.069031,11852650.0,samsungtech15-19,26.241694137139508,26.68490360884348,26.22322707581851,26.666436547522483,0.2586025984794878
9,2015-04-22,28880.0,29460.0,28720.0,29220.0,283.366241,12655550.0,samsungtech15-19,26.796493440315075,27.33465016453193,26.648036412944908,27.11196462347668,0.26292318622448896
10,2015-04-23,29400.0,29400.0,28800.0,29020.0,281.42669700000005,9245150.0,samsungtech15-19,27.122811825562668,27.122811825562668,26.56928505361241,26.772244869994175,0.2596286852183892
11,2015-04-24,28980.0,29100.0,28000.0,28200.0,273.474609,19089900.0,samsungtech15-19,26.876833176248827,26.988124410933086,25.967954759660703,26.15344015080113,0.25362772408671064
12,2015-04-27,28200.0,28220.0,27500.0,27900.0,270.565308,16517150.0,samsungtech15-19,26.254787590977134,26.273408007708323,25.6030730053855,25.975481340009292,0.25190193939813144
13,2015-04-28,27800.0,28000.0,27180.0,27320.0,264.940643,15697300.0,samsungtech15-19,26.026028547439125,26.213266162888328,25.445591939546595,25.57665827036104,0.24803427115449203
14,2015-04-29,27340.0,27880.0,27280.0,27700.0,268.625732,10895650.0,samsungtech15-19,25.509666367013246,26.01351493461336,25.453683192835456,25.845565412079992,0.25064201905320826
15,2015-04-30,27700.0,28360.0,27580.0,28200.0,273.474609,18352850.0,samsungtech15-19,25.834566895083494,26.450119752511473,25.722648193732947,26.300894817377415,0.2550576924302275
16,2015-05-04,28140.0,28460.0,27940.0,28000.0,271.535034,8283700.0,samsungtech15-19,26.006669539563095,26.30240991812245,25.8218318029635,25.87728312394338,0.2509496054602711
17,2015-05-06,27800.0,27820.0,27120.0,27240.0,264.164825,13270500.0,samsungtech15-19,25.677227266745625,25.695700092117384,25.049151204105804,25.159988156336365,0.24399353407931967
