,date,open,high,low,close,adj_close,volume,Stockname
35,6/2/2015,26000.0,26060.0,25760.0,26060.0,252.72155800000002,8757550.0,samsungtech15-19
36,6/3/2015,26060.0,26320.0,25300.0,25460.0,246.902939,11769400.0,samsungtech15-19
37,6/4/2015,26300.0,26820.0,26100.0,26740.0,259.31601,19411950.0,samsungtech15-19
38,6/5/2015,26500.0,27100.0,26400.0,26820.0,260.091827,9828150.0,samsungtech15-19
39,6/8/2015,26900.0,26940.0,26260.0,26280.0,254.855087,10118950.0,samsungtech15-19
40,6/9/2015,26000.0,26200.0,25360.0,25640.0,248.64856,13735250.0,samsungtech15-19
41,6/10/2015,25640.0,25880.0,25240.0,25240.0,244.769485,12501700.0,samsungtech15-19
42,6/11/2015,25260.0,25480.0,25060.0,25140.0,243.799698,15314050.0,samsungtech15-19
43,6/12/2015,25560.0,25740.0,25280.0,25540.0,247.678802,11741500.0,samsungtech15-19
44,6/15/2015,25100.0,25480.0,25100.0,25400.0,246.321121,8067800.0,samsungtech15-19
45,6/16/2015,25400.0,25480.0,24900.0,25100.0,243.411819,12767600.0,samsungtech15-19
46,6/17/2015,25000.0,25320.0,24800.0,25080.0,243.217789,9452300.0,samsungtech15-19
47,6/18/2015,25180.0,25580.0,25020.0,25300.0,245.35134900000003,8247600.0,samsungtech15-19
48,6/19/2015,25320.0,25560.0,25200.0,25320.0,245.545303,7094750.0,samsungtech15-19
49,6/22/2015,25820.0,25920.0,25520.0,25620.0,248.454575,6370900.0,samsungtech15-19
50,6/23/2015,26180.0,26560.0,25820.0,26420.0,256.212708,10159000.0,samsungtech15-19
51,6/24/2015,26000.0,26220.0,25820.0,26040.0,252.52760299999997,10198000.0,samsungtech15-19
52,6/25/2015,25800.0,26060.0,25380.0,25380.0,246.127121,10695800.0,samsungtech15-19
53,6/26/2015,25040.0,25800.0,25040.0,25560.0,247.87271099999998,10347500.0,samsungtech15-19
54,6/29/2015,25380.0,25700.0,25120.0,25620.0,258.570831,11519950.0,samsungtech15-19
55,6/30/2015,25520.0,25700.0,25320.0,25360.0,255.94674700000002,9870350.0,samsungtech15-19
56,7/1/2015,25360.0,26040.0,25180.0,25900.0,261.396729,8324900.0,samsungtech15-19
57,7/2/2015,25720.0,26080.0,25700.0,25980.0,262.204163,8223000.0,samsungtech15-19
58,7/3/2015,25740.0,25880.0,25340.0,25360.0,255.94674700000002,7130200.0,samsungtech15-19
59,7/6/2015,25060.0,25200.0,24460.0,24600.0,248.276459,10099950.0,samsungtech15-19
60,7/7/2015,24400.0,25180.0,24400.0,24800.0,250.294907,12478250.0,samsungtech15-19
61,7/8/2015,24800.0,25020.0,24640.0,24780.0,250.09307900000002,11780950.0,samsungtech15-19
62,7/9/2015,24600.0,25300.0,24520.0,25300.0,255.341202,14030500.0,samsungtech15-19
63,7/10/2015,25140.0,25320.0,24960.0,25180.0,254.130096,9573400.0,samsungtech15-19
64,7/13/2015,25000.0,25440.0,24900.0,25320.0,255.54307599999999,7672050.0,samsungtech15-19
65,7/14/2015,25300.0,25400.0,24420.0,24500.0,247.267212,19989700.0,samsungtech15-19
66,7/15/2015,24500.0,24760.0,24480.0,24700.0,249.28566,8370650.0,samsungtech15-19
67,7/16/2015,24460.0,25740.0,24460.0,25640.0,258.772644,11173450.0,samsungtech15-19
68,7/17/2015,26000.0,26220.0,25560.0,26100.0,263.415253,14861650.0,samsungtech15-19
69,7/20/2015,25820.0,26080.0,25460.0,25500.0,257.359711,6446400.0,samsungtech15-19
70,7/21/2015,25500.0,25540.0,24940.0,25260.0,254.9375,9702750.0,samsungtech15-19
71,7/22/2015,24880.0,25200.0,24700.0,25060.0,252.919006,13416150.0,samsungtech15-19
72,7/23/2015,24880.0,25060.0,24680.0,24680.0,249.083862,10448250.0,samsungtech15-19
73,7/24/2015,24540.0,24760.0,24480.0,24580.0,248.0746,9829200.0,samsungtech15-19
74,7/27/2015,24580.0,24940.0,24560.0,24600.0,248.276459,12152000.0,samsungtech15-19
75,7/28/2015,24480.0,25020.0,24380.0,24600.0,248.276459,13381350.0,samsungtech15-19
76,7/29/2015,25000.0,25500.0,24620.0,25260.0,254.9375,13734450.0,samsungtech15-19
77,7/30/2015,25160.0,25200.0,24300.0,24300.0,245.248688,15419600.0,samsungtech15-19
78,7/31/2015,24400.0,24440.0,23500.0,23700.0,239.19311499999998,19579450.0,samsungtech15-19
79,8/3/2015,23680.0,23680.0,23320.0,23500.0,237.174606,9844550.0,samsungtech15-19
80,8/4/2015,23500.0,23740.0,23400.0,23640.0,238.58757000000003,12844350.0,samsungtech15-19
81,8/5/2015,23640.0,23640.0,23160.0,23180.0,233.945023,12802500.0,samsungtech15-19
82,8/6/2015,23100.0,23120.0,22300.0,22300.0,225.063568,20199050.0,samsungtech15-19
83,8/7/2015,22400.0,22740.0,22300.0,22720.0,229.302444,13787100.0,samsungtech15-19
84,8/10/2015,22800.0,22840.0,22600.0,22820.0,230.31172200000003,5722500.0,samsungtech15-19
85,8/11/2015,23020.0,23580.0,22960.0,23140.0,233.541336,11664300.0,samsungtech15-19
86,8/12/2015,23000.0,23280.0,22800.0,23080.0,232.93574500000003,11154000.0,samsungtech15-19
87,8/13/2015,23060.0,23060.0,22760.0,22800.0,230.109848,7520550.0,samsungtech15-19
88,8/14/2015,22800.0,22800.0,22800.0,22800.0,230.109848,0.0,samsungtech15-19
89,8/17/2015,22800.0,22820.0,22080.0,22080.0,222.843231,11360850.0,samsungtech15-19
90,8/18/2015,22360.0,22820.0,22340.0,22620.0,228.29321299999998,11583600.0,samsungtech15-19
91,8/19/2015,23380.0,23520.0,22820.0,23080.0,232.93574500000003,20070750.0,samsungtech15-19
92,8/20/2015,23260.0,23420.0,22600.0,22780.0,229.90798999999998,10805950.0,samsungtech15-19
93,8/21/2015,21980.0,22560.0,21920.0,22020.0,222.237686,20442550.0,samsungtech15-19
94,8/24/2015,21760.0,22300.0,20660.0,21580.0,217.79698199999999,22429600.0,samsungtech15-19
95,8/25/2015,21580.0,22140.0,21340.0,21580.0,217.79698199999999,19625950.0,samsungtech15-19
96,8/26/2015,21360.0,21480.0,21000.0,21340.0,215.37475600000002,27947600.0,samsungtech15-19
97,8/27/2015,21640.0,21720.0,21260.0,21340.0,215.37475600000002,24769400.0,samsungtech15-19
98,8/28/2015,21720.0,21720.0,21460.0,21620.0,218.200653,23111150.0,samsungtech15-19
99,8/31/2015,21420.0,21780.0,21040.0,21780.0,219.815475,20415450.0,samsungtech15-19
100,9/1/2015,21780.0,21960.0,21620.0,21700.0,219.00807200000003,12018600.0,samsungtech15-19
101,9/2/2015,21380.0,21900.0,21300.0,21800.0,220.01734900000002,15634150.0,samsungtech15-19
102,9/3/2015,22040.0,22500.0,21860.0,22440.0,226.476532,15200350.0,samsungtech15-19
103,9/4/2015,22440.0,22880.0,22360.0,22580.0,227.889496,12570650.0,samsungtech15-19
104,9/7/2015,22580.0,22580.0,22100.0,22240.0,224.458038,9590250.0,samsungtech15-19
105,9/8/2015,22260.0,22720.0,22120.0,22620.0,228.29321299999998,9116500.0,samsungtech15-19
106,9/9/2015,22920.0,22940.0,22720.0,22940.0,231.52279700000003,12968800.0,samsungtech15-19
107,9/10/2015,22600.0,22780.0,22360.0,22680.0,228.89875800000002,18128400.0,samsungtech15-19
108,9/11/2015,22520.0,22660.0,22300.0,22300.0,225.063568,10208350.0,samsungtech15-19
109,9/14/2015,22400.0,22480.0,22200.0,22480.0,226.88023399999997,8353650.0,samsungtech15-19
110,9/15/2015,22280.0,22560.0,22260.0,22460.0,226.678391,11647800.0,samsungtech15-19
111,9/16/2015,22420.0,23140.0,22420.0,23040.0,232.53207400000002,17188150.0,samsungtech15-19
112,9/17/2015,23060.0,23140.0,22880.0,23140.0,233.541336,13698000.0,samsungtech15-19
113,9/18/2015,22900.0,23840.0,22700.0,23800.0,240.202423,21813500.0,samsungtech15-19
114,9/21/2015,23260.0,23460.0,23000.0,23000.0,232.128387,10267950.0,samsungtech15-19
115,9/22/2015,22860.0,23000.0,22600.0,22900.0,231.119125,12533750.0,samsungtech15-19
116,9/23/2015,22880.0,22880.0,22500.0,22620.0,228.29321299999998,9882450.0,samsungtech15-19
117,9/24/2015,22520.0,22700.0,22500.0,22520.0,227.28393599999998,6636050.0,samsungtech15-19
118,9/25/2015,22400.0,22500.0,22180.0,22240.0,224.458038,10458000.0,samsungtech15-19
119,9/30/2015,22000.0,22680.0,21800.0,22680.0,228.89875800000002,22946800.0,samsungtech15-19
120,10/1/2015,22800.0,22900.0,22420.0,22680.0,228.89875800000002,12052050.0,samsungtech15-19
121,10/2/2015,22240.0,22660.0,22240.0,22380.0,225.871002,13715100.0,samsungtech15-19
122,10/5/2015,22380.0,22620.0,22300.0,22300.0,225.063568,12096750.0,samsungtech15-19
123,10/6/2015,22600.0,23100.0,22540.0,23020.0,232.33021499999998,19149350.0,samsungtech15-19
124,10/7/2015,23960.0,25040.0,23720.0,25020.0,252.51527400000003,39975100.0,samsungtech15-19
125,10/8/2015,25000.0,25580.0,25000.0,25400.0,256.35049399999997,28533850.0,samsungtech15-19
126,10/12/2015,25200.0,25260.0,24940.0,25200.0,254.33194,18948700.0,samsungtech15-19
127,10/13/2015,25200.0,25440.0,24960.0,25040.0,252.717194,9900000.0,samsungtech15-19
128,10/14/2015,24960.0,25200.0,24740.0,25080.0,253.12086499999998,8752550.0,samsungtech15-19
129,10/15/2015,24880.0,25640.0,24860.0,25380.0,256.148621,12425150.0,samsungtech15-19
130,10/16/2015,25300.0,25380.0,25180.0,25300.0,255.341202,7198400.0,samsungtech15-19
131,10/19/2015,25140.0,25300.0,24980.0,25120.0,253.524521,5853500.0,samsungtech15-19
132,10/20/2015,25200.0,25460.0,25120.0,25320.0,255.54307599999999,7517350.0,samsungtech15-19
133,10/21/2015,25300.0,25640.0,25180.0,25400.0,256.35049399999997,6978350.0,samsungtech15-19
134,10/22/2015,25600.0,25900.0,25380.0,25600.0,258.368958,11533650.0,samsungtech15-19
135,10/23/2015,26000.0,26000.0,25560.0,25780.0,260.185638,13153550.0,samsungtech15-19
136,10/26/2015,25960.0,25960.0,25440.0,25840.0,260.791168,7608250.0,samsungtech15-19
137,10/27/2015,25640.0,25980.0,25620.0,25960.0,262.002289,6612050.0,samsungtech15-19
138,10/28/2015,25880.0,26160.0,25820.0,26160.0,264.020813,13565150.0,samsungtech15-19
139,10/29/2015,26600.0,27840.0,26480.0,26500.0,267.452271,31523550.0,samsungtech15-19
140,10/30/2015,26900.0,27800.0,26820.0,27440.0,276.939209,25469250.0,samsungtech15-19
141,11/2/2015,27700.0,27860.0,27480.0,27660.0,279.159607,19327300.0,samsungtech15-19
142,11/3/2015,27620.0,27620.0,27000.0,27040.0,272.902252,15092000.0,samsungtech15-19
143,11/4/2015,27040.0,27220.0,26520.0,26600.0,268.461548,14053500.0,samsungtech15-19
144,11/5/2015,26600.0,27080.0,26600.0,26840.0,270.883698,8652100.0,samsungtech15-19
145,11/6/2015,26860.0,26960.0,26600.0,26760.0,270.076324,8216100.0,samsungtech15-19
146,11/9/2015,26760.0,26880.0,26420.0,26880.0,271.287384,9283050.0,samsungtech15-19
147,11/10/2015,26720.0,26820.0,26280.0,26420.0,266.644897,9877550.0,samsungtech15-19
148,11/11/2015,26420.0,26900.0,26420.0,26660.0,269.06701699999996,7022450.0,samsungtech15-19
149,11/12/2015,26660.0,26680.0,26340.0,26340.0,265.83743300000003,7870850.0,samsungtech15-19
150,11/13/2015,26340.0,26340.0,26000.0,26000.0,262.406006,8883850.0,samsungtech15-19
151,11/16/2015,25820.0,25820.0,25260.0,25260.0,254.9375,13785250.0,samsungtech15-19
152,11/17/2015,25500.0,25800.0,25400.0,25400.0,256.35049399999997,9309200.0,samsungtech15-19
153,11/18/2015,25440.0,25800.0,25440.0,25620.0,258.570831,8386750.0,samsungtech15-19
154,11/19/2015,25800.0,25800.0,25420.0,25780.0,260.185638,9642500.0,samsungtech15-19
155,11/20/2015,25780.0,25920.0,25560.0,25700.0,259.378235,8436000.0,samsungtech15-19
156,11/23/2015,25700.0,26040.0,25620.0,25640.0,258.772644,9941000.0,samsungtech15-19
157,11/24/2015,25640.0,26100.0,25640.0,25980.0,262.204163,7978000.0,samsungtech15-19
158,11/25/2015,26000.0,26200.0,25980.0,25980.0,262.204163,7131350.0,samsungtech15-19
159,11/26/2015,25980.0,26800.0,25980.0,26700.0,269.470734,9290000.0,samsungtech15-19
160,11/27/2015,26900.0,26980.0,26540.0,26540.0,267.855957,8492700.0,samsungtech15-19
161,11/30/2015,26500.0,26500.0,25680.0,25680.0,259.17639199999996,26700300.0,samsungtech15-19
162,12/1/2015,25880.0,26440.0,25760.0,26420.0,266.644897,12605650.0,samsungtech15-19
163,12/2/2015,26420.0,26440.0,25880.0,26000.0,262.406006,11481400.0,samsungtech15-19
164,12/3/2015,25900.0,25940.0,25720.0,25800.0,260.387482,8334750.0,samsungtech15-19
165,12/4/2015,25500.0,25600.0,25340.0,25380.0,256.148621,9635550.0,samsungtech15-19
166,12/7/2015,25380.0,25500.0,25240.0,25240.0,254.73565699999997,9805350.0,samsungtech15-19
167,12/8/2015,25240.0,25440.0,25240.0,25240.0,254.73565699999997,6916100.0,samsungtech15-19
168,12/9/2015,25240.0,25500.0,25240.0,25260.0,254.9375,9090600.0,samsungtech15-19
169,12/10/2015,25260.0,25860.0,25260.0,25660.0,258.974518,15193350.0,samsungtech15-19
170,12/11/2015,25660.0,25900.0,25440.0,25680.0,259.17639199999996,10336450.0,samsungtech15-19
171,12/14/2015,25460.0,25460.0,25100.0,25220.0,254.533798,11140050.0,samsungtech15-19
172,12/15/2015,25220.0,25600.0,25200.0,25540.0,257.763428,8774700.0,samsungtech15-19
173,12/16/2015,25560.0,26200.0,25560.0,25980.0,262.204163,10398100.0,samsungtech15-19
174,12/17/2015,26020.0,26160.0,25500.0,25800.0,260.387482,8733850.0,samsungtech15-19
175,12/18/2015,25300.0,25760.0,25280.0,25560.0,257.965271,8418450.0,samsungtech15-19
176,12/21/2015,25560.0,25700.0,25220.0,25600.0,258.368958,8023300.0,samsungtech15-19
177,12/22/2015,25600.0,25840.0,25340.0,25840.0,260.791168,10309600.0,samsungtech15-19
178,12/23/2015,25840.0,25980.0,25640.0,25900.0,261.396729,10357400.0,samsungtech15-19
179,12/24/2015,25900.0,26000.0,25700.0,25700.0,259.378235,7807550.0,samsungtech15-19
180,12/28/2015,25700.0,25780.0,25320.0,25320.0,255.54307599999999,11361500.0,samsungtech15-19
181,12/29/2015,25300.0,25320.0,24820.0,25080.0,1204.7028810000002,11647200.0,samsungtech15-19
182,12/30/2015,25200.0,25440.0,25080.0,25200.0,1210.466919,10197900.0,samsungtech15-19
183,1/4/2016,25200.0,25200.0,24100.0,24100.0,1157.62915,15346950.0,samsungtech15-19
184,1/5/2016,24040.0,24360.0,23720.0,24160.0,1160.51123,10800100.0,samsungtech15-19
185,1/6/2016,24160.0,24160.0,23360.0,23500.0,1128.80835,18337600.0,samsungtech15-19
186,1/7/2016,23320.0,23660.0,23020.0,23260.0,1117.280273,14119400.0,samsungtech15-19
187,1/8/2016,23260.0,23720.0,23260.0,23420.0,1124.965698,12888150.0,samsungtech15-19
188,1/11/2016,23120.0,23320.0,22920.0,23040.0,1106.7126460000002,12063850.0,samsungtech15-19
189,1/12/2016,22960.0,23320.0,22880.0,22920.0,1100.948608,10314150.0,samsungtech15-19
190,1/13/2016,23060.0,23180.0,22960.0,22960.0,1102.869751,7165800.0,samsungtech15-19
191,1/14/2016,22620.0,22840.0,22620.0,22760.0,1093.263062,10451100.0,samsungtech15-19
192,1/15/2016,22800.0,23040.0,22480.0,22640.0,1087.498779,10473200.0,samsungtech15-19
193,1/18/2016,21760.0,22660.0,21760.0,22520.0,1081.734741,16010700.0,samsungtech15-19
194,1/19/2016,22560.0,23420.0,22560.0,23420.0,1124.965698,10362100.0,samsungtech15-19
195,1/20/2016,23200.0,23200.0,22640.0,22760.0,1093.263062,8352600.0,samsungtech15-19
196,1/21/2016,22660.0,23100.0,22500.0,22620.0,1086.53833,9517600.0,samsungtech15-19
197,1/22/2016,22900.0,23360.0,22900.0,23360.0,1122.08374,7376400.0,samsungtech15-19
198,1/25/2016,23440.0,23520.0,23120.0,23240.0,1116.31958,7995650.0,samsungtech15-19
199,1/26/2016,23100.0,23140.0,22720.0,22740.0,1092.302368,7619950.0,samsungtech15-19
200,1/27/2016,22520.0,23500.0,22520.0,23500.0,1128.80835,13811850.0,samsungtech15-19
201,1/28/2016,23280.0,23360.0,22780.0,22900.0,1099.987793,15795600.0,samsungtech15-19
202,1/29/2016,22800.0,23000.0,22320.0,23000.0,1104.791382,21849150.0,samsungtech15-19
203,2/1/2016,23040.0,23260.0,23020.0,23260.0,1117.280273,12998950.0,samsungtech15-19
204,2/2/2016,23220.0,23320.0,22940.0,23120.0,1110.55542,8317400.0,samsungtech15-19
205,2/3/2016,23000.0,23040.0,22740.0,22920.0,1100.948608,8725350.0,samsungtech15-19
206,2/4/2016,23000.0,23220.0,22960.0,23120.0,1110.55542,12397950.0,samsungtech15-19
207,2/5/2016,23120.0,23380.0,23120.0,23280.0,1118.240845,9404700.0,samsungtech15-19
208,2/11/2016,22360.0,22740.0,22360.0,22600.0,1085.577515,15263100.0,samsungtech15-19
209,2/12/2016,22600.0,23020.0,22440.0,22600.0,1085.577515,12811600.0,samsungtech15-19
210,2/15/2016,23080.0,23200.0,22880.0,23080.0,1108.633911,9157300.0,samsungtech15-19
211,2/16/2016,23160.0,23580.0,23140.0,23360.0,1122.08374,9020050.0,samsungtech15-19
212,2/17/2016,23580.0,24020.0,23380.0,23700.0,1138.415283,12303100.0,samsungtech15-19
213,2/18/2016,24060.0,24060.0,23560.0,23740.0,1140.33667,11124050.0,samsungtech15-19
214,2/19/2016,23740.0,23900.0,23480.0,23800.0,1143.2188720000001,8842600.0,samsungtech15-19
215,2/22/2016,23800.0,23840.0,23320.0,23500.0,1128.80835,8744950.0,samsungtech15-19
216,2/23/2016,23580.0,23780.0,23460.0,23620.0,1134.572632,7383700.0,samsungtech15-19
217,2/24/2016,23560.0,23580.0,23220.0,23440.0,1125.926514,7024200.0,samsungtech15-19
218,2/25/2016,23440.0,23740.0,23440.0,23580.0,1132.651245,6681750.0,samsungtech15-19
219,2/26/2016,23600.0,23740.0,23440.0,23440.0,1125.926514,8867200.0,samsungtech15-19
220,2/29/2016,23580.0,23880.0,23520.0,23560.0,1131.69043,14434000.0,samsungtech15-19
221,3/2/2016,24000.0,24140.0,23920.0,23940.0,1149.9436039999998,11818600.0,samsungtech15-19
222,3/3/2016,24260.0,24400.0,24040.0,24400.0,1172.039429,10949550.0,samsungtech15-19
223,3/4/2016,24400.0,24560.0,24040.0,24300.0,1167.236084,10074500.0,samsungtech15-19
224,3/7/2016,24400.0,24620.0,24300.0,24460.0,1174.9216310000002,6568800.0,samsungtech15-19
225,3/8/2016,24460.0,24480.0,23720.0,23840.0,1145.1401369999999,10810100.0,samsungtech15-19
226,3/9/2016,23760.0,23980.0,23540.0,23880.0,1147.061523,9169000.0,samsungtech15-19
227,3/10/2016,24160.0,24720.0,24020.0,24500.0,1176.843018,14177000.0,samsungtech15-19
228,3/11/2016,24500.0,25060.0,24320.0,24980.0,1199.899536,13361250.0,samsungtech15-19
229,3/14/2016,25340.0,25460.0,24980.0,25100.0,1205.663696,10857700.0,samsungtech15-19
230,3/15/2016,25100.0,25280.0,24920.0,25060.0,1203.7421880000002,8640400.0,samsungtech15-19
231,3/16/2016,25120.0,25260.0,25060.0,25120.0,1206.624146,7342800.0,samsungtech15-19
232,3/17/2016,25300.0,25920.0,25140.0,25260.0,1213.348999,12343450.0,samsungtech15-19
233,3/18/2016,25560.0,25560.0,25260.0,25460.0,1222.955933,11265700.0,samsungtech15-19
234,3/21/2016,25480.0,25580.0,25160.0,25340.0,1217.191895,9058500.0,samsungtech15-19
235,3/22/2016,25340.0,25580.0,25240.0,25380.0,1219.113159,10143600.0,samsungtech15-19
236,3/23/2016,25380.0,25580.0,25240.0,25580.0,1228.719971,9870900.0,samsungtech15-19
237,3/24/2016,25580.0,25800.0,25320.0,25640.0,1231.602173,10939750.0,samsungtech15-19
238,3/25/2016,25660.0,25800.0,25560.0,25760.0,1237.366333,7172300.0,samsungtech15-19
239,3/28/2016,25760.0,26000.0,25760.0,25880.0,1243.130493,6060900.0,samsungtech15-19
240,3/29/2016,25880.0,26000.0,25700.0,25800.0,1239.28772,8622700.0,samsungtech15-19
241,3/30/2016,26200.0,26420.0,26040.0,26160.0,1256.579956,13380250.0,samsungtech15-19
242,3/31/2016,26120.0,26280.0,25960.0,26240.0,1260.422729,19130750.0,samsungtech15-19
243,4/1/2016,25980.0,26180.0,25420.0,25580.0,1228.719971,13557800.0,samsungtech15-19
244,4/4/2016,25580.0,26100.0,25580.0,26100.0,1253.697998,9402300.0,samsungtech15-19
245,4/5/2016,25980.0,25980.0,25200.0,25200.0,1210.466919,11815950.0,samsungtech15-19
246,4/6/2016,25380.0,25820.0,25360.0,25700.0,1234.4842529999999,9211700.0,samsungtech15-19
247,4/7/2016,26000.0,26000.0,25160.0,25380.0,1219.113159,12939750.0,samsungtech15-19
248,4/8/2016,25380.0,25380.0,24800.0,24920.0,1197.017212,12593400.0,samsungtech15-19
249,4/11/2016,24920.0,25420.0,24920.0,25320.0,1216.231201,6034650.0,samsungtech15-19
250,4/12/2016,25400.0,25620.0,25320.0,25500.0,1224.877319,6702700.0,samsungtech15-19
251,4/14/2016,26000.0,26040.0,25780.0,26000.0,1248.8945310000001,16766350.0,samsungtech15-19
252,4/15/2016,26180.0,26200.0,25800.0,26000.0,1248.8945310000001,6829950.0,samsungtech15-19
253,4/18/2016,25900.0,26100.0,25840.0,25980.0,1247.9338380000002,6423700.0,samsungtech15-19
254,4/19/2016,25880.0,25920.0,25660.0,25760.0,1237.366333,7238300.0,samsungtech15-19
255,4/20/2016,25640.0,26000.0,25640.0,25980.0,1247.9338380000002,8598600.0,samsungtech15-19
256,4/21/2016,26000.0,26020.0,25760.0,25880.0,1243.130493,7254450.0,samsungtech15-19
257,4/22/2016,25880.0,25880.0,25540.0,25600.0,1229.680786,5741500.0,samsungtech15-19
258,4/25/2016,25700.0,25700.0,25420.0,25620.0,1230.641602,4597850.0,samsungtech15-19
259,4/26/2016,25700.0,26100.0,25660.0,25920.0,1245.051758,8345050.0,samsungtech15-19
260,4/27/2016,25880.0,26000.0,25720.0,26000.0,1248.8945310000001,8297300.0,samsungtech15-19
261,4/28/2016,26000.0,26000.0,25220.0,25300.0,1215.270386,14653450.0,samsungtech15-19
262,4/29/2016,25200.0,25340.0,24840.0,24900.0,1196.056763,16253900.0,samsungtech15-19
263,5/2/2016,24940.0,25240.0,24900.0,25000.0,1200.860107,7027600.0,samsungtech15-19
264,5/3/2016,25340.0,25400.0,25120.0,25220.0,1211.427612,7903300.0,samsungtech15-19
265,5/4/2016,25440.0,25800.0,25240.0,25800.0,1239.28772,14702750.0,samsungtech15-19
266,5/9/2016,25800.0,26000.0,25700.0,25980.0,1247.9338380000002,13718100.0,samsungtech15-19
267,5/10/2016,25980.0,26000.0,25760.0,25920.0,1245.051758,8559550.0,samsungtech15-19
268,5/11/2016,25920.0,25980.0,25740.0,25840.0,1241.2089839999999,8834400.0,samsungtech15-19
269,5/12/2016,25840.0,25840.0,25500.0,25620.0,1230.641602,7615100.0,samsungtech15-19
270,5/13/2016,25620.0,25620.0,25020.0,25060.0,1203.7421880000002,12284900.0,samsungtech15-19
271,5/16/2016,25060.0,25260.0,24940.0,24960.0,1198.938843,11720150.0,samsungtech15-19
272,5/17/2016,24980.0,25300.0,24980.0,25280.0,1214.309814,9183550.0,samsungtech15-19
273,5/18/2016,25280.0,25420.0,25100.0,25360.0,1218.1523439999999,9169600.0,samsungtech15-19
274,5/19/2016,25360.0,25540.0,25320.0,25400.0,1220.073975,10012450.0,samsungtech15-19
275,5/20/2016,25400.0,25600.0,25380.0,25380.0,1219.113159,7960550.0,samsungtech15-19
276,5/23/2016,25380.0,25720.0,25380.0,25720.0,1235.444946,8112550.0,samsungtech15-19
277,5/24/2016,25720.0,25780.0,25360.0,25420.0,1221.034668,10434600.0,samsungtech15-19
