Date,Open,High,Low,Close,Adj Close,Volume
2019-02-18,46500.0,46850.0,45850.0,46200.0,46200.0,8183728
2019-02-19,45850.0,46150.0,45450.0,45950.0,45950.0,6741395
2019-02-20,46750.0,47100.0,46500.0,46900.0,46900.0,11506720
2019-02-21,46500.0,47200.0,46200.0,46950.0,46950.0,8694009
2019-02-22,46500.0,47150.0,46450.0,47150.0,47150.0,6895772
2019-02-25,47400.0,47550.0,47050.0,47350.0,47350.0,7484716
2019-02-26,47350.0,47450.0,46500.0,46750.0,46750.0,7985547
2019-02-27,47000.0,47250.0,46750.0,46750.0,46750.0,8045211
2019-02-28,46400.0,46500.0,45100.0,45100.0,45100.0,23569321
2019-03-04,46000.0,46100.0,44800.0,44850.0,44850.0,12926539
2019-03-05,44600.0,45100.0,44150.0,44250.0,44250.0,10612405
2019-03-06,44000.0,44300.0,43700.0,44000.0,44000.0,10202544
2019-03-07,43400.0,44950.0,43400.0,44450.0,44450.0,11049749
2019-03-08,44450.0,44800.0,43800.0,43800.0,43800.0,7729069
2019-03-11,44400.0,44450.0,43650.0,43650.0,43650.0,10717408
2019-03-12,44300.0,44950.0,44150.0,44650.0,44650.0,11431977
2019-03-13,44250.0,44450.0,43700.0,43850.0,43850.0,8108343
2019-03-14,43700.0,44300.0,43550.0,43850.0,43850.0,18039161
2019-03-15,43800.0,44250.0,43700.0,44200.0,44200.0,16814163
2019-03-18,43950.0,44150.0,43450.0,43700.0,43700.0,8188876
2019-03-19,43750.0,43900.0,43550.0,43900.0,43900.0,7609563
2019-03-20,43800.0,44200.0,43100.0,44050.0,44050.0,9846242
2019-03-21,44600.0,46250.0,44050.0,45850.0,45850.0,21138016
2019-03-22,46850.0,47000.0,46250.0,46550.0,46550.0,12535911
2019-03-25,45300.0,45650.0,44800.0,45500.0,45500.0,8699728
2019-03-26,45500.0,45700.0,44900.0,45250.0,45250.0,9729811
2019-03-27,44750.0,45600.0,44250.0,45350.0,45350.0,9568081
2019-03-28,44950.0,45200.0,44300.0,44850.0,44850.0,6821306
2019-03-29,44500.0,44900.0,44200.0,44650.0,44650.0,11491713
2019-04-01,45200.0,45450.0,44850.0,45050.0,45050.0,7362129
2019-04-02,45550.0,46100.0,45350.0,45750.0,45750.0,9480688
2019-04-03,46750.0,46750.0,45800.0,46600.0,46600.0,12436570
2019-04-04,46150.0,47100.0,46150.0,46950.0,46950.0,12650168
2019-04-05,46950.0,47550.0,46600.0,46850.0,46850.0,8546339
2019-04-08,47250.0,47250.0,46150.0,46650.0,46650.0,8507909
2019-04-09,46700.0,46950.0,46200.0,46650.0,46650.0,6878761
2019-04-10,46400.0,46700.0,46050.0,46700.0,46700.0,11883995
2019-04-11,46700.0,46800.0,46150.0,46250.0,46250.0,13697399
2019-04-12,46050.0,46900.0,46000.0,46850.0,46850.0,7668936
2019-04-15,47150.0,47500.0,47000.0,47050.0,47050.0,8733019
2019-04-16,47400.0,47400.0,46800.0,47250.0,47250.0,7730881
2019-04-17,47300.0,47600.0,47000.0,47050.0,47050.0,5513658
2019-04-18,47200.0,47250.0,45500.0,45600.0,45600.0,12808747
2019-04-19,45750.0,46000.0,45250.0,45300.0,45300.0,8479710
2019-04-22,45400.0,45900.0,45100.0,45350.0,45350.0,6006957
2019-04-23,45050.0,45500.0,45000.0,45200.0,45200.0,6920566
2019-04-24,45400.0,45650.0,44150.0,44750.0,44750.0,13299267
2019-04-25,44250.0,45000.0,44100.0,44650.0,44650.0,10868965
2019-04-26,44200.0,45000.0,43800.0,44850.0,44850.0,9739982
2019-04-29,45150.0,46150.0,45100.0,46150.0,46150.0,8777517
2019-04-30,46000.0,46300.0,45350.0,45850.0,45850.0,11121273
2019-05-02,45500.0,46150.0,45400.0,45900.0,45900.0,8625126
2019-05-03,45900.0,46050.0,45300.0,45300.0,45300.0,6562916
