,0,1
0,['The Trade War Is Suddenly Getting Worse   via PIIE20190830 23591500000'],"{'neg': 0.467, 'neu': 0.533, 'pos': 0.0, 'compound': -0.7906}"
1,['Now I get why Apple CEO Tim Cook went to the White House the rediculousness will be in Trumps reaction to the hit Apple is rich enough to take it Bloomberg Trump Trade War With China Will Hit Apple for Real This Weekend   via GoogleNews20190830 23584100000'],"{'neg': 0.077, 'neu': 0.851, 'pos': 0.071, 'compound': -0.0772}"
2,['Trump Trade War With China Will Hit Apple for Real This Weekend  pictwittercomI6fd7hI0yy20190830 23571800000'],"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.5994}"
3,['OnTrumpsToDoList Make racist comments from WAR account Increase deficit Attack FED Tweet out top secret pictures Make secret deal w Taliban Tell Americans China is paying for trade war Tell Americans wall is being built Buy more denture grip Sue Randy Rainbow for new video pictwittercomCqDijFWBPe20190830 23570700001'],"{'neg': 0.298, 'neu': 0.635, 'pos': 0.067, 'compound': -0.9454}"
4,['Trade war US set to hit China with new wave of tariffs   news breaking video20190830 23570200000'],"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.5994}"
5,['Thats almost the amount people pay because of the TrumpTax on American consumers with his tariffs that are causing an unwinnable trade war Thanks for bringing this to our attention  20190830 23564700000'],"{'neg': 0.142, 'neu': 0.78, 'pos': 0.078, 'compound': -0.34}"
6,['Trump touts his consumer tax that hes given to farmers hurt by his trade war Ive given 17 Billion from tariffs to our farmers The other name for this is redistribution of wealth also known as Socialism  20190830 23563600002'],"{'neg': 0.18, 'neu': 0.751, 'pos': 0.069, 'compound': -0.6369}"
7,['Did we need a trade war or could deals have been made Unintended consequences are proof of a lack of any actual plan20190830 23555800000'],"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.7351}"
8,['if anyone wants a dumb little sketch that explains a little bit about why this trade war is stupid check out the video i made  23552600000'],"{'neg': 0.346, 'neu': 0.654, 'pos': 0.0, 'compound': -0.891}"
9,['Well I was right nearly on 2950 but that was a messy day Beyond trade war wins I am not seeing the upside catalyst20190830 23550500000'],"{'neg': 0.263, 'neu': 0.582, 'pos': 0.155, 'compound': -0.5499}"
10,['Bloomberg Politics Baucus Says China and US Arent Any Closer to Deal Trade War Will Last Months Bloomberg Politics Baucus Says China and US Arent Any Closer to Deal Trade War Will Last Months  20190830 23550300000'],"{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.8316}"
11,['Trump flags and hats made in China are reportedly being held up at customs as trade war heats up  20190830 23545900000'],"{'neg': 0.163, 'neu': 0.837, 'pos': 0.0, 'compound': -0.5994}"
12,['More trump lies from Trump here trying to justify his ineptness n screwing us over with his trade war20190830 23544900000'],"{'neg': 0.217, 'neu': 0.783, 'pos': 0.0, 'compound': -0.5719}"
13,['Mimpi ketemu Donald trump dan minta foto Absurd banget Kebanyakan mantau trade war niaaak hahahah20190830 23544600000'],"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.5994}"
14,['Trade war US set to hit China with new wave of tariffs  23544500000'],"{'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.5994}"
15,['SPY Big News With his imaginary phone calls SPX QQQ IWM DJI AAPL TSLA FB AMZN GS JPM BAC C GOOGL SPOT XLE BA BABA UVXY LYFT CMG tradewar China TradeTalks tariffs currency manipulation phonecallthatneverhappend 20190830 23542800002'],"{'neg': 0.059, 'neu': 0.941, 'pos': 0.0, 'compound': -0.296}"
16,['Farmer on CNN If the trade war ends tomorrow it will still take us 68 years to recover20190830 23542300000'],"{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.5994}"
17,['This SOB gave our tax dollars to the farmers to secure their votes Never mind that his trade war is the cause of their financial woes20190830 23541800000'],"{'neg': 0.201, 'neu': 0.727, 'pos': 0.073, 'compound': -0.6408}"
18,['Trump raised taxes on Americans by 30 billion with his trade war  and it will get worse Topbuzz 23540900000'],"{'neg': 0.292, 'neu': 0.708, 'pos': 0.0, 'compound': -0.7906}"
19,['It is almost as ironic as all the MAGA crap being made in China Every time I see one I chuckle Because China is winning the trade war one idiot at a time20190830 23540600000'],"{'neg': 0.262, 'neu': 0.594, 'pos': 0.145, 'compound': -0.6022}"
20,['The USA would be considered mad if votes against Trump changed midstreamthe world is in turmoila huge trade war  20190830 23540100000'],"{'neg': 0.259, 'neu': 0.657, 'pos': 0.084, 'compound': -0.7003}"
21,['Trade war US set to hit China with new wave of tariffs   August 30 2019 at 1016PM via mikejulietbravo20190830 23533300000'],"{'neg': 0.17, 'neu': 0.83, 'pos': 0.0, 'compound': -0.5994}"
