,0,1
0,['Yes heres my POV He has alienated our allies He gave Kim JongUn the grand stage he wanted and weve got nothing Played right into the hands of North Korea The trade war hasnt had macro economic effects yet but it will He claimed to want to increase exports of American20180929 235315000019'],"{'neg': 0.069, 'neu': 0.819, 'pos': 0.112, 'compound': 0.3468}"
1,['Good to see an economics kingpin like Feldstein express a pragmatic view on China tariffs utility But how could a PRC promise to halt IntellectualProperty crimes be verified   tradewar20180929 23481300002'],"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.5719}"
2,['LOL Thank God were not in a trade war with China20180929 23151300001'],"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.7748}"
3,['Do a video on Maxime Bernier He recently left the Conservative Party in Canada to found his own party which promotes libertarianism and condemns multiculturalism He is also the only member of Parliament that wants to prevent a trade war with the US20180929 22291400000'],"{'neg': 0.137, 'neu': 0.667, 'pos': 0.196, 'compound': 0.0258}"
4,['My brother told me the recycling center that was taking our stuff has stopped because of Trumps trade war with China So congratulations conservatives youve made the world a trashier place20180929 22014100000'],"{'neg': 0.15, 'neu': 0.722, 'pos': 0.129, 'compound': 0.0493}"
5,['YesI agree China will lose the tradewarBut in history losers of tradewar switched to militarywarSoif America will have won the  justified tradewar it should be prepared 4 militarywarBut a further on would benefit oligarchs but Not ThePeople POTUS cant stop itpictwittercombNfhu2gE0C20180929 21044100000'],"{'neg': 0.085, 'neu': 0.67, 'pos': 0.246, 'compound': 0.689}"
6,['During a Fox News interview Peter Navarro offered a simple message to Americans concerned about paying higher prices for goods thanks to the presidents trade war  trust in Trump  20180929 20510500000'],"{'neg': 0.108, 'neu': 0.72, 'pos': 0.172, 'compound': 0.3182}"
7,['OMG Trumps TradeWar with China led to them no longer buying our Recyclables now ending up in our landfills    GlobalCitizens address our problems TrumpMustGO  the Republicans who love him so Must WakeUppictwittercomGcI9XM3Oyz20180929 19525900001'],"{'neg': 0.125, 'neu': 0.767, 'pos': 0.107, 'compound': 0.0772}"
8,['Quick question Indiana farmers  export manufacturers have done fantastic on global markets but are taking a huge financial hit due to Trumps Trade war Does braun4indiana support Trumps tariff taxes  trade restrictions despite the enormous cost to Hoosiers FreeTrade20180929 19402500000'],"{'neg': 0.112, 'neu': 0.731, 'pos': 0.157, 'compound': 0.0387}"
9,['A pretty clickbaity header re tradewar issues but the logical conclusion to the 1st half of this post is that Chinas  statecontrolled  finance system is well on its way to becoming the worlds most effective   trade tariffs BigGovernment20180929 19074400000'],"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.8042}"
10,['No one wins a trade war20180929 19040400000'],"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.5719}"
11,['Jimmie has shared content with you from MSN   america does not need another Thomas on our high court RapistKavanaugh StopKavanaugh GOPTraitors TrumpLiesMatter trumptower Russiagate GOPutin ResistAndWin tradewar metoo20180929 18521200000'],"{'neg': 0.0, 'neu': 0.921, 'pos': 0.079, 'compound': 0.34}"
12,['This can be good for China  dangerous for India Before China takes advantage of India we should Act East  levy higher duty like US on China goods import in India India sees opportunity in escalating USChina trade war  18450000000'],"{'neg': 0.139, 'neu': 0.657, 'pos': 0.203, 'compound': 0.296}"
