Date,compound
23/9/2019,0
16/9/2019,0.8555
9/5/2019,-0.2263
9/5/2019,0
23/8/2019,0
16/8/2019,0
27/9/2019,0
27/9/2019,0
26/9/2019,-0.4404
30/10/2019,0.34
10/8/2019,0
24/8/2019,-0.5574
25/10/2019,0
15/10/2019,0
15/10/2019,0
30/10/2019,0
30/10/2019,-0.0772
29/10/2019,0.1027
29/10/2019,0
29/10/2019,0
29/10/2019,0.4215
26/10/2019,0
25/10/2019,0.3612
25/10/2019,0
22/10/2019,0
22/10/2019,0
18/10/2019,0
17/10/2019,0
17/10/2019,0
16/10/2019,0
14/10/2019,0
10/10/2019,0
10/10/2019,0.3612
10/9/2019,0.3612
10/8/2019,-0.0772
10/7/2019,0
10/7/2019,0.4939
10/4/2019,0
10/4/2019,0
10/4/2019,0
30/9/2019,0.4019
30/9/2019,0.5994
29/9/2019,0.6369
29/9/2019,0
28/9/2019,0
28/9/2019,0
27/9/2019,0
27/9/2019,0.4019
24/9/2019,0.4404
22/9/2019,0.7783
21/9/2019,0
19/9/2019,0
15/9/2019,0
14/9/2019,0
13/9/2019,0.6369
9/11/2019,0.3818
9/10/2019,-0.8519
9/6/2019,0.4019
9/6/2019,0
9/5/2019,0
9/5/2019,0
9/5/2019,0
9/4/2019,-0.34
9/4/2019,0.4019
9/2/2019,0
9/1/2019,0
30/8/2019,0
29/8/2019,0
29/8/2019,0
28/8/2019,0.4215
28/8/2019,-0.1779
27/8/2019,0
25/8/2019,0
25/8/2019,0
25/8/2019,0.6124
23/8/2019,0.7506
22/8/2019,0
20/8/2019,0
19/8/2019,0
19/8/2019,0
18/8/2019,0
17/8/2019,0.5994
17/8/2019,-0.1779
17/8/2019,0
17/8/2019,0
13/8/2019,0.4404
13/8/2019,0.6124
13/8/2019,0.4019
8/12/2019,0
8/12/2019,0
8/12/2019,0
8/9/2019,0
8/8/2019,0
8/8/2019,0
8/8/2019,0.8885
8/8/2019,0
8/7/2019,0
8/7/2019,0
8/7/2019,0.4019
8/7/2019,0.154
8/7/2019,0
8/7/2019,0
8/7/2019,0.3612
8/7/2019,0
8/7/2019,0
8/7/2019,0.4215
8/7/2019,0
8/6/2019,-0.3182
8/6/2019,0.3182
8/5/2019,-0.3182
8/5/2019,0
8/5/2019,0.4019
8/4/2019,0
8/4/2019,0.4215
8/3/2019,-0.34
8/3/2019,0
8/2/2019,0
8/2/2019,0.1298
8/2/2019,-0.5647
8/1/2019,0
8/1/2019,0.2263
8/1/2019,0.7845
31/7/2019,0
31/7/2019,0
31/7/2019,0.5423
30/7/2019,0
29/7/2019,0
25/7/2019,0
25/7/2019,0.6705
25/7/2019,0.4588
25/7/2019,0
25/7/2019,0.2023
24/7/2019,0.0772
24/7/2019,0
23/7/2019,-0.34
22/7/2019,0
22/7/2019,0
19/7/2019,0.3182
18/7/2019,-0.34
17/7/2019,0
17/7/2019,-0.1531
16/7/2019,0
13/7/2019,0
7/12/2019,0.1027
7/10/2019,0
7/9/2019,0.4019
7/6/2019,-0.3612
7/6/2019,0.1027
7/6/2019,0.4019
7/4/2019,0.4019
7/4/2019,-0.4019
7/4/2019,0.5994
7/3/2019,0
7/2/2019,0
7/2/2019,0
7/1/2019,0.5719
7/1/2019,-0.128
7/1/2019,0.6369
10/10/2019,0.9153
10/6/2019,0
10/6/2019,0.3818
20/9/2019,0
9/1/2019,0.5994
31/8/2019,0
8/7/2019,0
8/7/2019,0
8/7/2019,0
8/7/2019,0.2732
8/7/2019,0.7096
28/7/2019,0.0772
16/7/2019,0.4019
7/8/2019,0.34
24/9/2019,0.4404
18/9/2019,0
28/10/2019,0.6369
27/10/2019,0.6369
26/10/2019,0.0772
20/10/2019,0.8807
20/10/2019,0
16/10/2019,0
16/10/2019,0
15/10/2019,0
10/11/2019,0
27/9/2019,0
27/9/2019,0
26/9/2019,0.4019
24/9/2019,0
23/9/2019,0
9/10/2019,0.3412
9/5/2019,0.6369
29/8/2019,0
16/8/2019,0
16/7/2019,0.6369
15/7/2019,-0.3612
7/3/2019,0.6369
30/10/2019,-0.2263
30/10/2019,0
30/10/2019,0
30/10/2019,0.4404
29/10/2019,0
29/10/2019,0
28/10/2019,0
24/10/2019,0.4754
23/10/2019,0
23/10/2019,0
18/10/2019,0.34
17/10/2019,0
14/10/2019,0
10/12/2019,0.8176
10/8/2019,0
10/8/2019,0
10/5/2019,-0.5994
10/4/2019,-0.296
10/3/2019,0
28/9/2019,0
25/9/2019,0.3818
24/9/2019,0
24/9/2019,0
24/9/2019,0.4019
21/9/2019,0
10/8/2019,0.2023
10/5/2019,0
24/9/2019,0
24/10/2019,0.4005
23/10/2019,0
22/10/2019,0
19/10/2019,0
17/10/2019,0
16/10/2019,0
16/10/2019,0
10/12/2019,0
10/10/2019,0
10/9/2019,0
27/9/2019,0.4019
21/9/2019,0.6369
