0
"Want to spread some holiday joy early this year? Head over to @BestBuy and check out the latest Samsung smartphones, all available on Verizon’s network. Save $250 with qualified activation on Verizon. #AD >> http://bby.me/zksz pic.twitter.com/K1CjD9M1J92018-10-30 23:59:54+00:001"
