Unnamed: 0,User,Date,Tweets
311,droid_life,24-07-19,Verizon Galaxy S7 S7 Edge S8 S8 and Note 8 Get Updated Security Patches
313,droid_life,23-07-19,Galaxy Note 10 Note 10 Specs Reported to Include a Processor Display and Possibly Internal Storage
314,droid_life,22-07-19,Visible Adds WiFi Calling Capability for Galaxy S9 S9
315,droid_life,22-07-19,Here are the US Galaxy Note 10 Network Bands galaxynote10 
316,droid_life,20-07-19,Galaxy Fold aced its latest tests and is ready for launch according to report 
317,droid_life,19-07-19,Report Galaxy Fold Ready for Launch Following Latest Durability Tests
319,droid_life,16-07-19,Expect One UI 20 With Android Q Version 21 With Galaxy S11
320,droid_life,15-07-19,Galaxy S10 S10 now start at 300 off for Prime Day
321,droid_life,14-07-19,DEAL Unlocked Galaxy S10 Line is 200500 Off Right Now galaxys10 
322,droid_life,11-07-19,Galaxy Note 10 Stops at the FCC Dancing the No Headphone Jack Dance galaxynote10 
323,droid_life,11-07-19,Heres the Galaxy Note 10 
325,droid_life,10-07-19,This is the Galaxy Note 10
326,droid_life,02-07-19,Verizon Galaxy S10 S10 and S10e Grab New Updates With Performance Improvements galaxys10 
327,droid_life,02-07-19,We know when the Galaxy Note 10 will be announced
329,droid_life,02-07-19,Invites Rolling Out Galaxy Note 10 Arrives August 7
333,droid_life,28-06-19,Friday Phone Deals Pixel 2 XL for 10mo BOGO Galaxy S10
334,droid_life,28-06-19,Shaky Camera Returns Heres the Galaxy Note 10
335,droid_life,27-06-19,Giveaway Win 1 of 5 mophie Juice Pack Cases for Your Galaxy S10
336,droid_life,27-06-19,mophies 99 Juice Packs are a go for the Galaxy S10 lineup 
337,droid_life,26-06-19,DEAL Get MNML Cases for Pixel 3 Galaxy S10 for 1499 With Code 12 Off
338,droid_life,26-06-19,mophies 99 Juice Packs for Galaxy S10 Lineup Offer Up to 2500mAh in Extra Battery Life
339,droid_life,25-06-19,TMobile to Sell the Galaxy S10 5G in Select Cities on June 28
340,droid_life,21-06-19,Friday Phone Deals Galaxy S10 at 300 Off Pixel 3 XL Up to 220 Off galaxys10 
341,droid_life,21-06-19,Galaxy S7 and Galaxy S7 Edge Drop From Quarterly to Regular Security Updates
342,droid_life,21-06-19,Galaxy Note 10 rumored to feature camera with threestage variable aperture 
343,droid_life,20-06-19,Galaxy Note 10 Could Feature ThreeStage Variable Aperture Camera
346,droid_life,17-06-19,Verizon Galaxy S9 S9 Updated to June Security Patch
349,droid_life,14-06-19,DEAL All Unlocked Galaxy S10 Models are 300 Off at Best Buy galaxys10 
350,droid_life,12-06-19,ATampT Business Customers Can Get the Galaxy S10 5G Starting June 17
351,droid_life,07-06-19,Verizons Galaxy S9 S9 get RCS 
352,droid_life,07-06-19,Galaxy Note 10 renders confirm no headphone jack but weve got buttons galaxynote10 
353,droid_life,06-06-19,Verizons Galaxy S9 S9 Get RCS Support and Proves That RCS is Dumb
354,droid_life,06-06-19,Galaxy Note 10 CAD Renders Detail Headphone JackLess Centered Display Cutout Beast Phone
355,droid_life,05-06-19,Galaxy Home apparently scheduled for launch in Q3 
359,droid_life,03-06-19,DEAL Unlocked 256GB Galaxy S10e is 650 Right Now Others 200 Off Too galaxys10 
360,droid_life,30-05-19,Not Back Galaxy Note 10 Reportedly Ditches Headphone Jack All Buttons galaxynote10 
361,droid_life,28-05-19,Its looking unlikely that the Galaxy Fold will launch in June 
362,droid_life,28-05-19,TMobile Galaxy S8 S8 and Note 8 Updated With May Security Patch
363,droid_life,28-05-19,Report Galaxy Fold Release in June is Unlikely
366,droid_life,22-05-19,Galaxy S10 in Cardinal Red Yes please 
368,droid_life,21-05-19,Mmm Heres the Galaxy S10 in Cardinal Red
369,droid_life,21-05-19,Verizon Galaxy S10 Family Gets May Security Patch Camera Enhancements
370,droid_life,16-05-19,Verizon Galaxy S10 5G now available for purchase instore but there still isnt much of a 5G network to connect to 
371,droid_life,16-05-19,Verizons Galaxy S10 5G is Now Available Without Much of a 5G Network galaxys105g 
372,droid_life,15-05-19,Ill be leaving the Galaxy S10 for the OnePlus 7 Pro 
373,droid_life,14-05-19,Bye Bye Galaxy S10 Hello OnePlus 7 Pro
378,droid_life,08-05-19,DEAL US Unlocked Galaxy S10 S10 and S10e All at Least 100 Off at Amazon galaxys10 
379,droid_life,07-05-19,Verizon Galaxy S10 S10 S10e Updated With April Security Patch
381,droid_life,30-04-19,DEAL Buy Unlocked Galaxy S9 or S9 Get a Free 512GB SD Card and Wireless Charger galaxys9 
383,droid_life,27-04-19,We discussed the Galaxy Fold drama on the DL Show this week 
384,droid_life,26-04-19,Verizon CEO says Galaxy Note 10 will have 5G 
385,droid_life,25-04-19,Galaxy S10 5G is up for preorder for those who are fortunate enough to live near 5G 
386,droid_life,25-04-19,Verizon CEO Galaxy Note 10 Will Have 5G
387,droid_life,25-04-19,Verizons Galaxy S10 5G starts at 1300
388,droid_life,25-04-19,Get Ready for Verizon Galaxy S10 5G PreOrders and Bonuses galaxys105g 
389,droid_life,24-04-19,Galaxy Fold teardown reveals its quite a fragile device 
390,droid_life,24-04-19,We now have specs and pricing for the Galaxy View 2 on ATampT Available this Friday for 37month on ATampT Next 
391,droid_life,24-04-19,Galaxy Fold Gets a Teardown an Accident Waiting to Happen
392,droid_life,23-04-19,ATampT Unveils Galaxy View 2 on YouTube a 173 FHD Display Behemoth
399,droid_life,19-04-19,Bright Night will now be a standalone camera mode on the Galaxy S10 
400,droid_life,18-04-19,If youre buying a Galaxy Fold heres what NOT to do 
401,droid_life,18-04-19,Uh oh Galaxy Fold review units are breaking 
402,droid_life,17-04-19,If You Buy a Galaxy Fold Dont Remove Its Protective Layer galaxyfold 
403,droid_life,17-04-19,Galaxy Fold Review Units are Breaking GalaxyFold 
405,droid_life,16-04-19,Is the Galaxy Fold bad
407,droid_life,15-04-19,Early adopters you can preorder the Galaxy Fold
408,droid_life,15-04-19,Verizon Galaxy Note 9 Receiving April Security Patch
410,droid_life,15-04-19,Galaxy Fold preorders are live galaxyfold 
412,droid_life,12-04-19,Galaxy Fold Reservations are Now Open galaxyfold 
415,droid_life,10-04-19,Galaxy A80 comes with popup flippy camera action 
417,droid_life,10-04-19,Dont know which Galaxy S10 to buy We can help 
418,droid_life,09-04-19,Which Galaxy S10 Should You Buy galaxys10 
419,droid_life,09-04-19,Ready to have your choice in Galaxy Note 10 models
420,droid_life,09-04-19,US unlocked Galaxy S8 S8 and Note 8 grabbed their Pie One UI updates today
421,droid_life,08-04-19,A Smaller Galaxy Note 10 Yes Please galaxynote10 
422,droid_life,08-04-19,US Unlocked Galaxy S8 S8 and Note 8 Now Receiving Pie and One UI Update
423,droid_life,08-04-19,Verizon Galaxy S10 S10 and S10e All Receive New Update
424,droid_life,06-04-19,DEAL Unlocked Galaxy S9 on sale for 499 S9 for 599 100 off 
425,droid_life,05-04-19,TMobile Galaxy Note 8 gets its Pie One UI update 
426,droid_life,05-04-19,DEAL Get an Unlocked Galaxy S9 for 499 Galaxy S9 for 599 100 Off
427,droid_life,05-04-19,TMobile Galaxy Note 8 Pie One UI Update is Here
428,droid_life,05-04-19,Report says Verizons Galaxy S10 5G will go on sale starting April 18 
429,droid_life,05-04-19,VIDEO 5 reasons you should buy the Galaxy S10S10
430,droid_life,04-04-19,Report Verizon Galaxy S10 5G Goes on Sale April 18
431,droid_life,04-04-19,Video 5 Reasons to Buy the Galaxy S10S10
432,droid_life,04-04-19,Verizon Galaxy S8 Note 8 get that Pie and One UI 
433,droid_life,03-04-19,Verizons Galaxy S8 and Note 8 Join the Pie One UI Update Party
435,droid_life,02-04-19,Verizon Galaxy S7 S7 Edge S9 and S9 Receive March Security Patch
436,droid_life,02-04-19,VIDEO 26 minutes worth of cases for the Galaxy S10 
437,droid_life,02-04-19,Galaxy S10 5G availability begins April 5 in South Korea 
438,droid_life,01-04-19,Video Need a Case for Your Galaxy S10 There Are Lots of Options to Choose From
439,droid_life,01-04-19,We Know When You Can Start Buying the Galaxy S10 5G galaxys105g 
440,droid_life,01-04-19,Galaxy S7 is Old so Itll Now Only Get Quarterly Security Updates galaxys7 
441,droid_life,29-03-19,TMobile ATampT Galaxy Note 8 and S8 phones are getting that fresh slice of Pie 
442,droid_life,29-03-19,Fresh Pie Updates for TMobile ATampT Galaxy Note 8 and S8 Phones are Here
443,droid_life,28-03-19,That Energy Ring app now supports the Galaxy S10 too Sweet
444,droid_life,28-03-19,Report says the Galaxy Note 10 may have no physical buttons 
446,droid_life,27-03-19,Report Galaxy Note 10 Coming in August May Have No Physical Buttons
447,droid_life,27-03-19,Here is the Galaxy FoldFolding galaxyfold 
448,droid_life,27-03-19,Energy Ring app turns your Galaxy S10 S10e display cutout into a battery level indicator 
449,droid_life,26-03-19,Sprint Galaxy S8 S8 and Note 8 Updated to Pie
450,droid_life,26-03-19,Energy Ring for Galaxy S10 S10e Brings a Battery Indicator to Your Displays Cutout
453,droid_life,19-03-19,ATampT Galaxy Fold in the wild sports a sweet display crease
456,droid_life,16-03-19,In this weeks podcast we cover our Galaxy S10 reviews and the launch of Android Q
457,droid_life,15-03-19,This collection of wallpapers embrace the Galaxy S10s display cutout 
458,droid_life,15-03-19,Our Galaxy S10e review is up We like it 
460,droid_life,15-03-19,You Need These Wallpapers That Embrace Your GalaxyS10 Display Cutout
462,droid_life,15-03-19,Our Galaxy S10 review is here galaxys10 
463,droid_life,15-03-19,280 off the Galaxy Note 9 right now at Amazon
465,droid_life,14-03-19,DEAL US Unlocked Galaxy Note 9 Down to 719 at Amazon 280 off
466,droid_life,13-03-19,Weve got 20 tips amp tricks for the whole Galaxy S10 family
467,droid_life,12-03-19,20 Galaxy S10 S10 amp S10e Tips and Tricks galaxys10 
468,droid_life,12-03-19,Verizon Galaxy Note 9 Android Pie Update is Ready
469,droid_life,12-03-19,Here are a few Galaxy S10e tricks you may not have known about 
470,droid_life,11-03-19,We have the first 10 things to do with the Galaxy S10 and S10 
471,droid_life,11-03-19,Galaxy S10e Some of Its Cool Sht You May Not Know About galaxys10e 
472,droid_life,11-03-19,Galaxy S10 First 10 Things to Do
473,droid_life,08-03-19,Ankers 10W Fast Wireless Charger at 1299 is Here for Your New GalaxyS10
474,droid_life,08-03-19,Galaxy S10 Owners Treated to 6 Months of Spotify Premium 4 Months of YouTube Premium
476,droid_life,08-03-19,Galaxy S10 preorders are arriving at the door What are your first impressions
477,droid_life,08-03-19,We unbox the Galaxy S10 in Ceramic White
478,droid_life,07-03-19,Your Galaxy S10 PreOrders are Here First Reactions GalaxyS10 
479,droid_life,07-03-19,VIDEO Galaxy S10 Unboxing
480,droid_life,07-03-19,Probably Running Out of Time to Get 550 Off for Trades on Galaxy S10 galaxys10 
481,droid_life,06-03-19,iFixit Tears Down the Galaxy S10 Lineup Finds Self Repairability to be a Nightmare
483,droid_life,06-03-19,Weve got the first 10 things you should do with the Galaxy S10e 
484,droid_life,06-03-19,February patch rolling out to Verizon Galaxy S8 S8 and Note 8 
485,droid_life,05-03-19, Full review for Galaxy S10 will be 855 for sure but not sure about the 10e It will likely be a mi 
486,droid_life,05-03-19,Galaxy S10e First 10 Things to Do
487,droid_life,05-03-19,Verizon Galaxy S8 S8 and Note 8 Receive February Security Patch
488,droid_life,05-03-19,Galaxy S10 receives A grade from DisplayMate 
489,droid_life,05-03-19,Galaxy S10 preorders are shipping out and will hit doorsteps a couple days early
490,droid_life,04-03-19,We unboxed and went handson with the Galaxy S10e last week Its very bright 
491,droid_life,04-03-19,DisplayMate Praises Galaxy S10 Most Color Accurate Display We Have Ever Tested
492,droid_life,04-03-19,Galaxy S10 preorders are shipping early galaxys10 
493,droid_life,02-03-19,We unbox the Galaxy S10e In Canary Yellow Hot 
494,droid_life,02-03-19,TMobile Galaxy Note 9 gets Pie update 
495,droid_life,01-03-19,VIDEO Galaxy S10e Unboxing
496,droid_life,01-03-19,Netflix Certifies Galaxy S10 Lineup for HDR Support
497,droid_life,01-03-19,TMobile Galaxy Note 9 Receiving Pie Update
498,droid_life,28-02-19,Poll Screen Protector or Nah galaxys10 
499,droid_life,28-02-19,Galaxy S10 S10 preorders now come with a 130 gift certificate galaxys10 
500,droid_life,27-02-19,DEAL Galaxy S10 S10 PreOrders Now Include 130 Gift Certificate galaxys10 
501,droid_life,27-02-19,Verizon Galaxy S9 S9 and Moto Z2 Play Updated With February Security Patch
502,droid_life,27-02-19,4 rear cameras on the Galaxy Note 10 Sounds good 
504,droid_life,26-02-19,Galaxy Note 10 Rumored to Sport 4 Rear Cameras Just Like the Galaxy S10 5G
505,droid_life,26-02-19,If Youre Planning to Buy a Galaxy Fold Note That Supplies Will be Limited
508,droid_life,23-02-19,DEAL PreOrder New Galaxy Watch Active Get a Free 60 Wireless Charging Pad galaxywatchactive 
509,droid_life,22-02-19,DxOMarks Galaxy S10 camera ranking makes it sound like an incredible shooter 
510,droid_life,22-02-19,We Investigate Is the Galaxy Fold bad
511,droid_life,22-02-19,Galaxy S10 wallpapers are now downloadable for all to enjoy 
512,droid_life,22-02-19,Galaxy S10 Bixby button is completely remappable right out of the box 
513,droid_life,22-02-19,Buying a Galaxy S10e for 200 seems like a good bargain 
514,droid_life,21-02-19,Galaxy S10 DxOMark Camera Ranking is Really Really Good
515,droid_life,21-02-19,Is the Galaxy Fold Bad galaxyfold 
516,droid_life,21-02-19,Galaxy S10 Wallpapers are Available for Download
517,droid_life,21-02-19,Galaxy S10 Bixby Button is Remappable Out of the Box
518,droid_life,21-02-19,I Went Galaxy S10e Traded in a Galaxy S9 and Will Pay Just 200 galaxys10e 
519,droid_life,21-02-19,Galaxy S10 preorders are opening any minute  here are the prices deals etc galaxys10 
520,droid_life,21-02-19,Poll You buying a Galaxy Fold
521,droid_life,21-02-19,Galaxy S10 early preorder emails going out to those who reserved
522,droid_life,21-02-19,Poll You buying a Galaxy S10 Which one
523,droid_life,21-02-19,We played with the Galaxy S10 family
524,droid_life,21-02-19,The Galaxy Watch and Galaxy Buds
525,droid_life,21-02-19,Galaxy S10 family specs
526,droid_life,21-02-19,The Galaxy S10 galaxys10 
527,droid_life,21-02-19,The Galaxy Fold galaxyfold
528,droid_life,21-02-19,Galaxy S10 Availability Pricing Deals All Carriers Up to 1600 galaxys10 
529,droid_life,21-02-19,Poll Are You Buying a Galaxy Fold
530,droid_life,20-02-19,OMG We Played With the Galaxy S10 Galaxy S10and S10e galaxys10 
531,droid_life,20-02-19,Poll Which GalaxyS10 are You Buying
537,droid_life,20-02-19,GALAXY FOLD
538,droid_life,20-02-19,Galaxy S10 promo videos are here and the phone hasnt been announced yet galaxys10 
541,droid_life,19-02-19,We know of at least 1 screen protector thatll work properly with the Galaxy S10
542,droid_life,19-02-19,Galaxy S10 leaks on Galaxy S10 leaks
543,droid_life,18-02-19,Whitestone Screen Protector 2Pack for Galaxy S10 Costs 60 Doesnt Have Giant Hole
544,droid_life,18-02-19,This Galaxy S10 S10 Video Wasnt Supposed to Arrive This Early galaxys10 
545,droid_life,18-02-19,US Unlocked Galaxy S9 S9 Now Receiving Android Pie One UI Update
548,droid_life,15-02-19,Unlocked Galaxy S9 Comes in Last Again With Big Updates
549,droid_life,14-02-19,Our First Look at the Galaxy S10 in Luxurious Ceramic White
550,droid_life,14-02-19,TMobile Galaxy S9 S9 units getting that Pie update once again 
551,droid_life,13-02-19,Haha This Galaxy S10 Screen Protector has a Giant Hole
552,droid_life,13-02-19,TMobile Galaxy S9 Pie update is back and rolling out
554,droid_life,13-02-19,Specs galore for the Galaxy S10 S10 and S10e 
556,droid_life,12-02-19,Galaxy S10 S10 S10e Finalized Specs Reportedly Detailed in Full
557,droid_life,11-02-19,TMobile Galaxy S9 S9 Get Android 9 Pie Update and RCS Universal Profile 10
559,droid_life,07-02-19,Galaxy S10 indisplay fingerprint reader probably confirmed
560,droid_life,07-02-19,Galaxy S10 may have reverse wireless charging and thats not really as cool as you think
561,droid_life,07-02-19,A First Look at the Galaxy S10 InDisplay Fingerprint Reader is Here
562,droid_life,06-02-19,Reverse Wireless Charging in the Galaxy S10OK galaxys10 
563,droid_life,06-02-19,Your Next Galaxy Note S Pen May Double as a Camera
565,droid_life,02-02-19,Heres the Galaxy S10e the lower cost S10 model 
566,droid_life,01-02-19,Verizon Moto G6 G6 Play LG V40 Galaxy Note 8 and RED Hydrogen One Get Security Patches
568,droid_life,01-02-19,Heres the Galaxy S10e the Lower Cost Model
569,droid_life,01-02-19,Highres Galaxy S10 and S10 images are here
570,droid_life,01-02-19,Sprint and ATampT Galaxy S9 phones all got Pie and One UI updates today
571,droid_life,31-01-19,So many GalaxyS10 pics today
572,droid_life,31-01-19,Weve Got a First Galaxy Note 9 Pie Update in the US galaxynote9 
573,droid_life,31-01-19,Heres a HighRes Image of the Galaxy S10 galaxys10 
574,droid_life,31-01-19,Sprint Galaxy S9 Gets Android Pie One UI Update Too galaxys9 
575,droid_life,31-01-19,Verizon Galaxy S9 and S9 get updated with Pie and One UI 
577,droid_life,30-01-19,Verizon Galaxy S9 S9 Now Getting Android Pie and One UI Update galaxys9 
578,droid_life,30-01-19,Galaxy Buds Reported to Launch Alongside Galaxy S10
579,droid_life,30-01-19,You buying the 1TB Galaxy S10
581,droid_life,30-01-19,Galaxy S9 on Xfinity Mobile getting Android Pie One UI update 
583,droid_life,25-01-19,Android Pie Beta Now Open to US Galaxy S8 S8 and Note 8
584,droid_life,25-01-19,This is our best look at the Galaxy S10 and S10 yet 
585,droid_life,24-01-19,A Spicy New Look at the Galaxy S10 and Galaxy S10 galaxys10 
586,droid_life,24-01-19,Blockchain KeyStore spotted in Galaxy S10 software 
587,droid_life,24-01-19,Is a 1500 Galaxy S10 with 5G connectivity DOA
588,droid_life,23-01-19,Haha What Galaxy S10 Leak Reveals a Blockchain KeyStore galaxys10 
589,droid_life,23-01-19,Galaxy S10 With 5G Reported to Cost Over 1500
590,droid_life,23-01-19,Unlocked Galaxy Note 9 is even cheaper now than it was earlier today 270 off
591,droid_life,22-01-19,DEAL US Unlocked Galaxy Note 9 is 754 at Amazon Today 245 Off galaxynote9 
592,droid_life,22-01-19,Heres the Galaxy S10 E Galaxy S10 and Galaxy S10 
593,droid_life,21-01-19,Verizon LG V30 Galaxy S8 and S8 Updated With January Security Patch
594,droid_life,21-01-19,Wow Look at These Galaxy S10 Cases
595,droid_life,17-01-19,DEAL Unlocked Galaxy S9 at 525 is a Good Price galayxs9 
596,droid_life,16-01-19,Galaxy S8 S8 Note 8 One UI Beta Now Open in Select Markets
597,droid_life,15-01-19,Everything we know about the Galaxy S10 and all of its variants in one handy dandy post 
598,droid_life,15-01-19,Reported specs for the Galaxy S10 X are nuts 
602,droid_life,11-01-19,Verizon Galaxy S8 S8 Get December Security Patch
604,droid_life,11-01-19,Galaxy S10 unveiling confirmed for February 20 
607,droid_life,05-01-19,TMobile Galaxy Note 9 Note 8 get RCS Universal Profile 10 support
608,droid_life,04-01-19,TMobile Galaxy Note 9 Note 8 Get RCS Universal Profile 10 Support
609,droid_life,04-01-19,Oh This the Galaxy S10 galaxys10 
611,droid_life,03-01-19,Actual Photo of Galaxy S10 Emerges Hole Punch Notch and All
615,droid_life,21-12-18,Lots of Galaxy Phones on TMobile are Getting Security Patch Updates
617,droid_life,14-12-18,Verizon Galaxy S9 S9 and Note 8 Updated With December Security Patch
619,droid_life,11-12-18,Galaxy Note 9 Getting One UI Beta 2 Update With Lots of Bug Squashing
620,droid_life,11-12-18,Galaxy A8s with InfinityO display is confirmed for China 
622,droid_life,04-12-18,One UI registration opens again for Galaxy Note 9 owners You best hurry
624,droid_life,29-11-18,Galaxy Note 9 owners you get in the One UI beta
626,droid_life,28-11-18,One UI Beta Opened to Limited Number of Galaxy Note 9 Owners
627,droid_life,27-11-18,Amazon is selling Galaxy devices at 200 discount bundled with Amazon Echo devices 
629,droid_life,26-11-18,DEAL Amazon Selling Galaxy S9 S9 Note 9 200 Off With Free Echo 2nd Gen Echo Spot
630,droid_life,21-11-18,Camera Shootout Pixel 3 XL vs OnePlus 6T vs RED Hydrogen One vs Galaxy Note 9 vs Mate 20 Pro
631,droid_life,21-11-18,Ready for a Galaxy S phone with 5G connectivity and 6 cameras Its apparently coming 
632,droid_life,20-11-18,Report Variant of Galaxy S10 to Offer 5G Four Rear Cameras
640,droid_life,13-11-18,Galaxy S10 May Skip the Notch for an InfinityO Display galaxys10 
641,droid_life,13-11-18,Black Friday deals for Google products Galaxy Phones are lookin good
642,droid_life,12-11-18,Verizon Updates Galaxy S9 RED Hydrogen Moto Z and More
643,droid_life,12-11-18,You Buying a Foldable Galaxy F Phone for 1700
644,droid_life,12-11-18,Black Friday 2018 Deals Lookin Great for Pixel 3 Galaxy Phones deals 
1048,droid_life,04-02-19,Instant Tethering Comes to More Chromebooks and Android Devices
0,gizmodo,29-10-19,Samsungs second foldable is a flip phone with a nextgen design 
1,gizmodo,29-10-19,Samsung brings big bright QLED displays to laptops for the first time 
4,gizmodo,28-10-19,Samsungs space selfie satellite plummets from sky onto Michigan horse farm 
6,gizmodo,26-10-19,One month with the Samsung Galaxy Fold Folding is believing
7,gizmodo,26-10-19,A month with the improved Samsung Galaxy Fold and I actually still like it 
8,gizmodo,18-10-19,A bug lets any fingerprint unlock the Galaxy S10 and Note 10 and Samsung blames phone covers 
10,gizmodo,17-10-19,Samsung Galaxy Tab S6 review The last of a dying breed  
11,gizmodo,04-10-19,This Samsung Galaxy Fold stunt filled me with hope and joy  
12,gizmodo,27-09-19,Samsung had to fix one thing with the Galaxy Watch Active2 
14,gizmodo,23-09-19,The Samsung Galaxy Fold finally goes on sale this week again 
16,gizmodo,15-09-19,All the phone companies not named Apple and Samsung that you should care about 
17,gizmodo,13-09-19,Samsung just released a smaller version of its famouslyhuge phone the Galaxy Note 10 Here are the differences be 
20,gizmodo,05-09-19,Can you spot the upgrades on the new Samsung Galaxy Fold  
22,gizmodo,05-09-19,Samsung Galaxy Fold to launch in Korea on Sept 6 no official US release date listed yet  
23,gizmodo,03-09-19,Samsung is supposedly working on a much cooler folding phone  
25,gizmodo,29-08-19,Samsungs first Bixby speaker still isnt out but now theres a mini version 
27,gizmodo,22-08-19,Samsung probably got a lot of wedgies in high school 
29,gizmodo,26-10-19,One month with the improved Galaxy Fold and I actually still like it  
36,gizmodo,12-10-19,Hubble sees our galaxy sucking up a mysterious amount of gas  
44,gizmodo,12-09-19,Galaxy Note 10 Review A smaller Note makes for better handling 
49,gizmodo,26-08-19,Galaxy Note 10 alternate internets and Bernies climate plan best Gizmodo stories of the week 
50,gizmodo,25-08-19,The Galaxy Note 10 is damn near perfect 
51,gizmodo,24-08-19,Should you buy the Galaxy Note 10  
86,gizmodo,15-10-19,Googles budget Chromebook might walk the fine line between high design and great value  
87,gizmodo,15-10-19,Could the Pixelbook Go be the best Chromebook of the year  
88,gizmodo,15-10-19,The Pixelbook Go is a smaller cheaper Googlemade Chromebook  
89,gizmodo,15-10-19,New Pixel phones buds Chromebook Nest products and Stadia pics flashed up on screen No watch madebygoogle 
0,tech2eets,16-10-19, RedmiNote8Pro  uses a 64 MP Samsung ISOCELL Bright GW1 sensor Catch all the live updates 
1,tech2eets,09-10-19,Samsungs GalaxyFold nightmare continues A user has reported that the company logo on the hinge of the folding 
2,tech2eets,08-10-19,If youre interested in purchasing the  Galaxy Fold you can buy it from the official Samsung online s 
3,tech2eets,04-10-19,Priced at Rs 164999 Samsung GalaxyFold is now open for prebooking Here is all you need to know 
4,tech2eets,24-09-19,samsunggalaxys10 series gets Night sight mode for selfies live focus video and more Report 
5,tech2eets,18-09-19, Samsung GalaxyM10s comes in a single variant with 3 GB RAM and 32 GB storage which is priced at Rs 
6,tech2eets,18-09-19, Samsung GalaxyM30s has been announced in two variants  6 GB RAM  128 GB storage priced at Rs 1699 
7,tech2eets,10-09-19,With its 6000 mAh battery the Samsung GalaxyM30s might just be the phone to end all your battery life woes Ther 
8,tech2eets,05-09-19,Samsung launches GalaxyA905G in Korea at a price of 899900 WON which roughly translates to Rs 53000 
9,tech2eets,05-09-19,Samsung confirms that GalaxyFold will be available for purchase in Korea starting tomorrow  
10,tech2eets,03-09-19,Samsungs just launched GalaxyA90 brings 5G support and a topend Snapdragon 855 chipset along with a triple rear 
11,tech2eets,03-09-19,Samsung GalaxyM30s with whopper of a 6000 mAh battery to arrive on 18 September  
12,tech2eets,29-08-19,Samsung Galaxy S11 series leaks hint at another foldable phone and at least three 5G smartphones 
13,tech2eets,27-08-19,The  GalaxyA10S can be purchased across all retail stores eShop Samsung Opera House and all major leadi 
14,tech2eets,19-08-19, is worried that Samsung will benefit from the USChina trade war Report 
15,tech2eets,13-08-19, s camera tests claim that Samsungs GalaxyNote10Plus shoots better photos than the HuaweiP30Pro
16,tech2eets,12-08-19,Samsung just announced a 108 MP image sensor for smartphones
17,tech2eets,08-08-19,Samsungs new SPen is more magic wand than stylus  
18,tech2eets,08-08-19,Samsung just announced that the GalaxyNote10 series will be priced starting Rs 69999 in India Heres a specs com 
19,tech2eets,07-08-19,     That was all from the Samsung Unpacked 2019 event We will send 
20,tech2eets,07-08-19,     The Samsung Galaxy Note 10 starts at a price of 949 whereas the 
21,tech2eets,07-08-19,     The Samsung Galaxy Book S priced at 999 and it will be availabl 
22,tech2eets,07-08-19,     Samsung claims the Galaxy Book S has a battery life of 23 hours
23,tech2eets,07-08-19,    Samsung just announced a new laptop called the Galaxy Book S powered by th 
24,tech2eets,07-08-19,    Samsung DeX can now work with Windows laptops and MacBooks with just a USBC cable
25,tech2eets,07-08-19,   With the tap of a button Samsung users will be able to mirror their screens on 
26,tech2eets,07-08-19,  Samsung is partnering with  for integrated experiences between mobile and laptop dev 
27,tech2eets,07-08-19, Samsung partnered with  so that gamers can communicate with their friends while playing multipl 
28,tech2eets,07-08-19, Samsung is opening the S Pen SDK for developers to implement more functionality Note 10 users will also b 
29,tech2eets,07-08-19,Samsung GalaxyUnpacked event will be held on 8 August at 100 am IST here is how you can watch it live 
30,tech2eets,01-08-19,The 5G variant of the upcoming Samsung GalaxyNote10Plus gets an unofficial release date 
31,tech2eets,01-08-19,From Samsung GalaxyM40 to RedmiY3 here are all the smartphones will be available on discount during the upcoming 
32,tech2eets,01-08-19,Samsung GalaxyA80 is now on sale It comes with a flip camera 3700 mAh battery more Before you make the purcha 
33,tech2eets,30-07-19,Samsung Galaxy Tab S6 might feature an AMOLED display and latest Qualcomm Snapdragon 855 chipset Read more details 
34,tech2eets,25-07-19,Samsung GalaxyA80 with a rotating camera is now open for prebooking on  and the company website 
35,tech2eets,29-10-19,In what is possibly the most unnecessary leak of the year its been suggested that GalaxyS11 will be powered by t 
36,tech2eets,24-10-19, has updated software to fix problems with fingerprint recognition features on GalaxyS10 and 
37,tech2eets,18-10-19, has posted a statement suggesting Galaxy S10 and Note10 users remove the screen protectors and reregiste 
38,tech2eets,17-10-19, is working on a fix that allowed any fingerprint to unlock the Galaxy S10 It uses an indisplay ult 
39,tech2eets,16-10-19, has captured a stunning image of a spiral galaxy NGC 3717 that resides in the Hydra constellation 
40,tech2eets,15-10-19, GalaxyS10 series has reportedly already started receiving OneUI2 in the US
41,tech2eets,14-10-19,iPhoneXR OnePlus7Pro GalaxyNote9 all selling at Rs 42999 at GreatIndianFestival on  
42,tech2eets,14-10-19,AmazonGreatIndianFestival 2019 is live now From iPhonexr to Galaxynote9  here are the best deals that you will 
43,tech2eets,11-10-19, unveiled GalaxyWatchActive2  GalaxyWatch4G  GalaxyTabS6 in India To starting selling today on 
44,tech2eets,11-10-19,From OnePlus7TPro iPhone11Pro  galaxynote10Plus and huaweip30pro  lets see which one is the Flagship King
45,tech2eets,09-10-19,The IMEI manipulation security vulnerability affects the  Galaxy S8 S9 S10 S10e S10 Plus S10 5G 
48,tech2eets,05-10-19,The  GalaxyA20s has been announced in India for a starting price of Rs 11999
