,User,Date,Tweets
,,,
12.0,gadgetsnow,2019-10-25 14:05:26,Samsungs ace move this Diwali Galaxy M10s with sAMOLED screen at Rs7999
13.0,gadgetsnow,2019-10-24 14:30:00,OnePlus TV threat gets bigger for Samsung LG and Sony
14.0,gadgetsnow,2019-10-24 05:30:00,Samsung may have some disappointing news for India
30.0,gadgetsnow,2019-09-24 03:30:00,Samsung mocks new Huawei phones for not having Google apps
31.0,gadgetsnow,2019-09-23 20:30:00,Preorders for new iPhones begin Google showcases new Indiafirst features Samsungs biggest battery phone and mo 
32.0,gadgetsnow,2019-09-23 13:55:15,With topend specs the monster Samsung Galaxy M30s is designed for millennials Sale starts on Sept 29 
40.0,gadgetsnow,2019-09-19 10:34:47,Top 4 reasons why Samsung Galaxy M30s is your ultimate gaming companion SamsungM30s goes on sale on 29th Septembe 
41.0,gadgetsnow,2019-09-18 11:57:11,How Samsungs two latest smartphones compare 
42.0,gadgetsnow,2019-09-16 10:30:00,Samsung may launch lesser flagship smartphones next year onwards
43.0,gadgetsnow,2019-09-15 04:30:00,IT Minister to meet CEO of Apple Samsung Xiaomi Vivo and other global tech companies on India biz plans on Sep 1 
44.0,gadgetsnow,2019-09-10 14:51:34, all set to disrupt the midrange smartphoneverse with the SamsungM30s Launching on 18th Sep 12 no 
45.0,gadgetsnow,2019-09-07 17:30:00,QualcommSamsung axis brings 5G to the masses as Huawei struggles
47.0,gadgetsnow,2019-08-29 17:30:00,Keep your friends close but your enemies closer Samsungs new mantra
48.0,gadgetsnow,2019-08-29 09:30:00,Samsung heir braces for top court ruling in expresident bribery case
49.0,gadgetsnow,2019-08-29 07:30:00,Samsung Galaxy Note 10 Plus vs Apple iPhone XS Max How cameras of two of the worlds mostpowerful phones compare
68.0,gadgetsnow,2019-08-09 12:00:00,Samsung has killed the power off button in the Galaxy Note 10
69.0,gadgetsnow,2019-08-09 08:22:00,Amazon Freedom sale 20 gadgets from Realme Xiaomi Samsung and others available at Rs 599 and less
70.0,gadgetsnow,2019-08-08 20:30:00,Why the new Note series phones made Samsung delete antiApple videos
71.0,gadgetsnow,2019-08-08 15:14:25,Heres everything you need to know about the mostpowerful Samsung smartphone ever 
72.0,gadgetsnow,2019-08-08 14:30:00,Heres why Microsoft CEO Satya Nadella made a surprise entry at Samsung Galaxy Note 10 launch
73.0,gadgetsnow,2019-08-08 13:30:00,Samsung Galaxy Note 10 prices in India announced Launch offers availability and more
74.0,gadgetsnow,2019-08-08 12:30:00,Samsung launches its mostpowerful smartphone ever All you need to know
75.0,gadgetsnow,2019-08-08 08:39:08,10 smart TVs from Xiaomi Samsung Sony and others under Rs 30000 to buy during Amazon Freedom sale
77.0,gadgetsnow,2019-08-07 20:30:00,We take a quick look at Samsungs most powerful smartphone of this year the GalaxyNote10 and the 
78.0,gadgetsnow,2019-08-04 04:30:00,Samsung planning to ditch this app from Galaxy smartphones permanently 
79.0,gadgetsnow,2019-08-03 08:30:00,Samsung set to launch its most expensive smartphone Expected price specifications and more
80.0,gadgetsnow,2019-08-02 09:43:59,How Mumbai police is using tech popularised by Apple and Samsung to catch criminals
81.0,gadgetsnow,2019-08-01 11:30:00,Samsung launches Galaxy Tab 6 to take on Apple iPad Pro Price specs and more
82.0,gadgetsnow,2019-08-01 07:44:36,OnePlus beats Samsung Apple in premium smartphone segment in India Report
83.0,gadgetsnow,2019-07-26 09:31:41,Xiaomi Samsung others Who won who lost in the Indian smartphone market
84.0,gadgetsnow,2019-07-25 18:30:00,Samsung announces new launch date for its foldable smartphone Galaxy Fold
85.0,gadgetsnow,2019-07-25 15:30:00,Samsung adds Apple Watch 4like features to the Galaxy Watch Active
86.0,gadgetsnow,2019-07-24 16:14:55,Watch the quick look of the latest tablet from Samsung 
87.0,gadgetsnow,2019-07-24 02:30:00,Government has a message for Samsung on make in India
88.0,gadgetsnow,2019-07-23 08:30:00,Twoyearold Samsung phone helps save 20 people after boat capsizes
89.0,gadgetsnow,2019-07-16 03:30:00,Why PMO panel has sought inputs from Apple Samsung and other global firms
90.0,gadgetsnow,2019-07-15 16:30:00,How Samsung may be earning 80 on every OnePlus 7 Pro smartphone
91.0,gadgetsnow,2019-07-15 13:30:00,Big Shopping days on Flipkart Offers on Xiaomi Poco F1 Google Pixel 3 Samsung Galaxy S10 Realme 3 Pro and more
92.0,gadgetsnow,2019-07-15 11:30:00,Amazon Prime Day Sale is live Bestever offers on Apple Samsung OnePlus Huawei Xiaomi Realme smartphones 
93.0,gadgetsnow,2019-07-14 18:48:52,AmazonPrimeDay Sale is live Bestever offers on Apple Samsung OnePlus Huawei Xiaomi realmeX smartphone 
94.0,gadgetsnow,2019-07-11 12:30:00,Samsung may be the first to launch a tablet with indisplay fingerprint scanner
95.0,gadgetsnow,2019-07-10 15:17:12,Heres the quick look of the latest smartwatch from Samsung 
96.0,gadgetsnow,2019-07-07 06:30:00,This fake Samsung app is in more than 10 million Android smartphones
97.0,gadgetsnow,2019-07-06 17:30:00,Samsung predicts big drop in Q2 profit
98.0,gadgetsnow,2019-07-06 12:30:00,Samsung Galaxy Watch may get two important Apple Watch features
101.0,gadgetsnow,2019-07-03 11:16:48,vivoZ1Pro vs Xiaomi RedmiNote7Pro vs Samsung GalaxyM30 vs honor20i vs Oppo K1 The best new smartphone under Rs 
102.0,gadgetsnow,2019-07-01 16:30:00,Samsung may ditch the Pro for a Plus in Galaxy Note 10 
110.0,gadgetsnow,2019-06-20 09:30:00,Samsungs most expensive phone is finally set to launch confirms company
111.0,gadgetsnow,2019-06-15 11:30:00,World Cup 2019 15 smartTVs from Samsung Xiaomi and others selling at a discount of up to 50 on Flipkart 
112.0,gadgetsnow,2019-06-13 15:30:00,Best smartphone under Rs 20000 Samsung Galaxy M40 vs Xiaomi Redmi Note 7 Pro vs Nokia 81 vs Vivo V15
113.0,gadgetsnow,2019-06-11 13:56:00,Samsung GalaxyM40 launched in India Price specs offers and more 
114.0,gadgetsnow,2019-06-09 15:30:00,New features for iPhone iPad users Apples mostexpensive computer Samsung 8K TV launch and more in top tech new 
116.0,gadgetsnow,2019-06-04 01:30:00,Samsung Galaxy Note 10 will get this big upgrade over Galaxy S10 and Galaxy S10 
117.0,gadgetsnow,2019-06-03 11:30:00,How Huaweis pain may be Samsung and Apples gain
118.0,gadgetsnow,2019-06-01 02:30:00,Samsung Galaxy Note 10 may get this big design change
119.0,gadgetsnow,2019-05-31 15:30:00,This is why Xiaomis number 1 tag does not bother Samsung 
120.0,gadgetsnow,2019-05-30 09:56:17,Samsung Galaxy M40 with 32MP triplelens camera screen sound tech to cost Rs 19990
121.0,gadgetsnow,2019-05-25 05:30:00,Samsung gives you another reason to buy Galaxy M10 M20 and M30
123.0,gadgetsnow,2019-05-14 18:30:00,This Apple app is now available on Samsung devices 
124.0,gadgetsnow,2019-05-10 19:23:17,Google Pixel 3a XL vs Samsung Galaxy 10e vs Apple iPhone XR The best affordable flagship
