,User,ID,Date,Text
13,SamsungMobile,1190418238036774912,2019-11-01 23:59:59,"b'RT @Samsung: Check out the product specifications of #GalaxyBookFlex and #GalaxyBookIon, world\xe2\x80\x99s first laptops with #QLED displays #SDC19\xe2\x80\xa6'"
996,SamsungMobile,1007097546336923649,2018-06-14 03:09:00,b'RT @Samsung: How to best watch the nations compete in sports games #QLEDTV #FamilyHub #GalaxyS9 #AI\nhttps://t.co/RaPNI8jni9'
