,User,Date,Text
SamsungMobile,508431590079594496,2014-09-07 01:48:31,b'RT @MBfashionweek: A moment in time with  @academy_of_art. effects #poweredbysamsung on a #galaxycamera #samsungS5 http://t.co/35J8P6CIZP'
