Date,compound
1/7/2018,0.354321505
2/7/2018,0.354321505
3/7/2018,0.354321505
4/7/2018,0.354321505
5/7/2018,0.354321505
6/7/2018,0.354321505
7/7/2018,0.354321505
8/7/2018,0.354321505
9/7/2018,0.354321505
10/7/2018,0.354321505
11/7/2018,0.354321505
12/7/2018,0.354321505
13/7/2018,0.354321505
14/7/2018,0.354321505
15/7/2018,0.354321505
16/7/2018,0.354321505
17/7/2018,0.354321505
18/7/2018,0.354321505
19/7/2018,0.354321505
20/7/2018,0.354321505
21/7/2018,0.354321505
22/7/2018,0.354321505
23/7/2018,0.354321505
24/7/2018,0.354321505
25/7/2018,0.354321505
26/7/2018,0.354321505
27/7/2018,0.354321505
28/7/2018,0.354321505
29/7/2018,0.354321505
30/7/2018,0.354321505
31/7/2018,-0.34
1/8/2018,0.354321505
2/8/2018,0.354321505
3/8/2018,0.354321505
4/8/2018,0.354321505
5/8/2018,0.354321505
6/8/2018,0.354321505
7/8/2018,0.354321505
8/8/2018,0.354321505
9/8/2018,-0.1027
10/8/2018,0.354321505
11/8/2018,0.354321505
12/8/2018,0.354321505
13/8/2018,0.354321505
14/8/2018,0.354321505
15/8/2018,0.354321505
16/8/2018,0.354321505
17/8/2018,0.354321505
18/8/2018,0.354321505
19/8/2018,0.354321505
20/8/2018,0.354321505
21/8/2018,0.354321505
22/8/2018,0.354321505
23/8/2018,0.354321505
24/8/2018,0.354321505
25/8/2018,0.354321505
26/8/2018,0.354321505
27/8/2018,0.354321505
28/8/2018,0.354321505
29/8/2018,0.354321505
30/8/2018,0.354321505
31/8/2018,0.354321505
1/9/2018,0.354321505
2/9/2018,0.354321505
3/9/2018,0.354321505
4/9/2018,0.354321505
5/9/2018,0
6/9/2018,0.354321505
7/9/2018,0.354321505
8/9/2018,0.354321505
9/9/2018,0.354321505
10/9/2018,0.354321505
11/9/2018,0.354321505
12/9/2018,0.354321505
13/9/2018,0.354321505
14/9/2018,0.354321505
15/9/2018,0.354321505
16/9/2018,0.354321505
17/9/2018,0.354321505
18/9/2018,0.354321505
19/9/2018,0.354321505
20/9/2018,0.354321505
21/9/2018,0.354321505
22/9/2018,0.354321505
23/9/2018,0.354321505
24/9/2018,0.354321505
25/9/2018,0.354321505
26/9/2018,0.354321505
27/9/2018,0.354321505
28/9/2018,0.354321505
29/9/2018,0.354321505
30/9/2018,0.354321505
1/10/2018,0.354321505
2/10/2018,0.354321505
3/10/2018,0.354321505
4/10/2018,0.354321505
5/10/2018,0.354321505
6/10/2018,0.354321505
7/10/2018,0.354321505
8/10/2018,0.354321505
9/10/2018,0.354321505
10/10/2018,0.354321505
11/10/2018,0.354321505
12/10/2018,0.354321505
13/10/2018,0.354321505
14/10/2018,0.354321505
15/10/2018,0.354321505
16/10/2018,0.354321505
17/10/2018,0.354321505
18/10/2018,0.354321505
19/10/2018,0.354321505
20/10/2018,0.354321505
21/10/2018,0.354321505
22/10/2018,0.354321505
23/10/2018,0.354321505
24/10/2018,0
25/10/2018,0.354321505
26/10/2018,0.1222
27/10/2018,0.354321505
