Date,compound
28/10/2018,0.354321505
29/10/2018,0.354321505
30/10/2018,0.354321505
31/10/2018,0.354321505
1/11/2018,0.2023
2/11/2018,0.354321505
3/11/2018,0.354321505
4/11/2018,0.354321505
5/11/2018,0
6/11/2018,0
7/11/2018,1.3601
8/11/2018,1.6313
9/11/2018,0.5423
10/11/2018,0.354321505
11/11/2018,0.354321505
12/11/2018,0.6249
13/11/2018,0
14/11/2018,0
15/11/2018,0.4728
16/11/2018,0.1027
17/11/2018,0.354321505
18/11/2018,0
19/11/2018,-0.3488
20/11/2018,0
21/11/2018,0
22/11/2018,0
23/11/2018,0.2757
24/11/2018,0.354321505
25/11/2018,0
26/11/2018,0.9524
27/11/2018,0.1779
28/11/2018,1.2022
29/11/2018,1.0979
30/11/2018,0
1/12/2018,0.354321505
2/12/2018,0.354321505
3/12/2018,0.1779
4/12/2018,0.6369
5/12/2018,0.4404
6/12/2018,0.354321505
7/12/2018,0.354321505
8/12/2018,0.354321505
9/12/2018,0.354321505
10/12/2018,0.1979
11/12/2018,0.743
12/12/2018,-0.4767
13/12/2018,0.354321505
14/12/2018,0.34
15/12/2018,0.354321505
16/12/2018,0.354321505
17/12/2018,0.354321505
18/12/2018,0.354321505
19/12/2018,0
20/12/2018,0.354321505
21/12/2018,0.7419
22/12/2018,0.354321505
23/12/2018,0.354321505
24/12/2018,0.354321505
25/12/2018,0.354321505
26/12/2018,0.2057
27/12/2018,0.354321505
28/12/2018,0.354321505
29/12/2018,0.354321505
30/12/2018,0.354321505
31/12/2018,0.354321505
1/1/2019,0.354321505
2/1/2019,0
3/1/2019,0
4/1/2019,0
5/1/2019,0
6/1/2019,0.354321505
7/1/2019,0
8/1/2019,0.4019
9/1/2019,0.354321505
10/1/2019,0
11/1/2019,0.34
12/1/2019,0.354321505
13/1/2019,0.354321505
14/1/2019,-0.3182
15/1/2019,-0.3182
16/1/2019,0
17/1/2019,0.4404
18/1/2019,0.354321505
19/1/2019,0.354321505
20/1/2019,0.354321505
21/1/2019,0.34
22/1/2019,0.4739
23/1/2019,-0.34
24/1/2019,-0.5423
25/1/2019,0.6369
26/1/2019,0.354321505
27/1/2019,0.354321505
28/1/2019,0.354321505
29/1/2019,0.4404
30/1/2019,0.4404
31/1/2019,-0.296
1/2/2019,0.6081
2/2/2019,-0.592
3/2/2019,0.354321505
4/2/2019,-0.1779
5/2/2019,0.354321505
6/2/2019,0
7/2/2019,0.0683
8/2/2019,0.354321505
9/2/2019,0.6124
10/2/2019,0.354321505
11/2/2019,-0.3182
12/2/2019,-0.0772
13/2/2019,0
14/2/2019,0
15/2/2019,0
16/2/2019,0
17/2/2019,0.354321505
18/2/2019,0
19/2/2019,-0.34
20/2/2019,0.9769
21/2/2019,0.2585
22/2/2019,1.5902
23/2/2019,0.7184
24/2/2019,0.4404
25/2/2019,0
26/2/2019,0.3612
27/2/2019,1.4667
28/2/2019,0.3377
1/3/2019,0
2/3/2019,0
3/3/2019,0.354321505
4/3/2019,1.0194
5/3/2019,0.8974
6/3/2019,-0.3543
7/3/2019,0.4404
8/3/2019,1.6484
9/3/2019,0.354321505
10/3/2019,0.354321505
11/3/2019,0.3182
12/3/2019,-0.256
13/3/2019,-0.128
14/3/2019,0.8028
15/3/2019,1.2476
16/3/2019,0.3818
17/3/2019,0.354321505
18/3/2019,0.354321505
19/3/2019,0.4588
20/3/2019,0
21/3/2019,0.354321505
22/3/2019,0
23/3/2019,0.354321505
24/3/2019,0.354321505
25/3/2019,0.354321505
26/3/2019,0
27/3/2019,-0.296
28/3/2019,0.2614
29/3/2019,0.3182
30/3/2019,0.354321505
31/3/2019,0.354321505
1/4/2019,0.34
2/4/2019,0.9063
3/4/2019,0.296
4/4/2019,0
5/4/2019,0
6/4/2019,0
7/4/2019,0.354321505
8/4/2019,0.6124
9/4/2019,0
10/4/2019,0.4019
11/4/2019,0
12/4/2019,0
13/4/2019,0
14/4/2019,0.354321505
15/4/2019,0.7419
16/4/2019,0.4019
17/4/2019,0
18/4/2019,0.4404
19/4/2019,0
20/4/2019,0.354321505
21/4/2019,0.354321505
22/4/2019,-0.3304
23/4/2019,0.8126
24/4/2019,-0.4767
25/4/2019,1.1673
26/4/2019,0
27/4/2019,0
28/4/2019,0.354321505
29/4/2019,0.354321505
30/4/2019,0.5106
1/5/2019,0.354321505
2/5/2019,0.4019
3/5/2019,0.3182
4/5/2019,0.354321505
5/5/2019,0.354321505
6/5/2019,0
7/5/2019,0.4172
8/5/2019,0.1779
9/5/2019,0.7224
10/5/2019,0
11/5/2019,0.354321505
12/5/2019,0.354321505
13/5/2019,0
14/5/2019,0
15/5/2019,0
16/5/2019,0
17/5/2019,0.354321505
18/5/2019,0.354321505
19/5/2019,0.354321505
20/5/2019,0.5574
21/5/2019,0.7804
22/5/2019,0.6124
23/5/2019,0.354321505
24/5/2019,0.2732
25/5/2019,0.354321505
26/5/2019,0.354321505
27/5/2019,0.8481
28/5/2019,0.34
29/5/2019,0
30/5/2019,0
31/5/2019,0.354321505
1/6/2019,0.354321505
2/6/2019,0.354321505
3/6/2019,0
4/6/2019,0
5/6/2019,0.5719
6/6/2019,0.4019
7/6/2019,-0.1531
8/6/2019,0.354321505
9/6/2019,0.354321505
10/6/2019,0.354321505
11/6/2019,0.354321505
12/6/2019,0
13/6/2019,0.354321505
14/6/2019,0.9981
15/6/2019,0
16/6/2019,0.354321505
17/6/2019,0.34
18/6/2019,0.354321505
19/6/2019,0.7224
20/6/2019,0
21/6/2019,0.0772
22/6/2019,0.354321505
23/6/2019,0.354321505
24/6/2019,0.34
25/6/2019,0
26/6/2019,0
27/6/2019,0.5859
28/6/2019,0
29/6/2019,0.354321505
30/6/2019,0.354321505
1/7/2019,1.6259
2/7/2019,0.3182
3/7/2019,0.6369
4/7/2019,0.5994
5/7/2019,0.354321505
6/7/2019,0.1434
7/7/2019,0.354321505
8/7/2019,0.34
9/7/2019,0.4019
10/7/2019,0
11/7/2019,-0.4215
12/7/2019,0.1027
13/7/2019,0
14/7/2019,0
15/7/2019,-0.3612
16/7/2019,1.0388
17/7/2019,-0.1531
18/7/2019,-0.34
19/7/2019,0.6794
20/7/2019,0.3612
21/7/2019,0.354321505
22/7/2019,0
23/7/2019,0.0619
24/7/2019,0.4172
25/7/2019,0.9089
26/7/2019,1.7196
27/7/2019,0.2488
28/7/2019,0.0772
29/7/2019,0
30/7/2019,0.4019
31/7/2019,0.5423
1/8/2019,1.2694
2/8/2019,0.2369
3/8/2019,-0.34
4/8/2019,0.4215
5/8/2019,0.4856
6/8/2019,0.0619
7/8/2019,4.0364
8/8/2019,1.8087
9/8/2019,0.4019
10/8/2019,0.354321505
11/8/2019,0.354321505
12/8/2019,1.4626
13/8/2019,2.0746
14/8/2019,0.4754
15/8/2019,0.354321505
16/8/2019,0
17/8/2019,0.4215
18/8/2019,0
19/8/2019,-0.4767
20/8/2019,0
21/8/2019,0.8901
22/8/2019,0.3802
23/8/2019,1.0906
24/8/2019,-0.5574
25/8/2019,0.8624
26/8/2019,1.1703
27/8/2019,0.8376
28/8/2019,-0.0976
29/8/2019,0.3182
30/8/2019,0.34
31/8/2019,0
1/9/2019,0.5994
2/9/2019,0.4019
3/9/2019,0.4939
4/9/2019,0.0619
5/9/2019,1.2367
6/9/2019,0.0607
7/9/2019,0.354321505
8/9/2019,0.354321505
9/9/2019,0.82
10/9/2019,-0.9511
11/9/2019,0.6081
12/9/2019,0.4404
13/9/2019,0.6369
14/9/2019,0
15/9/2019,0.4939
16/9/2019,0.8555
17/9/2019,0
18/9/2019,0.596
19/9/2019,0
20/9/2019,-0.0815
21/9/2019,0.6369
22/9/2019,0.7783
23/9/2019,0
24/9/2019,0.9645
25/9/2019,0.3818
26/9/2019,-0.0385
27/9/2019,1.7432
28/9/2019,0
29/9/2019,0.6369
30/9/2019,3.8549
1/10/2019,0.2057
2/10/2019,0
3/10/2019,0.3561
4/10/2019,0.4757
5/10/2019,-0.5994
6/10/2019,0.3818
7/10/2019,1.1308
8/10/2019,0.527
9/10/2019,0.1833
10/10/2019,1.2765
11/10/2019,0.8123
12/10/2019,1.3282
13/10/2019,0
14/10/2019,1.0957
15/10/2019,1.1483
16/10/2019,0.8222
17/10/2019,0.2791
18/10/2019,-0.2882
19/10/2019,0
20/10/2019,0.8807
21/10/2019,0.354321505
22/10/2019,0
23/10/2019,0
24/10/2019,0.814
25/10/2019,0.3612
26/10/2019,1.4388
27/10/2019,0.6369
28/10/2019,0.6369
29/10/2019,0.6729
30/10/2019,0.9357
31/10/2019,0.354321505
