,date,open,high,low,close,adj_close,volume,Open_USD,High_USD,Low_USD,Close_USD,Adj_Close_USD,stockname
0,2018-05-08,52600.0,53200.0,51900.0,52600.0,51343.3828125,23104720,48.82023614043319,49.37712096332786,48.170537180389395,48.82023614043319,47.653917740587616,005930.ks
1,2018-05-09,52600.0,52800.0,50900.0,50900.0,49683.9921875,16128305,48.83243327732406,49.01810792856864,47.25419874174514,47.25419874174514,46.12528960926205,005930.ks
2,2018-05-10,51700.0,51700.0,50600.0,51600.0,50367.26953125,13905263,48.32558981380927,48.32558981380927,47.29738577521759,48.23211671939185,47.07984540442479,005930.ks
3,2018-05-11,52000.0,52200.0,51200.0,51300.0,50074.4375,10314997,48.74578774144391,48.93327154044947,47.9958525454217,48.08959444492448,46.94072887783076,005930.ks
4,2018-05-14,51000.0,51100.0,49900.0,50100.0,48903.10546875,14909272,47.73708949513563,47.830691631400605,46.70746599622094,46.894670268750886,45.77435141866226,005930.ks
5,2018-05-15,50200.0,50400.0,49100.0,49200.0,48024.60546875,18709146,46.63570267058603,46.82150228281944,45.61380480330227,45.70670460941898,44.61476536878136,005930.ks
6,2018-05-16,49200.0,50200.0,49150.0,49850.0,48659.078125,15918683,45.49021577089054,46.414813652412704,45.44398587681443,46.09120439387995,44.99008055119655,005930.ks
7,2018-05-17,50300.0,50500.0,49400.0,49400.0,48219.828125,10365440,46.549976481655705,46.73506585136408,45.71707431796802,45.71707431796802,44.62488797551153,005930.ks
8,2018-05-18,49900.0,49900.0,49350.0,49500.0,48317.4375,6706570,46.16662085646748,46.16662085646748,45.65777032598538,45.79654774338959,44.70246127892914,005930.ks
9,2018-05-21,49650.0,50200.0,49100.0,50000.0,48805.49609375,9020998,45.79595798754373,46.303264672199305,45.28865130288816,46.11878951414273,45.01700802961943,005930.ks
10,2018-05-23,50600.0,52000.0,50400.0,51800.0,50562.4921875,17095490,46.76730215117426,48.06125912768898,46.58245115452931,47.87640813104401,46.732635368561276,005930.ks
11,2018-05-24,52000.0,52000.0,51100.0,51400.0,50172.05078125,8289275,48.21872751567479,48.21872751567479,47.384172616365035,47.66235758280162,46.52370087545562,005930.ks
12,2018-05-25,51000.0,52800.0,50800.0,52700.0,51440.9921875,15207266,47.272835536501134,48.941288555436465,47.08745186773054,48.848596721051166,47.68159928459073,005930.ks
13,2018-05-28,52500.0,53000.0,52000.0,52300.0,51050.546875,9787820,48.87234876042309,49.337799700998545,48.40689781984763,48.686168384192904,47.523050119720516,005930.ks
14,2018-05-29,52200.0,52500.0,51300.0,51300.0,50074.4375,8480437,48.323809981497945,48.601533027368625,47.490640843885906,47.490640843885906,46.3560843425363,005930.ks
15,2018-05-30,51300.0,51500.0,49100.0,49500.0,48317.4375,20498098,47.53200946304394,47.71731944145737,45.493599700496254,45.864219657323105,44.76851650058546,005930.ks
16,2018-05-31,50400.0,50800.0,49850.0,50700.0,49488.7734375,63491109,46.74962140733399,47.12065014866204,46.23945688800793,47.027892963330025,45.90439329596134,005930.ks
17,2018-06-01,50500.0,51700.0,49950.0,51300.0,50074.4375,13038499,46.98601465511055,48.10251401325179,46.474285782629146,47.73034756053804,46.59006444002806,005930.ks
18,2018-06-04,50800.0,51200.0,50700.0,51100.0,49879.21484375,9767171,47.51367461430575,47.88779803646563,47.42014375876577,47.794267180925665,46.65245637998005,005930.ks
19,2018-06-05,51100.0,51400.0,50400.0,51300.0,50074.4375,9144100,47.714803291930934,47.99492933865459,47.06117584957572,47.90155398974671,46.75718072928747,005930.ks
20,2018-06-07,51800.0,51800.0,50500.0,50600.0,49391.16015625,13590016,48.41243821165174,48.41243821165174,47.197454241089055,47.29091454651695,46.16112913641406,005930.ks
21,2018-06-08,50200.0,50400.0,49600.0,49650.0,48463.859375,16951706,46.70118563310275,46.887246133633035,46.14300413151188,46.189519256644445,45.086049664710394,005930.ks
22,2018-06-11,49750.0,50300.0,49350.0,49900.0,48707.8828125,10571312,46.25224735049205,46.76357872823618,45.88036998485995,46.39170136260409,45.28339786457348,005930.ks
23,2018-06-12,49700.0,49800.0,49250.0,49400.0,48219.828125,12110569,46.0533903501187,46.1460531073624,45.636407942522055,45.7754020783876,44.68182227879793,005930.ks
24,2018-06-14,49000.0,49000.0,48200.0,48200.0,47048.4921875,20971729,45.27387872772816,45.27387872772816,44.53471336074484,44.53471336074484,43.47076999223144,005930.ks
25,2018-06-15,48500.0,48700.0,47650.0,47650.0,46511.63671875,17080892,44.18200529487088,44.36419913113839,43.40768149073397,43.40768149073397,42.37066762434894,005930.ks
26,2018-06-18,47600.0,47650.0,46200.0,46600.0,45486.71875,16661870,43.099644461077844,43.14491719685629,41.83200785928144,42.194189745508986,41.18616398794208,005930.ks
27,2018-06-19,47200.0,47350.0,46500.0,47000.0,45877.1640625,15217971,42.27040709366337,42.40474101451188,41.64351546303701,42.0912951991987,41.08572883950548,005930.ks
28,2018-06-20,47450.0,47600.0,46850.0,47000.0,45877.1640625,12959316,42.85371846674675,42.989188598886095,42.311837938189356,42.44730807032871,41.43323651816916,005930.ks
29,2018-06-21,47900.0,47900.0,47050.0,47050.0,45925.97265625,10015541,43.15072728550348,43.15072728550348,42.3850045674935,42.3850045674935,41.372424246583165,005930.ks
30,2018-06-22,47000.0,47250.0,46200.0,47250.0,46121.19140625,10298006,42.31511254019293,42.540192926045016,41.59485530546625,42.540192926045016,41.5239022307074,005930.ks
