,date,open,high,low,close,adj_close,volume,Open_USD,High_USD,Low_USD,Close_USD,Adj_Close_USD,stockname
0,2010-01-04,16060.0,16180.0,16000.0,16180.0,5.854249000549316,11950800,13.901077377479142,14.004945950660804,13.849143090888312,14.004945950660804,0.005067270756143586,005930.ks
1,2010-01-05,16520.0,16580.0,16300.0,16440.0,5.948322772979736,27925850,14.496933902074446,14.549586204382223,14.303875460279265,14.426730832330744,0.005219881481119335,005930.ks
2,2010-01-06,16580.0,16820.0,16520.0,16820.0,6.085814952850343,22948850,14.616230495146826,14.827804398574763,14.56333701928984,14.827804398574763,0.005364998437977788,005930.ks
3,2010-01-07,16820.0,16820.0,16260.0,16260.0,5.883195877075195,22107950,14.81941977209732,14.81941977209732,14.326026485987065,14.326026485987065,0.005183445261822211,005930.ks
4,2010-01-08,16400.0,16420.0,16120.0,16420.0,5.941086292266847,14777550,14.502834554928407,14.52052093853198,14.25522518447841,14.52052093853198,0.005253816559347507,005930.ks
5,2010-01-11,16420.0,16460.0,15940.0,15940.0,5.767413139343263,19896100,14.662480484836564,14.698199073106569,14.233857425596518,14.233857425596518,0.005150096382680303,005930.ks
6,2010-01-12,15940.0,16180.0,15900.0,16180.0,5.854249000549316,19218050,14.183798697308587,14.397356519601818,14.148205726926383,14.397356519601818,0.005209252782165088,005930.ks
7,2010-01-13,16100.0,16120.0,15940.0,15940.0,5.767413139343263,13375300,14.303406498212563,14.32117470504264,14.161260843571942,14.161260843571942,0.005123829476717947,005930.ks
8,2010-01-14,16120.0,16620.0,16000.0,16540.0,5.984504699707031,26551550,14.382503079576251,14.828610495195862,14.275437299827544,14.757233308696726,0.005339463850699437,005930.ks
9,2010-01-15,16640.0,16860.0,16580.0,16840.0,6.093050956726074,19905600,14.816628982400932,15.012521913658636,14.763203637512468,14.994713465362482,0.005425389146434693,005930.ks
10,2010-01-18,16800.0,16920.0,16560.0,16860.0,6.100287914276122,13060400,14.936405598386319,15.043094209803362,14.723028375552229,14.989749904094841,0.005423593723485849,005930.ks
11,2010-01-19,17000.0,17000.0,16440.0,16460.0,5.955558776855469,12041250,15.078422481318368,15.078422481318368,14.581721505463175,14.59946082602943,0.005282378314691202,005930.ks
12,2010-01-20,16460.0,16740.0,16460.0,16680.0,6.0351600646972665,19200850,14.48461140896552,14.73100820085558,14.48461140896552,14.678208888307708,0.00531087170887285,005930.ks
