,date,open,high,low,close,adj_close,volume,Open_USD,High_USD,Low_USD,Close_USD,Adj_Close_USD,stockname
13,2018-06-27,47450.0,48500.0,47000.0,47950.0,46804.46875,15274752,47450.0,48500.0,47000.0,47950.00000000001,46804.46875,005930.ks
14,2018-06-28,46850.0,47150.0,46600.0,46800.0,46021.70703125,12784800,46850.0,47150.0,46600.0,46800.0,46021.70703125,005930.ks
15,2018-06-29,46250.0,47150.0,46200.0,46650.0,45874.19921875,14099635,46250.0,47150.0,46199.99999999999,46650.0,45874.19921875,005930.ks
16,2018-07-02,46500.0,47150.0,45500.0,45550.0,44792.49609375,13112253,46500.0,47150.00000000001,45500.0,45550.0,44792.49609375,005930.ks
17,2018-07-03,45750.0,46450.0,45750.0,46150.0,45382.515625,10959655,45750.0,46450.0,45750.0,46150.0,45382.515625,005930.ks
18,2018-07-04,46700.0,47050.0,46050.0,46250.0,45480.8515625,8776763,46700.0,47050.0,46050.0,46250.0,45480.8515625,005930.ks
19,2018-07-05,46100.0,46550.0,45600.0,45950.0,45185.83984375,7039773,46100.0,46550.0,45600.0,45950.0,45185.83984375,005930.ks
20,2018-07-06,45500.0,45850.0,44650.0,44900.0,44153.3046875,17843706,45500.0,45850.0,44650.0,44900.0,44153.30468749999,005930.ks
21,2018-07-09,45500.0,46100.0,45200.0,45600.0,44841.66015625,11602464,45500.0,46100.0,45200.0,45600.0,44841.66015625,005930.ks
22,2018-07-10,46200.0,46550.0,46100.0,46300.0,45530.01953125,10528665,46199.99999999999,46550.0,46100.0,46300.0,45530.01953124999,005930.ks
23,2018-07-11,46400.0,46450.0,45400.0,46000.0,45235.01171875,11224077,46400.0,46450.0,45400.0,46000.0,45235.01171875,005930.ks
24,2018-07-12,45900.0,46250.0,45450.0,45500.0,44743.328125,11828104,45900.0,46250.0,45450.0,45500.0,44743.328125,005930.ks
25,2018-07-13,45800.0,46500.0,45750.0,46500.0,45726.6953125,11543389,45800.0,46500.0,45750.0,46500.0,45726.6953125,005930.ks
26,2018-07-16,46800.0,46800.0,46000.0,46050.0,45284.1796875,7678719,46800.0,46800.0,46000.0,46050.0,45284.1796875,005930.ks
27,2018-07-17,46150.0,46200.0,45600.0,45850.0,45087.5078125,8892953,46150.0,46200.0,45600.0,45850.0,45087.5078125,005930.ks
28,2018-07-18,46700.0,47200.0,46450.0,46550.0,45775.86328125,10952645,46700.0,47200.0,46450.0,46550.0,45775.86328125,005930.ks
29,2018-07-19,47050.0,47200.0,46600.0,46900.0,46120.04296875,9880128,47050.0,47199.99999999999,46600.0,46900.0,46120.04296875,005930.ks
30,2018-07-20,47000.0,47600.0,46700.0,47450.0,46660.8984375,10474547,47000.0,47600.0,46700.0,47450.0,46660.8984375,005930.ks
31,2018-07-23,47100.0,47200.0,46150.0,46500.0,45726.6953125,10823782,47100.00000000001,47200.0,46150.0,46500.0,45726.6953125,005930.ks
32,2018-07-24,46350.0,46600.0,45950.0,46150.0,45382.515625,8261363,46350.00000000001,46600.0,45950.0,46150.0,45382.515625,005930.ks
33,2018-07-25,46250.0,46550.0,45900.0,46150.0,45382.515625,7222471,46250.00000000001,46550.0,45900.0,46150.0,45382.51562499999,005930.ks
34,2018-07-26,46100.0,47000.0,46000.0,46900.0,46120.04296875,7374946,46100.0,46999.99999999999,46000.0,46900.0,46120.04296875,005930.ks
35,2018-07-27,46450.0,47000.0,46450.0,46900.0,46120.04296875,4762460,46450.0,47000.0,46450.0,46900.0,46120.04296874999,005930.ks
36,2018-07-30,46550.0,46800.0,46350.0,46500.0,45726.6953125,5723035,46550.0,46800.0,46350.00000000001,46500.0,45726.6953125,005930.ks
37,2018-07-31,46200.0,46450.0,46000.0,46250.0,45480.8515625,8033607,46200.0,46450.0,46000.0,46250.00000000001,45480.8515625,005930.ks
38,2018-08-01,46050.0,46850.0,46050.0,46550.0,45775.86328125,7484499,46050.0,46850.0,46050.0,46550.0,45775.86328124999,005930.ks
39,2018-08-02,46550.0,46800.0,45500.0,45550.0,44792.49609375,8560924,46550.0,46800.0,45500.0,45550.0,44792.49609375,005930.ks
40,2018-08-03,45850.0,45900.0,45450.0,45750.0,44989.16796875,8274944,45850.0,45900.0,45450.0,45750.0,44989.16796875,005930.ks
41,2018-08-06,46150.0,46150.0,45750.0,45800.0,45038.3359375,6771979,46150.0,46150.0,45750.0,45800.0,45038.3359375,005930.ks
42,2018-08-07,46300.0,46750.0,45900.0,46700.0,45923.37109375,9058174,46300.0,46750.0,45900.0,46700.0,45923.37109375,005930.ks
43,2018-08-08,47000.0,47000.0,46550.0,46800.0,46021.70703125,6429338,47000.0,47000.0,46550.0,46800.0,46021.70703125,005930.ks
44,2018-08-09,47000.0,47050.0,46450.0,46900.0,46120.04296875,12010886,47000.0,47050.0,46450.0,46900.0,46120.04296875,005930.ks
45,2018-08-10,46150.0,46400.0,44850.0,45400.0,44644.98828125,16670643,46150.00000000001,46400.0,44850.00000000001,45400.0,44644.98828125,005930.ks
46,2018-08-13,44950.0,45100.0,44650.0,45050.0,44300.80859375,9803831,44950.0,45100.0,44650.0,45050.0,44300.80859375,005930.ks
47,2018-08-14,44850.0,45400.0,44850.0,45150.0,44399.1484375,6409259,44850.0,45400.0,44850.0,45150.0,44399.14843749999,005930.ks
48,2018-08-16,43800.0,44650.0,43700.0,44250.0,43514.1171875,10088229,43800.0,44650.0,43700.0,44250.0,43514.11718750001,005930.ks
49,2018-08-17,44050.0,44400.0,44050.0,44100.0,43366.609375,6808747,44049.99999999999,44400.0,44049.99999999999,44100.0,43366.609375,005930.ks
50,2018-08-20,43500.0,44200.0,43500.0,43850.0,43120.765625,7289124,43500.0,44200.0,43500.0,43850.0,43120.765625,005930.ks
51,2018-08-21,43700.0,44900.0,43700.0,44800.0,44054.96875,9520270,43700.0,44900.0,43700.0,44800.0,44054.96875,005930.ks
52,2018-08-22,45150.0,46200.0,44900.0,46100.0,45333.34765625,11641656,45150.0,46200.0,44900.0,46100.0,45333.34765625001,005930.ks
53,2018-08-23,46150.0,46200.0,45700.0,46200.0,45431.6875,6730918,46150.0,46200.0,45700.0,46200.0,45431.6875,005930.ks
54,2018-08-24,45900.0,46400.0,45550.0,46150.0,45382.515625,6582535,45900.0,46400.0,45550.0,46150.0,45382.515625,005930.ks
55,2018-08-27,46100.0,46550.0,46000.0,46300.0,45530.01953125,5263782,46100.0,46550.0,46000.0,46300.0,45530.01953125,005930.ks
56,2018-08-28,46800.0,46950.0,46300.0,46550.0,45775.86328125,7365976,46800.0,46950.0,46300.00000000001,46550.0,45775.86328125001,005930.ks
57,2018-08-29,46750.0,46800.0,46400.0,46800.0,46021.70703125,5572374,46750.0,46800.0,46400.0,46800.0,46021.70703125,005930.ks
58,2018-08-30,46950.0,47950.0,46700.0,47650.0,46857.5703125,12193231,46950.0,47950.0,46700.0,47650.0,46857.5703125,005930.ks
59,2018-08-31,47100.0,48450.0,47000.0,48450.0,47644.26953125,13577454,47100.0,48450.0,47000.0,48450.0,47644.26953125,005930.ks
60,2018-09-03,48200.0,48300.0,47300.0,47450.0,46660.8984375,8595084,48200.0,48300.00000000001,47300.0,47450.00000000001,46660.89843750001,005930.ks
61,2018-09-04,47550.0,47800.0,47200.0,47650.0,46857.5703125,6791255,47550.0,47800.0,47200.0,47650.0,46857.5703125,005930.ks
62,2018-09-05,47300.0,47450.0,46400.0,46600.0,45825.03125,9139998,47300.0,47450.0,46400.0,46600.00000000001,45825.03125,005930.ks
63,2018-09-06,46200.0,46400.0,45800.0,46100.0,45333.34765625,9040553,46200.0,46400.0,45800.00000000001,46100.0,45333.34765624999,005930.ks
64,2018-09-07,44500.0,45200.0,44400.0,44900.0,44153.3046875,18285508,44499.99999999999,45199.99999999999,44400.0,44900.0,44153.3046875,005930.ks
65,2018-09-10,45450.0,45550.0,45000.0,45500.0,44743.328125,9979838,45450.0,45550.0,45000.0,45500.00000000001,44743.328125,005930.ks
66,2018-09-11,45550.0,45900.0,45050.0,45050.0,44300.80859375,9865790,45550.0,45900.0,45050.0,45050.0,44300.80859375,005930.ks
67,2018-09-12,44900.0,45100.0,44500.0,44550.0,43809.125,12995269,44900.0,45100.0,44500.0,44550.0,43809.125,005930.ks
68,2018-09-13,44550.0,44750.0,44000.0,44050.0,43317.4375,18277942,44550.00000000001,44749.99999999999,44000.0,44050.0,43317.4375,005930.ks
69,2018-09-14,45000.0,45850.0,44900.0,45850.0,45087.5078125,12446344,45000.0,45850.0,44900.0,45850.0,45087.5078125,005930.ks
70,2018-09-17,45550.0,45800.0,44900.0,45150.0,44399.1484375,8123384,45550.0,45800.0,44900.0,45150.0,44399.1484375,005930.ks
71,2018-09-18,44950.0,45900.0,44700.0,45500.0,44743.328125,9987090,44950.00000000001,45900.00000000001,44700.0,45500.0,44743.328125,005930.ks
72,2018-09-19,46000.0,46200.0,45700.0,46150.0,45382.515625,9367454,46000.0,46200.0,45700.0,46150.0,45382.515625,005930.ks
73,2018-09-20,46850.0,47600.0,46400.0,47250.0,46464.22265625,13536966,46850.00000000001,47600.0,46400.0,47250.0,46464.22265625,005930.ks
74,2018-09-21,46550.0,47550.0,46550.0,47400.0,46611.73046875,14476906,46550.0,47550.0,46550.0,47400.0,46611.73046875,005930.ks
75,2018-09-27,46950.0,47500.0,46450.0,47500.0,47061.5390625,15804586,46950.0,47500.0,46450.0,47500.0,47061.53906249999,005930.ks
76,2018-09-28,47250.0,47250.0,46300.0,46450.0,46021.23046875,11270515,47250.0,47250.0,46300.0,46450.0,46021.23046875001,005930.ks
77,2018-10-01,46450.0,46800.0,45800.0,46350.0,45922.15234375,6354983,46450.0,46800.0,45800.0,46350.0,45922.15234375001,005930.ks
78,2018-10-02,46450.0,46700.0,45700.0,45700.0,45278.15234375,6607188,46450.0,46700.0,45700.0,45700.0,45278.15234375,005930.ks
79,2018-10-04,45150.0,45600.0,44700.0,44700.0,44287.3828125,11865327,45150.0,45600.0,44700.0,44700.0,44287.3828125,005930.ks
80,2018-10-05,44800.0,45500.0,44550.0,44700.0,44287.3828125,10544165,44800.0,45500.0,44550.0,44700.0,44287.3828125,005930.ks
81,2018-10-08,44200.0,45200.0,44200.0,44950.0,44535.07421875,6759464,44200.0,45200.0,44200.0,44950.0,44535.07421875,005930.ks
82,2018-10-10,45250.0,45500.0,44500.0,45300.0,44881.84375,10341349,45250.0,45500.0,44500.0,45300.0,44881.84374999999,005930.ks
83,2018-10-11,44000.0,44650.0,43100.0,43100.0,42702.15234375,19324537,44000.0,44650.0,43100.0,43100.0,42702.15234375,005930.ks
84,2018-10-12,43200.0,44650.0,43200.0,44000.0,43593.84375,12640906,43199.99999999999,44650.0,43199.99999999999,44000.0,43593.84375,005930.ks
85,2018-10-15,44050.0,44050.0,43350.0,43800.0,43395.69140625,7434522,44050.0,44050.0,43350.0,43800.00000000001,43395.69140625,005930.ks
86,2018-10-16,43700.0,44150.0,43350.0,43600.0,43197.5390625,6825677,43700.0,44150.00000000001,43350.0,43600.0,43197.5390625,005930.ks
87,2018-10-17,44150.0,44500.0,44000.0,44150.0,43742.4609375,8306193,44150.0,44499.99999999999,44000.0,44150.0,43742.4609375,005930.ks
88,2018-10-18,43950.0,44450.0,43700.0,44050.0,43643.3828125,8347725,43950.0,44450.0,43700.0,44050.0,43643.3828125,005930.ks
89,2018-10-19,43900.0,44150.0,43450.0,43900.0,43494.76953125,7842520,43900.0,44150.0,43450.0,43900.0,43494.76953125001,005930.ks
90,2018-10-22,43450.0,43950.0,43200.0,43550.0,43148.0,8357648,43450.0,43950.0,43200.0,43549.99999999999,43148.0,005930.ks
91,2018-10-23,43300.0,43450.0,42550.0,43050.0,42652.61328125,9531231,43300.00000000001,43450.0,42550.0,43050.0,42652.61328125,005930.ks
92,2018-10-24,43050.0,43100.0,42250.0,42550.0,42157.23046875,13522825,43050.0,43100.0,42250.0,42549.99999999999,42157.23046875,005930.ks
93,2018-10-25,40600.0,41550.0,40550.0,41000.0,40621.5390625,19338170,40600.0,41550.0,40549.99999999999,41000.0,40621.53906250001,005930.ks
94,2018-10-26,41100.0,41300.0,40400.0,41000.0,40621.5390625,14413864,41100.0,41300.0,40400.0,41000.0,40621.5390625,005930.ks
95,2018-10-29,40850.0,41950.0,40550.0,41400.0,41017.84375,14460521,40850.00000000001,41950.0,40550.0,41400.0,41017.84375,005930.ks
96,2018-10-30,41400.0,43000.0,41000.0,42350.0,41959.07421875,14205190,41400.00000000001,43000.0,41000.0,42350.0,41959.07421875,005930.ks
97,2018-10-31,42900.0,43350.0,41700.0,42400.0,42008.61328125,17621480,42900.0,43350.0,41700.0,42400.0,42008.61328125001,005930.ks
98,2018-11-01,42450.0,42950.0,42150.0,42150.0,41760.921875,13423132,42450.00000000001,42950.0,42150.0,42150.0,41760.921875,005930.ks
99,2018-11-02,43050.0,44250.0,42800.0,44150.0,43742.4609375,16517112,43050.0,44250.0,42800.0,44150.0,43742.4609375,005930.ks
100,2018-11-05,43750.0,43800.0,42900.0,43800.0,43395.69140625,9426777,43750.0,43800.0,42900.0,43800.0,43395.69140625,005930.ks
101,2018-11-06,43750.0,43800.0,42950.0,43750.0,43346.15234375,7713625,43750.0,43800.0,42950.0,43750.0,43346.15234375,005930.ks
102,2018-11-07,43600.0,44500.0,43400.0,44000.0,43593.84375,11553998,43600.0,44500.0,43400.0,44000.0,43593.84375,005930.ks
103,2018-11-08,44900.0,45050.0,44050.0,44050.0,43643.3828125,12617397,44900.0,45050.0,44050.0,44050.0,43643.3828125,005930.ks
104,2018-11-09,44450.0,44850.0,43900.0,44300.0,43891.07421875,7318500,44449.99999999999,44850.0,43900.0,44300.0,43891.07421875,005930.ks
105,2018-11-12,43850.0,45250.0,43700.0,45200.0,44782.76953125,8552566,43850.0,45250.0,43700.0,45200.0,44782.76953125,005930.ks
106,2018-11-13,43900.0,44500.0,43400.0,44500.0,44089.23046875,9311126,43900.00000000001,44500.0,43400.0,44500.0,44089.23046875,005930.ks
107,2018-11-14,44500.0,44500.0,43800.0,44100.0,43692.921875,6783344,44500.0,44500.0,43800.0,44100.0,43692.921875,005930.ks
108,2018-11-16,44600.0,44750.0,43700.0,44000.0,43593.84375,7777124,44600.0,44750.0,43700.0,44000.0,43593.84375,005930.ks
109,2018-11-19,44050.0,44250.0,43450.0,43650.0,43247.07421875,7538720,44050.0,44250.0,43450.00000000001,43650.0,43247.07421875,005930.ks
110,2018-11-20,42450.0,43000.0,42100.0,42800.0,42404.921875,9420664,42450.0,43000.0,42100.0,42800.0,42404.921875,005930.ks
111,2018-11-21,41800.0,42300.0,41800.0,42100.0,41711.3828125,10769589,41800.0,42300.0,41800.0,42100.0,41711.3828125,005930.ks
112,2018-11-22,42000.0,42650.0,42000.0,42450.0,42058.15234375,5970796,42000.0,42650.0,42000.0,42450.0,42058.15234375,005930.ks
113,2018-11-23,42450.0,42600.0,41900.0,42400.0,42008.61328125,5192638,42450.0,42600.0,41900.0,42400.0,42008.61328125,005930.ks
114,2018-11-26,42150.0,42800.0,42100.0,42600.0,42206.76953125,6613009,42150.0,42800.0,42100.0,42600.0,42206.76953125,005930.ks
115,2018-11-27,42900.0,43100.0,42500.0,43050.0,42652.61328125,8367091,42900.0,43100.0,42500.0,43050.0,42652.61328124999,005930.ks
116,2018-11-28,42800.0,43200.0,42750.0,43150.0,42751.69140625,6943099,42800.0,43200.0,42750.0,43150.0,42751.69140625,005930.ks
117,2018-11-29,43850.0,43850.0,42900.0,43150.0,42751.69140625,8473511,43849.99999999999,43849.99999999999,42900.0,43150.0,42751.69140625,005930.ks
118,2018-11-30,43450.0,44000.0,41750.0,41850.0,41463.69140625,19775519,43450.0,43999.99999999999,41750.0,41850.0,41463.69140625,005930.ks
119,2018-12-03,42750.0,43400.0,42400.0,43250.0,42850.76953125,12110702,42750.0,43400.0,42400.0,43249.99999999999,42850.76953125,005930.ks
120,2018-12-04,42650.0,42900.0,41900.0,42150.0,41760.921875,14347746,42650.0,42900.0,41900.0,42150.0,41760.921875,005930.ks
121,2018-12-05,40900.0,41750.0,40850.0,41450.0,41067.3828125,12631983,40900.0,41750.0,40850.0,41450.0,41067.3828125,005930.ks
122,2018-12-06,40600.0,41100.0,40450.0,40500.0,40126.15234375,14251826,40600.0,41100.0,40450.0,40499.99999999999,40126.15234375,005930.ks
123,2018-12-07,40900.0,41400.0,40850.0,40950.0,40572.0,11433083,40900.0,41400.0,40850.0,40950.0,40571.99999999999,005930.ks
124,2018-12-10,40450.0,40650.0,40000.0,40200.0,39828.921875,14892263,40450.0,40650.0,40000.0,40200.0,39828.92187499999,005930.ks
125,2018-12-11,40600.0,40700.0,40200.0,40250.0,39878.4609375,10638766,40600.0,40700.0,40200.0,40250.0,39878.4609375,005930.ks
126,2018-12-12,40250.0,40700.0,40150.0,40450.0,40076.61328125,12024279,40249.99999999999,40700.0,40150.0,40450.0,40076.61328125,005930.ks
127,2018-12-13,40650.0,40750.0,40000.0,40000.0,39630.76953125,26254646,40650.0,40750.0,40000.0,40000.0,39630.76953125001,005930.ks
128,2018-12-14,40200.0,40200.0,38700.0,38950.0,38590.4609375,19671783,40200.0,40200.0,38700.0,38950.0,38590.4609375,005930.ks
129,2018-12-17,38650.0,39600.0,38650.0,39150.0,38788.61328125,11532968,38650.0,39600.0,38650.0,39150.0,38788.61328125,005930.ks
130,2018-12-18,38300.0,39200.0,38300.0,38900.0,38540.921875,11042101,38300.0,39200.0,38300.0,38900.0,38540.921875,005930.ks
131,2018-12-19,38900.0,39350.0,38850.0,39100.0,38739.07421875,9942037,38900.0,39350.0,38850.0,39100.0,38739.07421875,005930.ks
132,2018-12-20,38600.0,39100.0,38500.0,38650.0,38293.23046875,11937617,38600.0,39100.0,38500.0,38650.0,38293.23046875,005930.ks
133,2018-12-21,38200.0,38650.0,38100.0,38650.0,38293.23046875,14947080,38200.0,38650.0,38100.0,38650.0,38293.23046875,005930.ks
134,2018-12-24,38500.0,39050.0,38300.0,38800.0,38441.84375,9729530,38500.0,39050.0,38300.0,38799.99999999999,38441.84375,005930.ks
135,2018-12-26,38400.0,38750.0,38300.0,38350.0,37996.0,12707675,38400.0,38750.0,38300.0,38349.99999999999,37995.99999999999,005930.ks
136,2018-12-27,38700.0,38800.0,38100.0,38250.0,38250.0,10510643,38700.0,38800.0,38100.00000000001,38250.0,38250.0,005930.ks
137,2018-12-28,38250.0,38900.0,38200.0,38700.0,38700.0,9900267,38250.0,38900.0,38200.0,38700.0,38700.0,005930.ks
138,2019-01-02,39400.0,39400.0,38550.0,38750.0,38750.0,7847664,39400.0,39400.0,38550.0,38750.0,38750.0,005930.ks
139,2019-01-03,38300.0,38550.0,37450.0,37600.0,37600.0,12471493,38300.0,38550.0,37450.0,37600.00000000001,37600.00000000001,005930.ks
140,2019-01-04,37450.0,37600.0,36850.0,37450.0,37450.0,14108958,37450.0,37600.0,36850.0,37450.0,37450.0,005930.ks
141,2019-01-07,38000.0,38900.0,37800.0,38750.0,38750.0,12748997,38000.0,38900.0,37800.0,38750.0,38750.0,005930.ks
142,2019-01-08,38000.0,39200.0,37950.0,38100.0,38100.0,12756554,38000.0,39200.0,37950.00000000001,38100.0,38100.0,005930.ks
143,2019-01-09,38650.0,39600.0,38300.0,39600.0,39600.0,17452708,38650.0,39600.0,38300.0,39600.0,39600.0,005930.ks
144,2019-01-10,40000.0,40150.0,39600.0,39800.0,39800.0,14731699,40000.00000000001,40150.0,39600.0,39800.0,39800.0,005930.ks
145,2019-01-11,40350.0,40550.0,39950.0,40500.0,40500.0,11661063,40350.0,40550.0,39950.0,40500.0,40500.0,005930.ks
146,2019-01-14,40450.0,40700.0,39850.0,40050.0,40050.0,11984996,40449.99999999999,40700.0,39850.0,40050.0,40050.0,005930.ks
147,2019-01-15,40050.0,41100.0,39850.0,41100.0,41100.0,11492756,40050.0,41100.0,39850.0,41100.0,41100.0,005930.ks
148,2019-01-16,41150.0,41450.0,40700.0,41450.0,41450.0,8491595,41150.0,41450.0,40700.0,41450.0,41450.0,005930.ks
149,2019-01-17,41700.0,42100.0,41450.0,41950.0,41950.0,11736903,41700.0,42100.0,41450.00000000001,41950.0,41950.0,005930.ks
150,2019-01-18,42000.0,42400.0,41950.0,42300.0,42300.0,11029256,42000.0,42400.0,41950.0,42300.0,42300.0,005930.ks
151,2019-01-21,42700.0,42750.0,41900.0,42750.0,42750.0,11355701,42700.0,42750.0,41900.0,42750.0,42750.0,005930.ks
152,2019-01-22,42750.0,42850.0,41850.0,42150.0,42150.0,9964356,42750.0,42850.0,41850.0,42150.0,42150.0,005930.ks
153,2019-01-23,41350.0,42250.0,41350.0,42000.0,42000.0,11071079,41350.0,42250.0,41350.0,42000.0,42000.0,005930.ks
154,2019-01-24,43050.0,43100.0,42350.0,43050.0,43050.0,14747623,43050.0,43100.0,42350.0,43050.0,43050.0,005930.ks
155,2019-01-25,44300.0,44750.0,43750.0,44750.0,44750.0,22789395,44300.0,44750.0,43750.0,44750.0,44750.0,005930.ks
156,2019-01-28,45000.0,45500.0,44600.0,45050.0,45050.0,17998914,45000.0,45500.0,44600.0,45049.99999999999,45049.99999999999,005930.ks
157,2019-01-29,45050.0,45500.0,44350.0,45500.0,45500.0,16215017,45050.0,45500.0,44350.0,45500.0,45500.0,005930.ks
158,2019-01-30,44800.0,46400.0,44800.0,46400.0,46400.0,17505980,44800.0,46400.0,44800.0,46400.0,46400.0,005930.ks
159,2019-01-31,46650.0,47050.0,46150.0,46150.0,46150.0,21621145,46650.0,47050.0,46150.0,46150.0,46150.0,005930.ks
160,2019-02-01,46650.0,46950.0,46250.0,46350.0,46350.0,13832454,46650.0,46950.0,46250.0,46350.0,46350.0,005930.ks
161,2019-02-07,46800.0,47100.0,46200.0,46200.0,46200.0,15872001,46800.0,47100.00000000001,46200.0,46200.0,46200.0,005930.ks
162,2019-02-08,45700.0,45700.0,44650.0,44800.0,44800.0,12689196,45700.0,45700.0,44650.0,44800.00000000001,44800.00000000001,005930.ks
163,2019-02-11,44500.0,45000.0,44250.0,45000.0,45000.0,11125044,44500.0,45000.0,44250.0,45000.0,45000.0,005930.ks
164,2019-02-12,44650.0,46250.0,44650.0,46050.0,46050.0,13184367,44650.00000000001,46250.0,44650.00000000001,46050.0,46050.0,005930.ks
165,2019-02-13,46400.0,46700.0,46000.0,46200.0,46200.0,11299738,46400.0,46700.00000000001,46000.0,46200.0,46200.0,005930.ks
166,2019-02-14,46600.0,47500.0,46150.0,47500.0,47500.0,17259341,46600.0,47500.0,46150.0,47500.0,47500.0,005930.ks
167,2019-02-15,46750.0,46850.0,45650.0,46050.0,46050.0,10554643,46749.99999999999,46850.0,45649.99999999999,46050.0,46050.0,005930.ks
168,2019-02-18,46500.0,46850.0,45850.0,46200.0,46200.0,8183728,46500.0,46850.0,45850.0,46200.0,46200.0,005930.ks
169,2019-02-19,45850.0,46150.0,45450.0,45950.0,45950.0,6741395,45850.0,46150.0,45449.99999999999,45950.0,45950.0,005930.ks
170,2019-02-20,46750.0,47100.0,46500.0,46900.0,46900.0,11506720,46750.0,47100.0,46500.0,46900.0,46900.0,005930.ks
171,2019-02-21,46500.0,47200.0,46200.0,46950.0,46950.0,8694009,46500.0,47200.0,46200.0,46950.0,46950.0,005930.ks
172,2019-02-22,46500.0,47150.0,46450.0,47150.0,47150.0,6895772,46500.0,47150.0,46450.0,47150.0,47150.0,005930.ks
173,2019-02-25,47400.0,47550.0,47050.0,47350.0,47350.0,7484716,47400.0,47550.0,47050.0,47350.00000000001,47350.00000000001,005930.ks
174,2019-02-26,47350.0,47450.0,46500.0,46750.0,46750.0,7985547,47350.0,47450.0,46500.0,46750.0,46750.0,005930.ks
175,2019-02-27,47000.0,47250.0,46750.0,46750.0,46750.0,8045211,47000.0,47250.0,46750.0,46750.0,46750.0,005930.ks
176,2019-02-28,46400.0,46500.0,45100.0,45100.0,45100.0,23569321,46400.0,46500.0,45100.00000000001,45100.00000000001,45100.00000000001,005930.ks
177,2019-03-04,46000.0,46100.0,44800.0,44850.0,44850.0,12926539,46000.0,46100.00000000001,44800.0,44850.0,44850.0,005930.ks
178,2019-03-05,44600.0,45100.0,44150.0,44250.0,44250.0,10612405,44600.0,45100.0,44150.0,44250.0,44250.0,005930.ks
179,2019-03-06,44000.0,44300.0,43700.0,44000.0,44000.0,10202544,43999.99999999999,44300.0,43700.0,43999.99999999999,43999.99999999999,005930.ks
180,2019-03-07,43400.0,44950.0,43400.0,44450.0,44450.0,11049749,43400.0,44950.0,43400.0,44450.0,44450.0,005930.ks
181,2019-03-08,44450.0,44800.0,43800.0,43800.0,43800.0,7729069,44450.0,44800.0,43799.99999999999,43799.99999999999,43799.99999999999,005930.ks
182,2019-03-11,44400.0,44450.0,43650.0,43650.0,43650.0,10717408,44400.0,44450.0,43650.0,43650.0,43650.0,005930.ks
183,2019-03-12,44300.0,44950.0,44150.0,44650.0,44650.0,11431977,44300.0,44950.0,44150.0,44650.0,44650.0,005930.ks
184,2019-03-13,44250.0,44450.0,43700.0,43850.0,43850.0,8108343,44250.0,44450.0,43700.0,43850.0,43850.0,005930.ks
185,2019-03-14,43700.0,44300.0,43550.0,43850.0,43850.0,18039161,43700.0,44300.0,43550.0,43850.0,43850.0,005930.ks
186,2019-03-15,43800.0,44250.0,43700.0,44200.0,44200.0,16814163,43800.0,44250.0,43700.0,44200.0,44200.0,005930.ks
187,2019-03-18,43950.0,44150.0,43450.0,43700.0,43700.0,8188876,43950.0,44150.0,43450.0,43700.0,43700.0,005930.ks
188,2019-03-19,43750.0,43900.0,43550.0,43900.0,43900.0,7609563,43750.0,43900.0,43550.0,43900.0,43900.0,005930.ks
189,2019-03-20,43800.0,44200.0,43100.0,44050.0,44050.0,9846242,43800.0,44200.0,43100.0,44050.00000000001,44050.00000000001,005930.ks
