,Date,Volume,Open_USD,High_USD,Low_USD,Adj_Close_USD
0,2/7/2018,17731300.0,0.164086992,0.16719341199999999,0.163729924,0.163467316
1,3/7/2018,13954800.0,0.16875594300000002,0.168899729,0.164936715,0.161698391
2,5/7/2018,16604200.0,0.165704867,0.16673348699999999,0.164828315,0.16223832
3,6/7/2018,17485200.0,0.165827362,0.16851930199999998,0.165630608,0.164466798
4,9/7/2018,19756600.0,0.17055115699999998,0.17161315800000002,0.170371159,0.16780808600000002
5,10/7/2018,15939100.0,0.17069655399999997,0.17120673,0.17022216,0.166684156
6,11/7/2018,18831500.0,0.167748375,0.16888746100000002,0.166956354,0.163575257
7,12/7/2018,18041100.0,0.168343395,0.170013243,0.16814798600000003,0.166000649
8,13/7/2018,12513900.0,0.16857956100000002,0.169250063,0.16842074899999998,0.165144003
9,16/7/2018,15043100.0,0.169926828,0.17092941600000003,0.168950844,0.16571682699999998
10,17/7/2018,15534500.0,0.168322555,0.17020315,0.16783466,0.166152146
11,18/7/2018,16393400.0,0.16908572600000002,0.16910336399999998,0.167454641,0.164233084
12,19/7/2018,20286800.0,0.166439088,0.168948529,0.166439088,0.164714091
13,20/7/2018,20676200.0,0.169203573,0.16977705,0.16778310300000002,0.165245284
14,23/7/2018,15989400.0,0.16810314899999998,0.169231607,0.167115763,0.165264267
15,24/7/2018,18697900.0,0.17055832699999998,0.171630693,0.170203834,0.167341028
16,25/7/2018,16709900.0,0.171956035,0.17355037199999998,0.17139489800000002,0.169765251
17,26/7/2018,19076000.0,0.173808203,0.175013907,0.17291509300000002,0.169694125
18,27/7/2018,24024000.0,0.174341923,0.17452074199999998,0.16996974,0.167058094
19,30/7/2018,21029500.0,0.171682749,0.171951145,0.16915091,0.166222434
20,31/7/2018,39373000.0,0.170123236,0.171768145,0.16926501600000002,0.166429715
21,1/8/2018,67935700.0,0.17814169600000002,0.180494485,0.176513518,0.176357547
22,2/8/2018,62404000.0,0.177504562,0.18440722399999998,0.177301025,0.179555952
23,3/8/2018,33447400.0,0.184101512,0.18562213600000002,0.18272317100000002,0.180949175
24,6/8/2018,25425400.0,0.184791768,0.185902295,0.18396554199999998,0.18171931300000002
25,7/8/2018,25587400.0,0.186900631,0.187061345,0.18461481,0.180921921
26,8/8/2018,22525500.0,0.183886513,0.18545719600000002,0.182521087,0.180951398
27,9/8/2018,23492600.0,0.18713598899999997,0.187359269,0.18505501100000002,0.18251479899999998
28,10/8/2018,24611200.0,0.183644585,0.18518558899999998,0.183033497,0.180444887
29,13/8/2018,25890900.0,0.18438139999999997,0.185826077,0.18296314800000002,0.18063992199999998
30,14/8/2018,20748000.0,0.186311597,0.1866662,0.18462719600000002,0.182558647
31,15/8/2018,28807600.0,0.184255003,0.18559363399999998,0.183471202,0.18177829
32,16/8/2018,28500400.0,0.18742585,0.189249212,0.187178015,0.185373751
33,17/8/2018,35427000.0,0.189592404,0.193598498,0.18934368899999998,0.189746864
34,20/8/2018,30287700.0,0.194329523,0.19529180399999999,0.191665395,0.188477858
35,21/8/2018,26159800.0,0.19363666699999998,0.19398499800000002,0.191162615,0.188563713
