,0,0
76,Worth reading. Ron Insana: There's much more this market should be worried about than just the trade war https://www.cnbc.com/2019/05/30/ron-insana-theres-much-more-this-market-should-be-worried-about-than-just-the-trade-war.html …2019-05-30 23:49:30+00:000,2019-05-30
77,that would be a resounding NO. @JohnCornyn will just look down at his cowboy boots while his constituents bear even more loss due to this absurd trade war.2019-05-30 23:49:22+00:000,2019-05-30
78,Here's why China's trade war threat to restrict rare earth minerals is so serious http://sco.lt/5Ajv8q2019-05-30 23:49:14+00:000,2019-05-30
79,"What, one trade war isn't good enough for you? You do realize you're screwing the ONLY people left supporting you2019-05-30 23:49:02+00:000",2019-05-30
80,You cannot win a trade war with China.2019-05-30 23:48:56+00:000,2019-05-30
81,Will China use its US$1.2 trillion of US debt as firepower to fight the trade war? https://www.scmp.com/economy/china-economy/article/3009752/will-china-use-its-us12-trillion-us-debt-firepower-fight … via @scmpnews2019-05-30 23:48:50+00:000,2019-05-30
82,"$WB management also lied to me on the phone; in the middle of last year, its IR Department told me its business was insulated from the trade war! Some insulation! Revenue growth has declined from almost 70% to mid teens! Stay away from dishonest management.2019-05-30 23:48:18+00:000",2019-05-30
83,"After being told that we have to up end our entire operation, our operating budget is a smoking crater and “brace yourself, 16 hour days are coming” and I’ve been voluntold this is my life until the “easy to win trade war” I’m thinking her emails perhaps weren’t a big deal.2019-05-30 23:48:16+00:000",2019-05-30
84,#Trump threatens new trade war with #Mexico and escalating tariffshttps://twitter.com/realDonaldTrump/status/1134240653926232064 …2019-05-30 23:47:47+00:000,2019-05-30
85,A ship could become a factor in both the China trade war and Iran tensions @CNBChttps://www.cnbc.com/2019/05/30/a-single-oil-tanker-could-become-a-factor-in-both-the-china-trade-war-and-iran-tensions.html?__source=iosappshare%7Ccom.apple.UIKit.activity.PostToTwitter …2019-05-30 23:47:47+00:000,2019-05-30
86,"The trade war with China is going so well, he thinks the American consumers should double down with Mexico.2019-05-30 23:47:29+00:002",2019-05-30
87,Trade war is intensifying expect big correction in US market. Crude is down because Iran is quite for next 5-6 days. After 6th June situation could be different. Therefore June could be the month of big volatility.2019-05-30 23:47:17+00:000,2019-05-30
88,'Don't say we didn't warn you': A phrase from China signals the trade war could get even worse https://www.cnbc.com/2019/05/29/dont-say-we-didnt-warn-you---a-phrase-from-china-signals-the-trade-war-could-get-even-worse.html …2019-05-30 23:47:16+00:000,2019-05-30
89,"So wannabe Dictator @realDonaldTrump is going to keep punishing the American people. What does he care. He got his tax for the rich. Mexico was supposed to pay for the wall, nope, Americans are. Business owners are paying more because of his stupid trade war with China.2019-05-30 23:47:11+00:000",2019-05-30
90,So you’re punishing American citizens with higher prices because you can’t get a deal accomplished? What is your f-cking problem??!! #tariffs #mexico #tradewar #ImpeachDonaldTrumpNOW #incompetence #economy2019-05-30 23:47:03+00:000,2019-05-30
91,Trade War Starts Changing Manufacturers in Hard-to-Reverse Ways via @NYTimeshttps://www.nytimes.com/2019/05/30/business/economy/trump-tariff-manufacturer.html?smid=nytcore-ios-share …2019-05-30 23:46:56+00:000,2019-05-30
92,'Don't say we didn't warn you': A phrase from China signals the trade war could get even worse https://cnb.cx/2VTItdO2019-05-30 23:46:55+00:000,2019-05-30
